SpongeBob,"  All in the line of duty, Mr. Krabs.  Isn't it great, Squidward?"
Squidward, Great?  Those little savages tried to kill me.
SpongeBob," Yeah, but it's so worth it when you get to work in these. "
Plankton,"  Stupid kid. Wait a minute, what's this? ] Karen?  the exterior of the Chum Bucket with Plankton's Periscope, which shows his eye] My own wife?!  Oh, how Krabs mocks me. "
Karen,"  Hi, honey."
Plankton,  What's that? A souvenir from your boyfriend Krabs?
Karen,"  Oh, pipe down. I just went to get you this  happy hero box."
Plankton," Wha...?!  Thanks, babe. You're too good to me.  A Mermaid Man action figure...And a Barnacle Boy eraser?!  Look at me. I'm Barnacle Boy. Look at me. I'm Mermaid Man.  Krabs!  Sure! Why didn't I think of this before? If Mermaid Man and Barnacle Boy can build Krabs up, they can tear him down, too.  Ding dong.  Hello, boys. "
Mermaid Man & Barnacle Boy, What? What? What?
Plankton," I'm Down Here, Fellas!"
Mermaid Man, Who are you?
Plankton,"  Oh, Professor Plankton, Door-to-door salesman.  My card."
Mermaid Man,"  ""Professor Plankton's Personal Products?"""
Plankton," Say, you two look like a couple of ladies' men, am I right?  I knew it! Just look at that heroic chin.  Those chiseled features.  That bra.  But what's this? Dandruff?"
Mermaid Man, I've got dandruff?
Plankton, You sure do.  See?
Mermaid Man," Oh, my! "
Plankton,"  Ew!  Couple of studs like you can't go around like this. Lucky for you, Dr. Plankton's come prepared with ""Plankton's Dandruff Control Shampoo"". A little of this stuff and the ladies will be breakin' down your door."
Mermaid Man and Barnacle Boy,"  Sign us up, Professor."
Plankton,"  Wise decision, gentlemen.  Hey, what do we have here? You fellas look a little peaked.  Hmm, this shouldn't be. I wonder.  Say, this isn't Professor Plankton's Dandruff Control Shampoo! It's Professor Plankton's  Mind Control Shampoo!  With conditioner. Time to prepare for your next role, fellas, as my zombies! "
Kids,  We want Mermaid Man! We want Barnacle Boy!  We want Mermaid Man! We want Barnacle Boy! We want Mermaid Man!...
Mr. Krabs," Uh, hey, kids?  Uh, well, there's Mermaid Man and Barnacle Boy in the ballroom.  SpongeBob!"
SpongeBob,"  Yes, sir."
Mr. Krabs," Go get those AWOL do-gooders you talked me into hirin', and bring their patoots back here on the double!"
SpongeBob," Aye, aye, Mr. Krabs. "
Mr. Krabs,"  Back, you! Back! "
SpongeBob,"  Mermaid Man and Barnacle Boy, please. And I'm kind of in a hurry.  Doot, do, doot-do, doot...  Oh, my gosh. You guys live in a dump! But we don't have time for that right now. We gotta get you back to the Krusty Krab for your special appearance. I'll take ya.  Wow! I haven't seen you do the Spine Blaster since...  ...since episode 647.  When you blasted that guy's spine.  You still got it. "
Perch Perkins," Perch Perkins here, live at the Krusty Krab. We're just moments away from an important press conference with Mermaid Man and Barnacle Boy. I have with me here Eugene Krabs, owner of the restaurant. Any thoughts, Mr. Krabs?"
Mr. Krabs, 
Perch,"  Oh, okay. We'll come back to you later. "
SpongeBob," Ladies and gentlemen, I present Mermaid Man and Barnacle Boy. "
Plankton,"  Oh, boy! Everyone in Bikini Bottom showed up! This is gonna be so sweet. "
Perch," Mermaid Man,  what is your opinion of the Krabby Patty?"
Plankton, Ooh! This is too easy. Now just tell everyone that... 
Mermaid Man," I, Mermaid Man, think that Krabby Patties are, uh... uh, what?"
Plankton, They're terrible! You hate Krabby Patties.
Mermaid Man," I'm late for ""Snappy Pabbies?"" Barnacle Boy,   we're late for... "
Plankton," Oh, for crying out loud!  Tell them you hate Krabby Patties! "
Mermaid Man, Wha?...
SpongeBob,  Mermaid Man.  I brought you something to refresh your memory. 
Mermaid Man,"  Ooh, a Krabby Patty!  Would you look at that?  Barnacle Boy, it's a Krabby Patty. Why, these things are...  ...evil! "
Frank," Susie, no! "
Mermaid Man," I hate these nasty things, . And furthermore..."
Plankton,"  ...let it be known that I, Mermaid Man prefer the delicious food available at the Chum Bucket."
Mermaid Man, Your new favorite restaurant!
SpongeBob, The Chum Bucket?!! Plankton must be behind this.
Plankton, Yes. Yes!   It's working. 
SpongeBob, Hold it right there! You forgot your...Krabby Patties!
Mermaid Man & Barnacle Boy,  Krabby Patties. Krabby Patties!
Plankton," Oh, no. Those infernal Krabby Patties. Their grease-fried deliciousness could be enough to free Mermaid Man and Barnacle Boy. "
SpongeBob," Not so fast! You're not dealing with an ordinary fry cook! It's time for you to meet...  Fry Boy, Defender of... Ow!  Fry Boy...  ...Defender of the Krabby Patty!  Yes! You lose, Plankton! Now watch as the Krabby Patties' wholesome flavors work their magic! "
Plankton," I did it! I did it! Look at all these customers.  In your face, Krabs. Yes!"
Harold," So, uh, where's the food?"
Plankton,"  Food? Oh, yeah. Never thought I'd get this far. "
SpongeBob, It doesn't make sense.  They should have been cured once the pureness of the Krabby Patties entered their... That's it! Mermaid Man and Barnacle Boy are elderly. Their poor aging tummies must be having a hard time digesting the food. I know just what to do! 
Mermaid Man," I'm back to my old self again! Thanks to you, SpongeBob."
SpongeBob, And the delicious power of Krabby Patties. 
Mermaid Man," Say, I could use a couple more of those, and an order of Krabby Fries."
Barnacle Boy,  And a decent latrine.
SpongeBob," Well, then, you guys know where to go!"
"SpongeBob, Mermaid Man, & Barnacle Boy", To the Krusty Krab! Away! 
Plankton," Hey, everyone, I made Chummy Joes! "
Patrick," Hey, SpongeBob!  SpongeBob!  You forgot to tell me you're leaving! "
SpongeBob," Well Patrick, I guess...  I did. "
Patrick," I'm gonna miss you, buddy!"
SpongeBob," Me too, Patrick, me too!  Oh Patrick, if I had only known how hard not saying goodbye could be... "
Patrick," Well, see you later, bud. "
SpongeBob," Patrick, That's it! You can come with me to summer camp! Then I'd never have to say goodbye!"
Patrick, Summer camp? But I'm not even ready yet!
SpongeBob, How about now?
Patrick, Yep! 
SpongeBob,"  ...this stuff is just my carry-on, quarter.  The rest of my things are right over there. "
Patrick, Weee! Haha!
SpongeBob," Oh and quarter, thanks!  Boy, that looked like a boring boat to be on, huh, guys?  Guys? "
Warden," Welcome to Inferno Island!   What in the seven seas just insulted my ear drum!? Could that had been an unrequested sound-off? Well, it must had been my imagination! And you can all thank your lucky stars that  I have a very active imagination! Because it so happens that it is my sworn duty to think of fun things to do with the trash that society has thrown away!"
SpongeBob,  I had always preferred to recycle. 
Warden," Holy fishpaste! We got ourselves a couple of ""rabble rousers"". What's your name, son?"
SpongeBob, SpongeBob SquarePants! 
Warden, And are you a rabble rouser?
SpongeBob,  Funny you should ask... once I had...
Warden," Well I hope you aren't, because you sure look mighty tasty. It isn't too soon after breakfast for me to want to chew somebody's head off!"
Patrick,"  Actually, I am a little hungry."
Warden," Hungry?! Barney, fetch these two poor hungry souls a snack. On the double! "
Prisoner #1, Ohh. These guys are tough! 
Patrick, The food coma is setting in.
SpongeBob, Yeah. I could use a nap. 
Warden," Did you just say nap?! Well, I know the perfect place for you two to go digest that meal.  A couple days in the hole never hurt anybody. "
SpongeBob, This camp is very upscale! 
Patrick, I had no idea that they had a hot tub! 
Narrator, Three days later...
Warden," Alright! Let them out!  Now pay attention, worms. Watch the way they crawl out on their bellies, begging for mercy, and see what's waiting for you, next time you fell up to same way these two did! "
SpongeBob," It was quite an enjoyable soap, but it wasn't until this guy got thirsty and decided to drink the bath water!"
Patrick, Not bad! Except for this aftertaste. 
Warden," Cut your traps, all of ya, because of that little outburst, I am going to treat you all to an activity so heart-wrenchingly boring, it physically exhausting, that it is guaranteed to render your souls broken beyond repair!"
SpongeBob & Patrick, Yay! 
SpongeBob," This is a pretty fun camp game, huh Patrick?"
Patrick, Yeah!
SpongeBob, It's made it even more fun and challenging by the fact that we're wearing these heavy ankle weights. 
'Warden,"  Good night, ladies! "
Patrick," What's wrong, SpongeBob? "
SpongeBob, The other campers just aren't having as much fun as you and me.
Patrick," If only we could think of some sort group activity that we can all do together, then we would all be having the same amount of fun as each other.  Good night! "
SpongeBob, That's it! We'll show him we can be self-starters! 
Warden," Rise and shine!  Now, which one of you vile, low-down, vile miserable wretched swine left this pathetic, worthless, horror and meaningless... "
SpongeBob,  Uh... abomination?
Warden, Who said that?
SpongeBob," Me, sir! "
Warden, What is the meaning of this thing?
SpongeBob," It's a play, for our amusement, and inspiration! "
Warden," Good. Well then, I'll watch your play, and I will enjoy every act of your pathetic, meaningless, ridiculous, production. You know why?"
Guard, Uhh...because you cherish the fine art of thespianism?
Warden," No! Because this will be the last act you will ever perform in your pathetic lives! So, get to it! And I'd better be truly entertained!"
SpongeBob, Cool! 
Prisoner #2, Kid's wasting his time. 
SpongeBob, All done! 
Prisoner #2, You thinkin' what I'm thinkin'?
Prisoner #3, Hmmmmm...
Prisoner #2," It's a boat, you simpleton! What do boats do?"
Prisoner #3, Ummm... make smoke?
Prisoner #2," No!  You knucklehead! They float, away from this island, with all of us on board!  Now, here's the plan  Hey, buddy! Need some help?"
SpongeBob, Really?
Prisoner #2, Sure!
Narrator," Opening Night"". "
SpongeBob," Aye, for Jib's men, what forces blow the merry winds of Galilee?"
Prisoner #4, Get ready!
Prisoner #5, Umm... Oh! 
Prisoner #4, ♪'Tis we...♪
Prisoners, ♪...here to sing the song of merry time for all of day. Together!♪  ♪Together!♪
SpongeBob & Prisoners, ♪Together!♪  ♪Together!♪ 
Prisoners, ♪Together!♪
"SpongeBob, Patrick & Prisoners", ♪Together! Together! To-geth-er.♪
Prisoner #2," ♪Like a boat, upon the sea!♪"
Prisoners," ♪Together! In happy camaraderie! Together! That's the way, it's ought to be! Together! Just you, and you, and you--♪"
SpongeBob, ♪--and you--♪
"SpongeBob, Patrick & Prisoners", ♪--and me! Together! Togeeeetttthhhher! Together!♪
Warden, I-I-I had never seen anything so beautiful... 
Prisoner #2," Ok, let's do it! "
SpongeBob, Uh... Hey guys! What are you doing?
Prisoner #2," We're breaking out of here, yeah, that's what! Escapin'! Oh, uh thanks for the convincin' stage craft! "
Warden, Encore! Encore! Encore! Do it again!  What the?! 
Prisoner #2, Turn the ship around! 
Prisoners,  Help! Somebody save our lives! We can't swim! 
Warden," I'm stuffed. I can't even begin to imagine a punishment appropriate for what has happened here tonigh'! Bert cannot attempt to describe the disgusting, vile, th-th-the complete disregard for the story tradition of musical theatre. So, startin' this very moment, every one of you will be sentenced to..."
Camp Counselor, Ahoy!  Hello? Yoo-who?
Warden," What in the name of...  For Neptune's sake man, speak the King's English!"
Camp Counselor, I'm... I'm Camp Counselor Kraus from Sun Fun Island!
Warden, Your who-what?
Camp Counselor," Well, I was doing roll call and discovered one of my Sun-funners was missing! I came to take him back with me. A-e SpongeBob-eh SquarePants? "
Warden," Enough. So tell me Counselor, just what do they do on your Sunny Funny Island?"
Camp Counselor," Well, we uh make macaroni art..."
Warden, Egad.
Camp Counselor, And we sing campfire songs!
Warden, Ahck!
Camp Counselor, Oh and we help and support each other. 
Warden," These heinous activities sound like torture too severe for even the lowest, filthiest, undeserving...  Wait a minute! I have a brilliant idea! "
Camp Counselor,"  Oh, that is very good, Bruiser! "
SpongeBob, You first.
Patrick, I... I like the other island better!
SpongeBob, Me too! 
SpongeBob and Patrick, Sandy! Sandy! Sandy! Sandy!
Sandy," What the?  Whoa there! Calm down! Now, tell me what happened."
Patrick, SpongeBob and I are being chased by a savage beast!
SpongeBob, And he's going to eat us!
Sandy," Oh, no he ain't!"
SpongeBob and Patrick,  There it is!
Sandy,"  This little guy? Why, he's just a harmless little cricket, he's a land creature just like me! The poor thing must have gotten lost. But he's not going to hurt ya. See? "
Sandy," Aahh, let's get you back home you little fella!  There you go! See, that wasn't nothing to be afraid of, huh guys?"
Sandy,"  I don't have time for this, I'm late for my survival training camp."
SpongeBob, Survival training camp?! Patrick and I love camping!
Patrick, Can we come?!
Sandy," This is ain't no ordinary camping trip, I go out into the wild, armed only with my bare hands, my quick wits, this harpoon, and 65 pounds of dynamite . Out in the wild, it's eat or be eaten. You have to be willing to do anything when you're alone in the wild. You two wouldn't last a single day!"
SpongeBob, Hey!
Patrick, Would so!
SpongeBob," We'll have you know that just the other day, Squidward commented at our survival skills!  The Other Day"
Squidward, You two are harder to get rid of than cockroaches!
SpongeBob," Thank you, Squidward!"
Squidward,  Why aren't these things working?!  Out of the Daydream
Sandy," No way, guys! This is a serious trip for hard-core survivalists only!"
SpongeBob and Patrick, But Sandy...!
Sandy, No!
SpongeBob and Patrick, Ohhh...
SpongeBob, Sshhh!! We'll show Sandy we're tough as she is!  I guess the road smoothed out.  That was a close one Patrick! We were almost left in the wilderness... without Sandy! And nobody would have known where to find us!
Patrick, Weird. There's a door back here too?
SpongeBob," No, Patrick! No!  Sandy, wait! Sandy! Sandy! Well, at least we have food, shelter, and water. I'll pitch the tent while you start a campfire. Then when we're all settled, I'll cook us up some grub.  Okay Patrick, we're all set! We have fresh water, a rugged tent for shelter..."
Patrick, And a nice fire to keep us warm.
SpongeBob," Say, where did you get the firewood?  You burned our food supply?! Oh-no! Quick! Quick! Cover it over something!  Hey Patrick, nice job. "
SpongeBob," Whew! Uh-oh, well, we burned our food, ruined our tent, and lost all our water. Patrick, we are going to need to use our razor-sharp quick wits if we're going to make it out of here alive!"
Patrick, Gotcha.
SpongeBob, Okay. Here's the plan...
Patrick," Oh. Whoa, whoa, whoa, no, no. You made the last decision. It's my turn."
SpongeBob," Sure Patrick, what do you think we should do?"
Patrick," Um...maybe,...uh..."
SpongeBob," Uh, Patrick?"
Patrick," Oh, for crying out loud, SpongeBob, I didn't rush you when it was your turn!"
SpongeBob," Sorry, sorry, take your time. "
Patrick, Uhhh...  Oh shoot! I forgot what I was going to say!
SpongeBob, No hurry Patrick.
Patrick, Do you wanna go play hide and go-seek?
SpongeBob, Sure. Let's go play in that cave over there.
SpongeBob," I like it here. It's rooooooomy, and best of all, we have this cave all to ourselves."
Strange Voice," Ahh, hoo-heeheeheeheeheehee."
SpongeBob," Huh? Nice. We'll only stay here tonight, and head home tomorrow."
Old Cave Fish, Home? This is your new home. You'll be here forever just like me! 
Patrick," Aahh, good times."
SpongeBob, What do you mean we'll be here forever? How long have you been here?
Fish, 40 years I've been here. There's ain't no way out of this valley. You're stuck in here' with me for the rest of your lives!
SpongeBob, We'll be here forever? We're doomed!
Patrick," Are you kidding? That old coot's been here for years! Look at him he's in great shape! Look at his muscular arms, his rock-hard abs, and a great complexion, why, he's glowing with health."
SpongeBob," You're right Patrick, but what will we eat, where will we sleep?"
Patrick," I don't know about you, but I've got all the comforts of home right here. "
SpongeBob," Patrick's right. If I'm stuck here, I should make the best of it. I'll build myself a new home.  There, just like my pineapple in Bikini Bottom...only, smaller,  comfy, safe and sound in my own little home."
Cave Fish," Safe? You're never safe out in the wild! If I were you, I'd keep an eye on that big fella."
SpongeBob, Patrick?  Do'h! Patrick is my best friend! He wouldn't hurt me.
Cave Fish," He's a big boy! Just wait 'til when he gets hungry! Out here, it's eat or be eaten! "
SpongeBob,  He's got the taste of flesh!
SpongeBob, Hey Patrick.
Patrick, Hey SpongeBob. 
SpongeBob, Sounds like you're hungry.
Patrick," Oh, boy am I! I'm ssoooooo hungry, I could eat anything! I could eat an entire sponge..."
SpongeBob, 
Patrick, ...cake. I was just going to share my golden sponge cake with him. It has delicious cream filling too! 
SpongeBob, It's all true! Patrick is going to eat me! What should I do?
Cave Fish, You've got to protect yourself! What you need is a fort!
SpongeBob," This mud replica of the Krusty Krab should protect me from that fiend Patrick!  He's onto me! Must hide! . Ha,ha, I'm safe, Patrick can't get me in here, , I don't need to go outside, I have everything I need right here!  Spatula.  Now I just need some buns.  Oh, crunchy.  I can't take it!  I need some real food!"
Cave Fish," Remember kid, it's eat or be eaten."
SpongeBob, Yyyess! Yyeess! I shall eat Patrick before he eats meee! 
Patrick, Something smells good. What are you cooking SpongeBob?
SpongeBob, I'm gonna cook you up and eat ya!
Patrick,  Why do you want to eat me?
SpongeBob," I know what you're doing, you're playing dumb, but it won't work, because I'm going to eat you before you eat me!"
Patrick," Well, not if I eat you first!"
SpongeBob," Oh, no you don't!  Where'd he go? Come on out, Patrick. You can't hide forever! What's this?  Warm water?"
Patrick," You seemed kinda tense, so I drew you a hot bath."
SpongeBob," Ah, thanks Patrick! I did get a trifle unhinged, didn't I?"
Patrick," Oops, I forgot the bathbeads! "
SpongeBob, Thanks Patrick! You're a real pal!  Funny looking bathbeads. They almost look like carrots. Carrots?! You're making soup out of me! 
Patrick, I was not! It was supposed to be stew!  Whew! I'm getting tired.
SpongeBob," Why don't you take a nap on this nice, soft bed?  There, that's it. Here, I'll tuck you in with this nice soft blanket , and what's a little blanket without a little ketchup?"
Patrick, This isn't a bed!
SpongeBob, Wait! Come back! You're not properly seasoned! 
Patrick, Give me that ketchup back!
SpongeBob, No!
SpongeBob, Gotcha! 
Patrick," No, got you! "
SpongeBob, I got you! 
Cave Fish, Congratulations! You did it!
SpongeBob, Did what?
Patrick, What?
Cave Fish," Why, earned your survivalist medals, a'course! Only a hardcore survivalist would break down and nearly eat his best pal!"
Patrick, Why do you care if we're survivalists?
Cave Fish,  Cause I'm not just some old hermit.
Sandy, I'm  Sandy Cheeks! Survivalist extraordinaire!
SpongeBob and Patrick, Sandy?
Sandy," It weren't no accident that you fell out of my truck, I was just testing your survival skills."
SpongeBob and Patrick, You planned this?
Sandy, Yup. And I'm happy to say you both passed! Here's your survivalist medals! 
SpongeBob," Wow! It's great that we've won our medals, but I'm still hungry. "
Patrick, Me too. 
Sandy," Guys? What'cha doing? Aah, fellas?"
SpongeBob and Patrick, Eat or be eaten!
Sandy, Uh-oh! Next time I'll bring more granola! 
SpongeBob," Backing up!  Boop, boop, boop, boop, boop, boop, boop, boop..."
Squidward, You're better off not knowing.
SpongeBob," ...boop, boop, boop!  Your Krabby Patty, sir."
Harold, Do you always serve your food this way?
SpongeBob," You mean with a smile? Yes, sir! "
Patrick," Beware! Let it be known to all far and wide, The mollusks are coming! Tally, ho!  The mollusks are coming! The mollusks are coming! The mollusks are coming! The mollusks are coming!"
SpongeBob, Not the mollusks!
Patrick, Mollusks? What mollusks?
SpongeBob," There aren't any mollusks coming, are there, Patrick?"
Patrick," No. I was only pretending to be my famous, Great-Great-Great Uncle, Patrick Revere! He rode through the streets warning Bikini Bottom of the coming hordes of ravenous, man-eating mollusks! "
Patrick Revere, The mollusks are coming! The mollusks are coming!
Patrick, It's too bad nobody listened to him.
Fish #2, What beeth the deal with ye olde nutcase? 
SpongeBob," Wow, Patrick. I didn't know you had a famous relative."
Patrick," Well the best part about it is, I don't have to accomplish anything in life, because my Uncle already did it for me. Really takes the old pressure off."
Mr. Krabs," That's nothing! My Great-Great Grandpappy Krabs invented the greatest thing since loose change! The spendthrift billfold system! Allow me to demonstrate.  Hey SpongeBob, how about a raise?"
SpongeBob," Gee, thanks Mr. Krabs!"
Mr. Krabs, A-a-a watch.  See?
SpongeBob, Doesn't that hurt?
Mr. Krabs, Every time!
SpongeBob," Gosh, I don't have anyone famous in my family."
Patrick," Oh, well then it's lucky you have me as a famous friend. Or your life would be a hollow shell. "
SpongeBob," I'll bet you're someone's famous poop-covered ancestor.  I never realized how sad and empty my life was, until my friends pointed it out. "
Sandy, HI-YAH!
SpongeBob," Hi, Sandy. "
Sandy," Something wrong, SpongeBob? You look sadder than a bullfrog full of sody-pop."
SpongeBob," Do you have any famous relatives, Sandy?"
Sandy," I sure do! My great aunt Rosie Cheeks was the first squirrel to discover oil. At Spindletop, Texas. "
Voice, She's ready to blow! 
SpongeBob, Seems like everybody in town has a famous relative. Everybody except me.
Sandy," Come on, I'll bet y'all got someone famous in your family tree."
SpongeBob," Well, there was my uncle Sherm.  He could stick an entire watermelon up his nose. "
Sandy, That's not the kind of famous I mean. Come on. Lets do a little digging around your family tree. 
Sandy," ""Family Histories of Bikini Bottom"". Let's see, SquareHead, SquareShirt, SquarePants, Hey, looky here! "
SpongeBob, Gasp!
Sandy, It's a statue of SpongeBuck SquarePants!
SpongeBob, I've never even heard of him! He got his own statue?
Sandy," Says here he saved the entire town of Dead Eye Gulch, that's what Bikini Bottom was known as back in the old west days.  It was a town that lived under the tyranny of a nasty crook 'til a mysterious stranger came to town. "
SpongeBuck," Wow! The big city! Well, time to make my fortune."
Sandy," Back in them days, the whole place was run by that no-good gloot, Dead Eye!"
SpongeBuck," Shoo-Wee! This place sure is big and fancy-like! Gee, willigers! They got an ice cream parlor!  I'll take one scoop of vanilly ice cream, please."
Fish #4," You're new here, aren't you?"
SpongeBuck, Yep. I just got off from the train.
Fish #4, You don't say. 
Western Mr. Krabs, Business is good today! 
SpongeBuck," Howdy do, y'all?"
Hopalong Tentacles," Great, another hayseed."
Western Mr. Krabs,  Charge him double for his drinks.
SpongeBuck," Howdy partner!  Pardon, but is this stool taken?"
Fish #5, Yeah. Some fancy dude just sat in it. 
Hopalong," What can I get you, stranger?"
SpongeBuck, Give me a shot of milk.
Hopalong, Milk?
SpongeBuck, Two percent.
Hopalong, Think you can handle it?
SpongeBuck," I drink this stuff every day. Over the lips and through the gums, look out tapeworm, here it comes! Get ready Tapey.  Aah,  Oh, yeah! Smooth."
Hopalong, Right.
Western Mr. Krabs," What brings you to Dead Eye Gulch, stranger?"
Hopalong, Strange is right.
SpongeBuck, The name's SpongeBuck. I left home to make my way here in the big city. I'm here for the job. 
Western Mr. Krabs, Wonderful! You're hired.  Hey everybody! Meet our new sheriff! 
SpongeBuck," Sheriff? I'm not here for the sheriff job. I'm here for the fry cook job.  Back home, I'm known for my rootin-tootin, never-pootin chili. The spiciest chili west of the old west farm. "
Western Mr. Krabs," No offense, kid. But your chili tastes terrible."
SpongeBuck, In a good way?
Western Mr. Krabs," No, in a terrible way. Look, we already gave you the badge. And the law of the west says no take backs!"
Hopalong, Since when?
Western Mr. Krabs," Shshshshshsh! So that means, you're the new sheriff!"
SpongeBuck, What happened to the old sheriff?
Western Mr. Krabs," Uh, he's at Boot Hill. "
SpongeBuck," Gasp! And, why is he at boot hill?"
Western Mr. Krabs, Because Old Dead Tree Hill was totally full. 
Pecos Patrick, He's a' coming! Dead Eye's a' coming!
Citizens of Dead Eye Gulch, Dead Eye?!
Krabs and Hopalong, Dead Eye?!
SpongeBuck, Who's Dead Eye?
Pecos Patrick," I'll tell you who Dead Eye is! But I shall do it through song. Maestro, if you please.  ♪Oh, Bikini Gulch was a purdy place with sweet water and blue sky. 'Til one day a beast 'come a-riding from the east by the name of Ol' Dead Eye.♪"
Citizens of Dead Eye Gulch," ♪That dirty, no-good Dead Eye!♪"
Pecos Patrick," ♪Oh, he's robbed this town, he's pulled my pants down!♪"
Polene Puff, ♪He made all the pretty girls cry!♪
Western Mr. Krabs, ♪That no-good goon wants my saloon! And me I.O.U's due tomorrow noon! If we don't get some help here real soon...♪
Citizens of Dead Eye Gulch, ♪We'll lose everything we own to Dead Eye! We'd stop him if we weren't too scared to try!♪
Pecos Patrick," ♪And if you think that's funny, let me tell you, sonny, you won't be laughing when you SEE...♪  ♪HIS...♪  ♪BIG...♪  ♪RED...♪  ♪DEAD EYE!♪"
Citizens of Dead Eye Gulch and SpongeBuck, ♪Dead Eye!♪
Dead Eye Plankton, That's me! Dead Eye Plankton!
Pecos Patrick, Ooo...
Hopalong, We just sang a whole song about him!
Dead Eye Plankton," Well, what are you looking at?! "
Pecos Patrick," Aw, again? "
Dead Eye Plankton," Get up you two! I'm here for my... money, Krabs  ."
Western Mr. Krabs,"  What? How am I supposed to keep the deed to me saloon if you keep taking all me mortgage payments? I'm going broke, here! "
Dead Eye Plankton, That's the idea!  I thought we were all clear on that.
Western Mr. Krabs," Oh, yeah. "
Dead Eye Plankton, I'll be back at high noon tomorrow for the deed!
SpongeBuck, Hey! That's not your money!
Dead Eye Plankton," WHO SAID THAT?!  Well, last time I checked, this town was Dead Eye Gulch! Not Yokelburg!  Yokelburg...  Who are you anyway?"
SpongeBuck," I'm SpongeBuck, the new sheriff. Want some chili?"
Dead Eye Plankton, Sheriff!  'Round these parts we call them coffin jockeys!
SpongeBuck, Coffin jockeys!?  You didn't say anything about that!
Dead Eye Plankton,  That must be a new record for running off a sheriff.
SpongeBuck,"  Hope I haven't missed the first post. Whoa, girl! "
Dead Eye Plankton," Where do you get these guys?  All right, kid. I'm going to make it simple for you. I'm a villain, got it?"
SpongeBuck, Uh huh.
Dead Eye Plankton, And this town ain't big enough for the both of us! Understand?
SpongeBuck, Yep.
Dead Eye Plankton," So, vamoose! Or we're going to have to settle this western-style at high noon, savvy?"
SpongeBuck, Sounds great!
Dead Eye Plankton, You have no idea what I'm talking about?
SpongeBuck, Nope.
Dead Eye Plankton,"   And stay out! Hey, only three seconds off my record!  What are you hayseeds looking at?  Get out of here!"
Fish #6," What's gonna happen to the town now, Pa?"
Fish #7, I ain't your pa. 
Dead Eye Plankton, I love this town! 
SpongeBuck," Whoa, gal, whoa! Whoa!  Looks like the end of the trail. We're out of food,  water, and lip balm!  I'm sorry old Paint! Guess I have to put you out your misery! So long old friend! "
Cowbone #1," Hey, buddy, you better be careful. Heat does funny things to your head."
SpongeBuck, It does?
Cowbone #2," Oh, don't listen to that guy, kid! He's looney! "
Pecos Patrick," Oh, hey SpongeBuck! Those guys are a barrel of laughs, huh? But lazy! Anyway, you've got to get back and save the town, sheriff!"
SpongeBuck," I ain't no sheriff. Or fry cook or even coffin jockey, and I'm no match for Dead Eye Plankton! I'm nothing. "
Pecos Patrick," Out west, a man gets right back up on his coffin and faces his problems with the help of his idiot sidekick friend! That's me!  Duhhh... "
SpongeBuck," I don't know,  Okay, okay! I'll do it! Just stop hurtin' me! Besides, you're right! It's time I stepped up and looked him in the eye! So, I'll go back to Dead Eye Gulch, whip Plankton, and save the town at high noon!"
Pecos Patrick," Hop on, buddy!"
SpongeBuck," Thanks, idiot friend! But I don't know how we'll ever get back to Dead Eye Gulch by high noon."
Pecos Patrick, Don't worry. I got a short-cut. He-ya! 
Polene Puff, Why are we going so fast?
Western Mr. Krabs," 'Cause without a sheriff, Dead Eye won't stop until he has the clothes off our backs! "
Dead Eye Plankton,"  Great idea!  Okay, let's see,  personal possessions, clothes off your backs, that should about do it! Look, I'm just going to drop off all my new stuff at the bank. I'll be back at high noon to rub my victory in your face with a little dance. Uh huh, waa-waa! Uh huh, waa-waa!"
Hopalong," I gotta admit, he's got skills."
Dead Eye Plankton," That's right! And when I take the deed to your saloon Krabs, I'll own every building in town! And you'll all have to work for me the rest of your miserable lives!  Swallowed a bug! I hate that. It totally ruins an evil laugh. Yee-how! "
Western Mr. Krabs," So, that's it."
Polene Puff, We lost.
Hopalong, I don't know how it could get any worse. 
SpongeBuck," Hi, guys! I'm back in the nick of time!"
Pecos Patrick, We're heroes!
Hopalong, You're morons!
Polene Puff, It's too late. Plankton's taken everything!
SpongeBuck, But it's only 1155. The final showdown always takes place at high noon.
Polene Puff," Well, I guess the early bird gets the worm."
Hopalong, And all our stuff.
Western Mr. Krabs," And me money! Me beautiful, beautiful money!"
SpongeBuck," You can't give up! Before I came here, I would've given up, too. But in the short 20 minutes I've known you, I've come to love Dead Eye Gulch."
Western Mr. Krabs, Could you get to the point? We're freezing!
SpongeBuck," What I'm a saying is if we all team up together, we can stand up to Dead Eye Plankton, and run him right out of Dead Eye Gulch for good! So, what do you say?"
Western Mr. Krabs," Well, I think we all know the answer."
All," Forget it, SpongeBuck!"
Pecos Patrick," Why are you all standing in your pajamas? No, don't tell me. Oh, I know! You're throwing a slumber party! Pillow fight! "
SpongeBuck, That pillow sure packs a wallop!
Pecos Patrick," It's made out of wood,  like all pillows in the old west. Round 2?"
SpongeBuck, I do believe I'd sit this one out.
Pecos Patrick," Looks like it's just you and me, kid. "
SpongeBuck," Come on, guys! We can do this! If we work together!"
Western Mr. Krabs," No offense, kid. But your advice is as terrible as your chili."
SpongeBuck," I don't blame you for losing faith. I lost faith too. But then, I discovered the love of my new idiot friend. And we've come far. So I'm sure with all of us working together, in idiot friendship, we can beat Dead Eye and save the town! So let's huddle up and make a plan, together! Bzbzbzbzbzb"
