Character,Line
Testikov,"  What, What is it! Oh! Come 
              in. That"
Elaine," Um, yes this is my friend Jerry. He accompanied me, ya 
              know, single"
Jerry," Yes. That's why I where these sneakers, in case of any trouble 
              and "
Testikov," Yeah, Yeah. The sneakers. The Americans and their sneakers.            "
Jerry," Oh! Ramscy&lt;?&gt;, great great book if I my say so sir. 
              I almost read the"
Corinne, What!
Corinne, I'm waitin for two people!
Corinne," Yeah I guess I'd better. Wouldn't want to take any attention 
              away "
Corinne, What ever you say Cro..w-well!
Diane, What's going on over here?
Voice, Is anyone here a marine biologist?
Testikov," Here is the latest draft. I see you next week. Same time, 
              same "
Jerry," It was nice meeting you, real pleasure!"
Elaine," Oh, by the way Mr. Testikov do you remember the other day 
              when we "
Testikov, How could I forget?
Elaine," Well would you believe that it hit actually somebody in 
              the head."
Jerry, Right in the head!
Elaine, Boing!
Testikov, What is that noise!
Elaine," Um ,nothing."
Testikov, What is the noise!
Elaine, Hey that's my purse!
Testikov, A recorder!
Elaine, No that's a radio..
Testikov, You were spying on me!
Elaine, No I wasn't.
Crowd, Come on! Save the whale! Hurry up it's gonna die!
Diane, Save the whale George... for me.
George," So I started to walk into the water. I won't lie to you 
              boys, I "
Elaine," George I was just reading this thing in the papers, it's 
              amazing!"
George, I know I was just telling them the story.
Kramer," Come on George, finish the story."
George," The sea was angry that day my friends, like an old man 
              trying to "
George," I got about fifty-feet out and then suddenly the great 
              beast"
Jerry, Mammal.
George, Whatever. 
Kramer," Well, what did you do next?"
George," Then from out of nowhere a huge title wave lifted, tossed 
              like a cork and I found myself on top of him face to face with the blow-hole. I could barely see from all of the waves crashing down 
              on top of me but I knew something was there so I reached my hand and pulled out the obstruction!"
Kramer, What is that a Titleist? A hole in one eh.
Jerry, Well the crowd most have gone wild!
George," Oh yes they did Jerry they were all over me. It was like 
              Rocky 1. "
Jerry, Wow! What'd she say?
George," She told me to ""Go to hell!"" and I took the bus 
              home."
Jerry, All right lets go.
Elaine, Are you in a bad mood?
Jerry," No, I just got my laundry back."
Elaine, Ohhh! GoldenBoy?
Jerry, He didn't make it. 
Elaine, I'm sorry.
Jerry," This is GoldenBoy's son, BabyBlue."
Kramer, What's with you?
George, Sand. It's everywhere
 ,
AUDREY, Hum! That was really good! 
JERRY, Yeah. Are you full? 
AUDREY," Oh no, I've had just enough. "
JERRY, Here we go... apple pie! Best apple pie in the city. <i></i> Delicious. I'm not waiting for you. Take some. 
AUDREY, No thanks. 
JERRY, You're not gonna have any? 
AUDREY, No <i></i> 
JERRY, Do you not like apple pie? 
AUDREY," No, it's not that. "
JERRY," Well, at least taste it. "
AUDREY, No <i></i> 
JERRY, You won't even taste it? 
AUDREY, No. 
JERRY," Come on, try it! <i></i> 
        A little taste! <i></i> Come on! <i></i>
"
 ,
GEORGE, Did she say why? 
JERRY," No. She wouldn't say anything. She just kept shaking her head 
        like this <i></i> "
GEORGE, Maybe she's diabetic. 
JERRY, No. She carries Entemanns doughnuts in her purse. 
GEORGE, Maybe you said something that offended her. 
JERRY," The only thing I can think of is I told her we should have those 
        moving walkways all over the city. "
GEORGE, Like at the airport? <i></i> 
JERRY, Yeah. 
GEORGE, That's a great idea!!! 
JERRY, Tell me about it! 
GEORGE, We could be zipping all over the place. 
JERRY, They could at least try it. 
GEORGE, They never try anything. 
JERRY, What's the harm? 
GEORGE, No harm! 
JERRY," <i></i> I'm sorry. There's no reason 
        for her not to taste that pie. "
ELAINE, Who wouldn't taste a pie? 
JERRY, Audrey. 
ELAINE, Dump her. 
JERRY," Boy, I never broke up with anyone for not tasting pie??? "
ELAINE," <i></i> I once broke up with someone for not offering 
        me pie. "
JERRY, You did? 
ELAINE," He could be eating a Hero, he wouldn't offer me anything. It's 
        a sickness. "
GEORGE," Well, I can't walk anywhere now. I just gonna be wishing there 
        were walkways. <i></i> What are you doing? 
      "
ELAINE, I got a pebble. 
JERRY," Boy, I never heard of that happening to a woman? "
ELAINE, What the hell does that mean? 
KRAMER," Hey! Elaine. Go Like this. <i></i>
"
ELAINE, What? Why? 
KRAMER, Do it. Do it. This. 
ELAINE, Like... <i></i> Like this? 
KRAMER, Oh yeah! It's you! 
ELAINE, What's me? 
KRAMER," <i></i> There's a clothing store downtown. They 
        got a mannequin in there that looks exactly like Elaine. "
ELAINE, Get out! 
KRAMER," It's uncanny! It's like they chopped off your arms and legs, 
        dipped you in plastic, and screwed you back all together, and stuck you 
        on a pedestal. It's really quite exquisite. "
GEORGE," Kramer, what's the name of the store with the mannequin? "
KRAMER, Rinitze. <i></i> Oh yeah... 
JERRY, <i></i> Uh... may I help you? <i></i> 
KRAMER," It's this itch. I was watching TV without my shirt on, and one 
        my couch cushion didn't have any fabric on it. "
GEORGE," Wait a minute, Rinitze? Don't they have somme really cool suits 
        in there? "
KRAMER, Real Boss! 
ELAINE, I'm going down there. 
GEORGE," I'm gonna go with you. I gotta get a new suit. I got a second 
        interview with MacKenzie, and I think I'm really close. They're all taking 
        me out to lunch on Friday. "
ELAINE," <i></i> Let's go. 
      "
GEORGE, All right. All right. <i></i> 
KRAMER," <i></i> Are you gonna need this? 
      "
JERRY, Keep it. <i></i> 
 ,
ELAINE, It looks exactly like me. 
GEORGE," It's like some pod landed from another planet and took your body. 
        Don't fall asleep Elaine. "
ELAINE, What's going on here? How do you think this happened? 
GEORGE," Whoa, look at this. This is a beautiful suit. Huh? "
ELAINE," You think that could be a coincidence George? Is that possible? 
      "
SALESWOMAN, <i></i> You are perfect for that suit. 
GEORGE, You think so? 
ELAINE," <i></i> Excuse me. Where did this come from? 
      "
SALESWOMAN, I don't know. 
GEORGE, You really think this looks O.K. on me? 
SALESWOMAN, Fabulous. Perfect fit. And it's the last one we have. 
ELAINE, I'm sorry. You can't tell me where the mannequin came from? 
SALESWOMAN," I told you, I don't know. "
ELAINE," <i></i> Well, is there somebody 
        around here I could talk to who would know? "
SALESWOMAN, Why? 
ELAINE, Isn't it obvious? This mannequin looks exactly like me. 
ELAINE," <i></i> Did you just roll your eyes at him? Because let 
        me tell you something, if anobody should be rolling their eyes, it is 
        me at him about you. "
SALESWOMAN," I think maybe you're flattering yourself. That mannquein 
        is wearing a 1200$ Gaultier dress. "
ELAINE," What are you saying, that I'm not good enough for this hideous 
        dress? <i></i> Listen Natasha... I wouldn't be 
        caught dead wearing your crummy little euro-trash rags. <i></i> 
        I'll meet you outside. "
SALESWOMAN, What is her problem? 
GEORGE," Pfft! What can you do? <i></i> 
        Is this the price tag? "
SALESWOMAN, Yes. 
GEORGE," Yes, hello. Party's over. <i></i> "
SALESWOMAN," I'll tell you a little secret. We're having an unadvertised 
        sale starting Friday, that suit will be half-price. "
GEORGE, So you think you can put the suit aside and hold it for me? 
SALESWOMAN," Oh, I'm afraid I could't do that. It wouldn't be fair to 
        the other customers. "
GEORGE," Oh yes, of course, and we have to be fair. <i></i> "
 ,
ELAINE," So, I found out who supplies the mannequins and I called 'em 
        up. "
KRAMER, How did they get your face? 
ELAINE," I don't know. They wouldn't tell me. <i></i> Jerry? Je... 
        Hello? "
JERRY," <i></i> Uh... Excuse 
        me. I couldn't help but notice you offered her a piece of your pie. "
JERRY, And you waved it away. 
JERRY, Did you give her a reason? 
JERRY," You were full. So you gave a reason. You didn't just shake your 
        head. "
JERRY," Exactly. You're not a psycho. You've been very helpful. Thank 
        you very much. Allow me to leave the tip. <i></i> Well, I think we proven who the psycho is. "
ELAINE, We certainly have. 
KRAMER," Hey, Elaine scratch my back. "
ELAINE, No way! 
KRAMER," Come on, one lap around. "
ELAINE, No. 
KRAMER, It will be a funky adventure. 
ELAINE," Kramer, forget it. "
KRAMER," Jerry, how about you? "
JERRY, I think you know my policy. 
KRAMER, I'm going home to spatula. <i></i> 
ELAINE, I thought George was meeting us here? 
JERRY, No he's going downtown to guard the suit. 
ELAINE, He's guarding a suit? 
KRAMER," Madam, I pray you're not toying with me. <i></i> Whoa. "
OLIVE, Turn around. 
KRAMER," Oh, all right. <i></i> "
 ,
SALESWOMAN, <i></i> It fits you perfectly. 
BOB, You think so? <i></i> 
GEORGE," <i></i> What's this? Can't I leave this place for a 
        second? <i></i> Can I help you? "
BOB, I'm buying the suit. 
GEORGE," No, no, no, this suit is not for sale. <i></i> "
BOB," Excuse me, do you work here? "
GEORGE, <i></i> No. 
BOB, Then what the hell business is it of yours? 
GEORGE," Look, I'm doing you a favor. They're having an unadvertised sale. 
        This suit is gonna be half-priced starting ... Monday. "
BOB, Really? This Monday? 
GEORGE, Yes. Now take off those pants. 
SALESWOMAN," Actually, the unadvertised sale starts on Friday. "
BOB," Friday? Thanks. <i></i>
"
GEORGE," <i></i> You know honey for an unadvertised 
        sale, you're doing a lot of yapping about it. "
 ,
JERRY," I can't beleive your father owns this place. So how are the desserts 
        here? "
AUDREY, Everything is delicious. 
JERRY, You've tasted them? 
AUDREY," Um-hmm, I think almost all of them. "
JERRY, Oh I see they have apple pie. 
AUDREY, Mmm-hmm. 
JERRY, You've had the apple pie? 
AUDREY, Many times. 
JERRY," Audrey, I got to be honest with you. I'm a very curious guy. It's 
        my nature. I need to know things. Not tasting the apple pie the other 
        day, I can't get past it. You obviously like pies. You carry doughnuts 
        in your bag, you're not averse to pastry. Surely you could see how such 
        a thing would prey on my mind. "
AUDREY, Can we drop this? 
JERRY, <i></i> Why can't I know? 
AUDREY, Ah! Poppie. 
POPPIE," Sweetheart, hello. "
AUDREY," Poppie, this is Jerry. "
POPPIE, Welcome <i></i> 
JERRY, Hello Poppie. 
POPPIE," Don't fill up on the bread. I'm making you a very special dinner. 
        Very special. <i></i> "
JERRY," The pies. I'm going to the bathroom. You know. <i></i>
"
POPPIE," Ah, Jerry! Tonight you in for a real treat. I'm personnaly going 
        to prepare the dinner for you and my Audrey. "
AUDREY, Jerry are you OK? 
JERRY, Huh? 
AUDREY, Is anything wrong? 
JERRY," No, Nothing. "
AUDREY, You look like you've seen a ghost. 
 ,
OLIVE, <i></i> I'll see you tomorrow. 
KRAMER, Hey. These are for you Olive. 
OLIVE, Thank you. 
KRAMER, Ohh! 
 ,
POPPIE, Here it is. 
AUDREY," Wait till you taste this. <i></i> Poppie, this is perfect. 
      "
POPPIE, <i></i> Well? 
AUDREY, Jerry have some. 
AUDREY, You're not gonna taste it? 
AUDREY, Jerry. 
 ,
JERRY, So she tought I did it to get back at her 
GEORGE, Why didn't you just tell her? 
JERRY," I don't think that's the kind of thing you wanna hear about your 
        father. But I'll tell you when he came out of that bathroom and he was 
        kneading that dough, it was a wild scene. "
GEORGE, How could he not have washed? 
JERRY," Even if you're not gonna soap up, at least pretend for my benefit. 
        Turn the water on, do something. "
GEORGE," Yeah, just like I do. "
JERRY," You know a chef who doesn't wash is like a cop who steals. It's 
        a cry for help, he wants to get caught. "
GEORGE," Well, I think Poppie's got some problems. There's a whole other 
        thing going on with Poppie. So how did you leave ti? "
JERRY, We haven't spoken. 
KRAMER," Well, I'm not gonna need this anymore. I got Olive. <i></i> "
GEORGE, Olive? 
KRAMER," Yeah. My lady friend down at Monks. You guys ought to see the 
        way she works her nails across my back. Ohh! She's a maestro. The crisscross. 
        The figure eight, strummin' the ol' banjo, and this wild, savage free-for-all 
        where anything can happen. "
GEORGE," I got to get downtown and buy that suit. The store opens in twenty 
        minutes. "
KRAMER, Is that Elaine mannequin still there? 
GEORGE," Yeah. The last time I saw her, she was naked. "
JERRY," Yeah, and Poppie's got problems... "
 ,
BOB, Where is it? Where is it? 
GEORGE," <i></i> Well, 
        look at this. <i></i> This doesn't belong here! Someone has 
        made a terrible mistake. "
BOB, You bastard! You hid the suit. 
GEORGE," Hid? I have no idea how this suit got misplaced. Nevertheless, 
        I do believe I shall purchase it. "
BOB," I hope you rot in that suit. I'm gonna get you for this. I don't 
        know how, but I'm gonna get you. You are going to pay! "
GEORGE," Oh, I'll pay. Half-price. Arrivederci my fellow 40-short. "
 ,
ELAINE," So I made a little list of people who might've made the mannequin. 
        You know, possible suspects. "
JERRY," Yeah, all right. Go ahead. <i></i> "
ELAINE," There's this blind guy at a party I was at, and he felt my face 
        for a really long time. You know, to see what I looked like. He almost 
        put his finger up my nose. "
JERRY," Hum... ok, what else you got? "
ELAINE," OK, I'm not gonna tell you the rest of the list. "
JERRY," Oh, because I didn't think the blind guy did it? "
ELAINE, Because you have an attitude. 
JERRY, Georgio! Nice duds! 
GEORGE," You're telling me. <i></i> So, what do you think? "
JERRY, Did you hear something? 
ELAINE," Yeah, like a swoosh. "
JERRY, Yeah. 
ELAINE," It must be the fabric. It's rubbing between you thighs when you 
        walk. That's what's making that swooshy sound. "
GEORGE," I probably didn't hear it on the way over because of the street 
        noise. <i></i> This is no good! I got to meet these guys from 
        MacKenzie for lunch in half an hour! "
JERRY, So what? What would they care? 
GEORGE," This MacKenzie, he's a bit of a nut. Someone told me he fired 
        the last guy because his nose whistled when he breathed. "
JERRY," So you think you're not gonna get the job because your pants make 
        a noise? "
GEORGE," Let's say it comes down to me and one other guy. He's got a nice 
        quiet suit, and I'm whooshing all over the place! Who do you think he's 
        gonna hire? "
JERRY," You know, I think all these interviews are making you nuts. "
KRAMER," Hey Jerry, I saw your girlfriend was in here before. "
JERRY, Audrey? 
KRAMER," Yep. Sat down, had herself a piece of pie. "
JERRY, Was it apple? 
KRAMER, What else? 
JERRY, This woman is bending my mind into a pretzel! 
STRANGER, Do I know you? 
ELAINE, Hmm... No you don't. 
STRANGER," Yeah! You were wearing a G-string and one of those bras with 
        points. "
ELAINE, The mannequin! 
JERRY," Oh, I got to see this thing. "
 ,
JERRY," Boy, the resemblance is uncanny. "
ELAINE," You think you can pose me however you want? That's my ass in 
        your window! "
SALESWOMAN," It's our store and our mannequin, we can do whatever we want 
        with it. "
ELAINE," No! You take down that mannequin right now, or I'm pressing charges. 
        <i></i> Yes, this is my attorney. "
SALESWOMAN, <i></i> Yeah? What law am I breaking? 
JERRY," Well, I believe there's some legal precedent - Winchell vs. Mahoney, 
      "
ELAINE, Uh-huh 
JERRY, The Charlie Macarthy hearings. 
ELAINE, Uh-huh. Are you taking this down? 
SALESWOMAN, I'm getting the manager. <i></i> 
ELAINE, Jerry get the car. <i></i> 
JERRY, What are you doing? 
ELAINE, Just get the car! 
JERRY," Elaine, as your legal counsel I must advise against this. "
 ,
JERRY," I don't know about you, but I'm getting a hankering for some doublemint 
        gum. I'm dropping you off at work, right? "
ELAINE, Where are you going? 
JERRY, Poppie's 
 ,
MACKENZIE," Thanks for meeting me down here George. My office is out of 
        control, <i></i> phones ringing, people 
        running in and out. <i></i> 
        Did you hear something? "
GEORGE," No, I didn't hear anything. "
MACKENZIE," Huh, that's strange. <i></i> It's 
        quieter here. We can concentrate without people wooshing around... <i></i> That sound again. Sure you didn't hear anything? 
      "
GEORGE," No, can't say as I did. "
MACKENZIE, Kind of like a... rustling. 
GEORGE, Could be the leaves... 
 ,
AUDREY," That's right. Poppie's on 77th. Ok we'll see you at 800. Bye-bye. 
      "
JERRY, Hello. 
AUDREY, What are you doing here? 
JERRY, So how was the pie? 
AUDREY, What pie? 
JERRY, The apple pie you had today at Monks 
AUDREY, I'm very busy here. 
JERRY," Pretty good, wasn'it? I told you you should've tasted it. "
AUDREY, You better not let Poppie see you here. 
AUDREY," Uh, who are you? "
JERRY," Oh, about the... uh <i></i> "
POPPIE, I'm Poppie. 
POPPIE, What's the problem? 
AUDREY, What do they want from Poppie? 
JERRY," Well, Poppie's a little sloppy. "
 ,
MACKENZIE, You taught I'd care about your pants wooshing? 
GEORGE, I heard the last guy got fired because his nose whislted. 
MACKENZIE," No, no, no. He got fired because he wasn't a team player. 
        That's something we don't joke about at MacKenzie. You'll find we're team 
        here George. We don't tolerate dissent. If you want to go your own way, 
        you're in the wrong place. "
GEORGE, No problem there. Conformity is an obsession with me. 
WAITER, Chocolate cream pie. Compliments of the house. 
MACKENZIE, Oh! Hope you saved room for dessert. 
WAITER," <i></i> The chef said that he made it special for 
        you. "
GEORGE, Oh... <i></i> 
MACKENZIE," Mmm.. Best pie I've ever tasted. Take a bite George. <i></i> Well, take a bite. It's delicious. 
        <i></i> I insist. <i></i> "
BUSINESSMAN," If you're one of us, you'll take a bite. "
 ,
JERRY, So you didn't get the job. 
GEORGE," No. But I was the only one at the table that didn't get violently 
        ill. "
JERRY," Kramer, you can't keep avoiding her like this, you're gonna have 
        to say something. "
KRAMER, What am I supposed to say? 
JERRY, Tell her you lost your itch. 
GEORGE, What happened to your itch? 
KRAMER," I lost it two days ago. I've been faking it so I wouldn't hurt 
        her feelings. "
JERRY, Well you should tell her. 
KRAMER," I'll let her down easy. All right. <i></i> Well, hi Olive. <i></i> No, 
        no. No more of that. There's something I have to tell you. "
OLIVE, What? 
KRAMER," Uh, well, there's someone else. "
OLIVE, Someone else? 
KRAMER," Yeah, yeah, yeah... "
OLIVE, Who is she? 
KRAMER," Her. <i></i>
"
OLIVE, her? 
KRAMER," Yeah, there she is. That's my gal. "
OLIVE," You're a liar. I've seen her in here before. She's not your girlfriend. 
      "
KRAMER," Now Olive, look, I'm sorry. "
OLIVE, Why is she wearing her underwear? 
KRAMER," Well, it's a style. <i></i> Jerry give me 
        the keys. <i></i> Well, I guess we're 
        gonna go for a drive now. She really loves that. "
GEORGE, Did you ever solve the riddle of the pie? 
JERRY," No. That's one for the ages. But I think they're gonna put Poppie 
        away for a long long time. "
ELAINE," You guys are not gonna believe this. I just got a letter from 
        a friend of mine in Chicago who's shopping, and she said she saw a mannequin 
        that looked just like me. What if there're more. Where are they coming 
        from? "
 ,
RICKY, TR-6? I prefer to think of her as... Elaine. 
TOBY," A coffee table book about coffee tables! &lt;To Kramer&gt; How 
        did you come up with this idea?"
KRAMER, It was there!
TOBY," Oh, look at this one! It's saying, 'I'm a coffee table, put some 
        coffee on me! Oh, the hotter the better, that's what I'm here for!' &lt;laughs&gt;"
ELAINE," Actually, I've got some work I gotta do, so..."
KRAMER," Hey, how about if the book came with these little fold-out legs...so 
        the book itself becomes a coffee table?"
TOBY," Ohhh, that is a great idea! Really, really great!"
JERRY," Yeah, that's real interesting. Elaine, listen, tell me if you 
        think this is funny - &lt;reads comedy he's written&gt; ""Men definitely 
        hit the remote more than women...men don't care what's on TV, men only 
        care <i>what else</i> is on TV. Women want to see what the show is before 
        they change the channel, because men hunt and women nest."""
JERRY," You don't know? Come on, that's gold!"
ELAINE," Well, I don't know about ""gold."""
JERRY," Oh, that's gold, baby."
ELAINE," 'Baby'? What, are you doing George now?"
JERRY, I was saying 'baby' way before George!
ELAINE," Well, I don't know, don't ask me any more questions about jokes, 
        Jerry, it puts too much pressure on me."
JERRY," Well, this guy Leonard Christian's gonna be there tomorrow night."
ELAINE," Yeah, who's he?"
JERRY," He's a writer from <i>Entertainment Weekly</i>. I would like to 
        have a good show."
KRAMER," Danke schoen, my little dumplings."
ELAINE, Hi.
ELAINE," Yeah, how about her?"
KRAMER," Ooh, she's a package full of energy!"
ELAINE," Yeah, she's a package full of something."
KRAMER," And that something is life. Jerry, you gotta meet this gal - 
        she's brimmin' with positivity!"
JERRY, Yeah.
KRAMER," Great, I'm gonna bring Toby."
JERRY," Well, you better laugh 'cause I'm being reviewed. Leonard Christian's 
        gonna be there."
KRAMER," Oh, she's a great laugher - right, Elaine?"
ELAINE," Oh yeah, she's a great laugher, Jerry. &lt;imitates Toby&gt; 
        Really, really great!"
KRAMER, Is that the waitress from the comedy club?
JERRY, Yeah.
ELAINE," What about her kid, is she bringing him, too?"
KRAMER, She's got a kid?
JERRY," Yeah, you should see George get along with this kid!"
GEORGE," Ow! What are you doing under there? Hey, stop that! Don't eat 
        that! That's not food! &lt;to Robin&gt; He's suckin' down Equal packets!"
ROBIN, Do you think 25 kids is too much?
GEORGE," 25 kids for his birthday party? &lt;to kid under table&gt; Don't 
        put your tongue on the floor! He's putting his tongue on the floor! Here, 
        here, have some more sugar packets."
ROBIN," So, what about entertainment? &lt;to kid&gt; Should I get Barney?"
KID, No Barney!
GEORGE, How about Bozo?
KID, Who's Bozo?
GEORGE," Who's Bozo? Bozo the Clown, that's who Bozo is. When I was a 
        kid, Bozo the Clown was <i>the</i> clown, bar none. "
ROBIN, George...
GEORGE," With the orange hair, and the big clown shirt with the ruffles..."
ROBIN, George...
GEORGE, And the TV show! He had cartoons!
ROBIN," George! Forget Bozo, George. Bozo's out. He's finished. It's over 
        for Bozo."
GEORGE," You know, when I was a kid, we didn't have these elaborate birthday 
        parties with catered food and entertainment. I remember my 7th birthday 
        party..."
<i>FRANK," Blow out the candles! Blow out the candles, I said! Blow out 
        the damn candles!</i>"
<i>ESTELLE," Stop it, Frank! You're killing him!</i>"
ROBIN," Well, this time, you can blow out the candles."
GEORGE," Nah, I have asthma. &lt;Robin's kid grabs George's leg from under 
        the table, and George struggles.&gt;"
TOBY, Hi!
TOBY, How are you doing today?
ELAINE," Fine... &lt;Toby sits and waits for Elaine to speak.&gt; How 
        are you?"
TOBY," Oh, I'm great! Just great. Really great! Oh, hey - did you hear 
        about Bob Rosen?"
ELAINE, Nope.
TOBY, He is going to Knopp. He is going to be a vice president.
ELAINE," Knopp? Really? Boy. That means there's an opening here for senior 
        editor...has Lippman, uh, hired anyone?"
TOBY, No. I hear he wants to promote someone in-house. 
ELAINE, Really!
TOBY, Maybe it'll be you!
ELAINE, Oh...well...
TOBY," You really deserve it. I mean, you have experience, seniority...Lippman 
        really respects your opinion..."
TOBY, No...
ELAINE," No, really."
TOBY," Boy, wouldn't that be exciting! "
ELAINE," I mean, stranger things have happened..."
TOBY, Wow! Me! A senior editor! &lt;deadly serious&gt; I'd like that.
ELAINE," Well, you shouldn't get your hopes up, Toby."
TOBY," Well, it's a possibility, like you said! Stranger things have happened! 
        Thank you, Elaine. Thank you. &lt;Exits.&gt;"
JERRY," Hey, Ronnie. &lt;To bartender&gt; Can I have a club soda? &lt;To 
        Ronnie&gt; Goin' on tonight?"
RONNIE, Yeah. You?
JERRY, Yeah.
RONNIE, You know Leonard Christian's here?
JERRY," Yeah, I know."
RONNIE, Can I ask you something? Are my nostrils getting bigger?
JERRY, I don't...think so.
RONNIE, Are you sure? Take a good look. They seem a little bigger?
JERRY, I don't...I dunno.
RONNIE, Is it possible for nostrils to expand? 
JERRY," Oh, is this a bit?"
RONNIE," Hey, I don't do ""bits."" I'm a prop comic. Dammit, I 
        can't find my water gun. I can't go on without my water gun."
KRAMER," Hey, Jerry. Toby, this is Jerry."
TOBY," This is so exciting! Look, I have goosebumps! &lt;To Jerry&gt; 
        Touch! Touch them! &lt;Jerry touches her arm. Toby screeches with excitement.&gt; 
        I've never been to a comedy club before!"
JERRY," Really! You know, a lot of restaurants are serving brewed decaf 
        now, too."
JERRY," Oh, you'll have a good time, I swear."
TOBY," Oh! He swears like he thinks I don't believe him. I believe you. 
        I believe you! Oh, he's so funny! &lt;laughs&gt;"
KRAMER, What about me?
JERRY," Good, good."
JERRY," Yeah, why don't you guys get a table so you'll have good seats?"
TOBY," Oh yeah, we don't want some jerk sitting in front of us, it'll 
        be like, 'Hey, big head, can you move out of the way? I didn't pay a cover 
        charge to stare at your bald spot.' &lt;laughs&gt;"
KRAMER," Alright, so you have a good show, huh buddy?"
JERRY, Yeah.
TOBY," Oh, have a great show. Hey, we'll make sure it's a great show!"
JERRY," O.k., good, I'll see you later. &lt;Kramer and Toby are about 
        to exit. She turns around and clutches Kramer's jacket.&gt;"
TOBY," Oh, he's so great! This is so great! I'm so excited!"
JERRY, Men definitely hit the remote button more than women...
JERRY," Yes, yeah...see, men don't care what's on TV, men only care <i>what 
        else</i> is on TV."
TOBY," Yes! Yes! Right on! Right on! &lt;Other audience members give her 
        puzzled looks.&gt;"
TOBY," Oh, that is so true, yes!"
JERRY, ...that's why men hunt and women nest.
TOBY," BOO! BOO! Hiss! Boo! &lt;Toby's obnoxious behavior causes Jerry 
        to completely lose his place and mess up his act.&gt;"
JERRY," Hey, what's the deal? What was goin' on there? I invite you down 
        here, I have an important show, and she heckles me?!"
KRAMER," Look, she didn't mean anything."
JERRY," Well, what is the matter with her? Is she crazy?!"
KRAMER," She's just being enthusiastic, that's all!"
JERRY, Hey! What is wrong with you?!
TOBY, Me? Nothing's wrong with me.
JERRY," You boo me?! You hiss?! You didn't stop blathering throughout 
        the whole set!"
TOBY," Oh, come on! I thought you're a pro! That's part of the show."
JERRY," No! Not part of the show! Booing and hissing are not part of the 
        show! You boo puppets! You hiss villains in silent movies!"
TOBY," Well, that's the way I express myself. How are you gonna make it 
        in this business if you can't take it?"
JERRY," Oh, I can take it."
RONNIE," Hey, man. Good set."
GEORGE, Bozo? 
ERIC, No.
GEORGE, B-O-Z-O? 
ERIC," Sorry, I..."
GEORGE, You've never heard of Bozo the Clown?
ERIC, No!
GEORGE, How could you not know who Bozo the Clown is?
ERIC," I don't know, I just don't."
GEORGE, How can you call yourself a clown and not know who Bozo is?
ERIC," Hey, man - what are you hassling me for? This is just a gig, it's 
        not my life. I don't know who Bozo is, what - is he a clown?"
GEORGE," Is he a clown? What, are you kidding me!?"
ERIC," Well, what is he?"
GEORGE," Yes, he's a clown!"
ERIC," Alright, so what's the big deal! There's millions of clowns!"
GEORGE," Alright, just forget it."
ERIC," Me forget it? You should forget it! You're livin' in the past, 
        man! You're hung up on some clown from the <i>sixties</i>, man!"
GEORGE," Alright, very good, very good...go fold your little balloon animals, 
        Eric. Eric! What kind of name is that for a clown, huh?"
GEORGE," Well, I do what I can. &lt;Robin comes over.&gt;"
ROBIN," Hi Mom, how's everything?"
ROBIN, The burgers should be ready in a minute.
GEORGE," Ah, great, great. &lt;sniffs&gt; What's that smell? Smoke? &lt;walks 
        to the kitchen&gt; Hey everybody, I think I smell some smoke back here...&lt;smoke 
        boils into the doorway.&gt; FIRE! FIRE! Get out of the way!"
ERIC," There he is! That's him! &lt;Tries to clobber George with his big 
        shoe.&gt;"
ROBIN," But you yelled ""get out of my way""!"
GEORGE," Because! Because, as the leader...if I die...then all hope is 
        lost! Who would lead? The clown? Instead of castigating me, you should 
        all be thanking me. What kind of a topsy-turvy world do we live in, where 
        heroes are cast as villains? Brave men as cowards?"
ROBIN," But I saw you push the women and children out of the way in a 
        mad panic! I saw you knock them down! And when you ran out, you left everyone 
        behind!"
GEORGE," Seemingly. Seemingly, to the untrained eye, I can fully understand 
        how you got that impression. What looked like pushing...what looked like 
        knocking down...was a safety precaution! In a fire, you stay close to 
        the ground, am I right? And when I ran out that door, I was not leaving 
        anyone behind! Oh, quite the contrary! I risked my life making sure that 
        exit was clear. Any other questions?"
FIREMAN, How do you live with yourself?
GEORGE, Its not easy.
GEORGE, So she doesn't want to see me anymore.
JERRY," Did you knock her over too, or just the kids?"
GEORGE," No, her too. And her mother."
JERRY, Really? Her mother.
GEORGE," Yeah. I may have stepped on her arm, too, I don't know."
JERRY, You probably couldn't see because of the smoke.
GEORGE, Yeah. But it was somebody's arm.
JERRY," So you feel ""women and children first,"" in this day 
        and age, is somewhat of an antiquated notion."
GEORGE, To some degree.
JERRY," So basically, it's every man, woman, child, and invalid for themselves."
GEORGE, In a manner of speaking.
JERRY," Well, it's honest."
GEORGE," Yeah. She should be commending me for treating everyone like 
        equals."
JERRY," Well, perhaps when she's released from the burn center, she'll 
        see things differently."
GEORGE, Perhaps.
JERRY," So, what was the fire? Just a couple of greasy hamburgers?"
GEORGE, Yeah. Eric the Clown put it out with his big shoe.
JERRY," By the way, did you see this? &lt;Hands George a magazine&gt;"
GEORGE, What's that?
JERRY," It's the Leonard Christian article about my show. Plus my gig 
        in Miami got cancelled, I betcha it's because of the article."
GEORGE," Wow, he really does a number on you. &lt;reads&gt; ""Seinfeld 
        froze like a deer in the headlights in the face of incessant heckling."""
JERRY, I should have let her have it! I held back because of Kramer.
GEORGE," You know what you oughta do. You should go to her office and 
        heckle her. "
JERRY," Yeah, right."
