"Season","Episode","Character","Line"
"1","10","Stan","Phew! You stink, new kid. You smell like a fart.
"
"1","10","Kyle","Hey, you just got here, Chef!
"
"1","10","Cartman","Yeah. Come on in and join the party. 
"
"1","10","Cartman","YOU WERE SUPPOSED TO GET ME THE RED MEGA MAN, EH! NOW I CAN'T MAKE THE ULTRA MEGA MEGA MAN, YOU DIRTY CHEAP-ASS PIECE OF CRAP! 
"
"1","10","Stan","Whoa, dude, you need to mellow out!
"
"1","10","Cartman","Take your stupid Ants In The Pants with you! 
"
"1","10","Kyle","Somebody bet on you, Jesus. You said yourself that one person still had money on you.
"
"1","10","Kyle","Hmmm.
"
"1","10","Mr. Garrison","Hey, he isn't hurt. He took a dive, he threw the fight!
"
"1","11","Stan","Yeu-bluuuch. 
"
"1","11","Mr. Garrison","Oh, that's not bad.
"
"1","11","Stan","No.
"
"1","11","Kyle","My laundry detergent?
"
"1","11","Stan","That's not Kyle's...
"
"1","11","Cartman","I'm not kissing ass, you stupid slut! 
"
"1","11","Stan","Ploozer gift, ploozer gift.
"
"1","11","Kyle","Where's your present, Cartman?
"
"1","11","Kyle","Dude! I aced that test! I'm gonna win that dinner with Ms. Ellen!
"
"1","11","Stan","No you're not! I don't think I missed any!
"
"1","11","Cartman","Hey Wendy, seriously, you need to stop with this whole jealousy thing!
"
"1","11","Kyle","Yeah, you're not a lesbian, fatass.
"
"1","11","Mr. Garrison","Well?
"
"1","11","Kyle","And I got these killer Birken-stocks.
"
"1","11","Cartman","This is a bunch of crap! I've been licking this carpet for three hours and I still don't feel like a lesbian!
"
"1","11","Mr. Garrison","Hi, Mrs. Campbell.
"
"1","11","Mr. Garrison","Wow, Mr. Hat. Having a nose job is even better than I thought. There's a whole world of opportunity opening up in front of us.
"
"1","11","Mr. Garrison","Hello there, children! 
"
"1","11","Mr. Garrison","It's strange, but suddenly I feel really confident about myself, and I've decided to quit teaching, and do what I've always dreamed of doing: hang out and screw hot chicks.
"
"1","11","Mr. Garrison","A few hundred?
"
"1","11","Mr. Garrison","What the...?  Whoa-hey-way-wait-aaah.  Aaaah. Mr. Hat! Save yourself! 
"
"1","11","Kyle","Cartman, are you still trying to become a lesbian?!
"
"1","11","Kyle","Wendy! You didn't!
"
"1","12","Kyle","Whoa. Check it out, dude.  It's got little drawings on it.
"
"1","12","Stan","What is it?
"
"1","12","Kyle","You threw it away, Cartman! It's mine now.
"
"1","12","Kyle","You threw it away, fatso!
"
"1","12","Cartman","Come on, let me kick you in the nuts for it! 
"
"1","12","Cartman","Screw you, triangle thief!
"
"1","12","Cartman","Oh I'll find it, don't worry!  God - dammit, give me my triangle, Kyle, seriously.
"
"1","12","Kyle","I didn't steal anything.
"
"1","12","Stan","...so?
"
"1","12","Stan","Oh, so you're really famous and important but you don't know John Elway!
"
"1","12","Stan","Whoa, dude!
"
"1","12","Cartman","Hell, yeah I do, I got the triangle.I got the triangle, I got the triangle, dee dun dee dun
"
"1","12","Cartman","No, not when money is involved, stupid! 
"
"1","12","Cartman","I don't remember.
"
"1","12","Kyle","Aagh! For Christ's sake, Cartman, when was the last time you changed your socks?
"
"1","12","Cartman","Yes! She stole my triangle!
"
"1","12","Kyle","Whoa, that was cool!
"
"1","12","Mr. Garrison","We're doomed! Good-bye, Mr. Hat.
"
"1","12","Kyle","Dammit Cartman, don't you ever learn anything?! 
"
"1","13","Stan","In the backyard?
"
"1","13","Cartman","Would you like some more tea, Polly Prissy Pants?
"
"1","13","Cartman","Why, thank you, Polly Prissy Pants. How nice of you. 
"
"1","13","Kyle","Woo-whataya mean?
"
"1","13","Cartman","You know how my friend Stan, has... a dad?
"
"1","13","Cartman","I want to know where I came from.
"
"1","13","Cartman","Well. To think all this time I'm actually a Naive American.
"
"1","13","Stan","Aaawww.
"
"1","13","Kyle","Yeah. He's almost as bad as that guy on Full House.
"
"1","13","Stan","Cartman? What the hell are you doing dresed up like an Indian with a bear necklace?
"
"1","13","Cartman","Naive American, Stan, and the bear is very important to my people. 
"
"1","13","Stan","Go ahead, dude. 
"
"1","13","Kyle","Wow, I wish we had a stupidest home video. 
"
"1","13","Cartman","Oh my God! I'm a black African American!
"
"1","13","Kyle","If we win, we can buy a new go-cart that actually runs.
"
"1","13","Stan","Shhh! Here comes Cartman.
"
"1","13","Cartman","'S up, homies? 
"
"1","13","Cartman","Gee, that's kewl. 
"
"1","13","Kyle","We're gonna win $10,000! 
"
"1","13","Stan","Man! Cartman's gonna be famous! 
"
"1","13","Stan","Dude! I can't wait to win that $10,000 on America's Stupidest Home Videos. I'm gonna buy the coolest go-cart ever.
"
"1","13","Kyle","Dude. What the hell is wrong with you?
"
"1","13","Kyle","Uuuh, Cartman. We know how you can get $3000.
"
"1","13","Stan","Uuh, you'll see.
"
"1","13","Stan","Oh my God, they videotaped killing Kenny!
"
"2","2","Cartman","You've got to be kidding me!
"
"2","2","Kyle","What's a Meredith Baxter-Birney memorial towel?
"
"2","2","Kyle","Man, it's really starting to snow.  I hope they don't close the roads.
"
"2","2","Kyle","I'm sailing away
"
"2","2","Stan","Oogh.
"
"2","2","Stan","I'm gotta get outta here!
"
"2","2","Cartman","Wake up, you son of a bitch!
"
"2","2","Kyle","Hey, Cartman.
"
"2","2","Stan","Oh, weak. 
"
"2","2","Cartman","...Some happy, some sad; I think of childhood friends and the dreams we had
We lived happily forever, so the--
"
"2","2","Stan","Oh boy.  Bleech! 
"
"2","2","Cartman","Go, Kenny!
"
"2","2","Kyle","You bastard! 
"
"2","2","Kyle","I don't know. Let's find out.
"
"2","3","Stan","If we read, are we gonna become like that guy?
"
"2","3","Stan","No, we just fake it to shut him up.
"
"2","3","Cartman","10-4, sergeant! 
"
"2","3","Stan","I.
"
"2","3","Cartman","I clocked you at 40 miles an hour back there. Do you know what the speed limit is heawh?
"
"2","3","Cartman","Ey! I am a cop, and you will respect my authoritah!
"
"2","3","Kyle","It says, ""Read Teetle the Timid Ta-- Taa-- The Taxi--"" What's this word?
"
"2","3","Stan","I dunno.
"
"2","3","Kyle","Yeah, maybe you read it wrong.
"
"2","3","Kyle","Whoa, dude! It's the bookmobile driver!
"
"2","3","Cartman","Ooohhhh.
"
"2","3","Cartman","Ey, that's what I've been saying all along, you guys.
"
"2","4","Kyle","We won't let it happen again, Mr. Mackey, m'kay? 
"
"2","4","Cartman","Okay?
"
"2","4","Kyle","I don't know. But there's gonna be lots of food, and a band.
"
"2","4","Stan","Sorry, Mr. Mackey, m'kay?
"
"2","4","Kyle","Why bad?
"
"2","4","Kyle","Because they're an addictive solution to a greater problem, causing disease of both body and mind with consequences far outweighing their supposed benefits.
"
"2","4","Stan","Ahhh, bicycles?
"
"2","4","Cartman","Ham?
"
"2","4","Kyle","Your heart?
"
"2","4","Stan","Your eyes? 
"
"2","4","Kyle","Stop who?
"
"2","4","Stan","Dude! I found out what a bris is! I found out what they're gonna do to Ike!
"
"2","4","Kyle","AAAAAGGGGGHHHHH!!!!! 
"
"2","4","Kyle","I can't believe my parents are cannibals!
"
"2","4","Stan","What are you goin' to do, dude?
"
"2","4","Kyle","I'm making a dummy Ike doll. My parents think he's out with me right now, and I have to bring him back for dinner.
"
"2","4","Stan","Dude, I think you mom's gonna notice that isn't Ike.
"
"2","4","Stan","Come on, dude. If it were your little brother, we'd help you. 
"
"2","4","Cartman","Eech.  Wait a minute! No, you wouldn't!
"
"2","4","Stan","Dude, you shouldn't have told them that. Now they're gonna find him and cut off his penis!
"
"2","4","Cartman","Fireman!
"
"2","4","Kyle","You bastards! 
"
"2","4","Mr. Garrison","Yeah, and now we're gonna make sure you get the help you need.
"
"2","5","Kyle","Here, Pip, you throw. 
"
"2","5","Kyle","Ow, my nose! You broke my nose!
"
"2","5","Kyle","Oh-- Noooo!
"
"2","5","Stan","AGGGGGGHHHHHH!
"
"2","5","Cartman","AGGHHH! Let me live! AGGGHHH!
"
"2","5","Stan","No! I have to get it out!
"
"2","5","Stan","Aw, do we have to?
"
"2","5","Cartman","Yeah, and if you don't, you're a big dumbass European hippie piece of crap. 
"
"2","5","Kyle","Wow, that was easy.
"
"2","5","Cartman","So, Captain Ahab has to get his whale, huh? 
"
"2","5","Kyle","Yeah, you're from China.
"
"2","5","Kyle","Agghh!
"
"2","5","Stan","Dude, it's the freak nurse!
"
"2","5","Cartman","Holy crap!
"
"2","5","Kyle","Hey, you know, that nurse is actually pretty cool.
"
"2","5","Stan","Yeah, maybe that dead fetus makes her smarter.
"
"2","5","Cartman","I love you guys.  Ah, screw you guys(!)
"
"2","6","Kyle","Mr. Garrison, were you in Vietnam?
"
"2","6","Mr. Garrison","Stanley, the Vietnam War was war! There weren't galloping steeds or singing birds or log rides.
"
"2","6","Cartman","Totally.
"
"2","6","Kyle","Did you guys ever see that one Brady Bunch where the guy... 
"
"2","6","Kyle","Just do it again, Cartman, and don't make it talk! 
"
"2","6","Stan","Okay. Here we go. Ready? Are you ready, Cartman?
"
"2","6","Cartman","I'm ready, Steven Spielberg! 
"
"2","6","Kyle","'Cause old ladies are fat and you are, too!
"
"2","6","Kyle","Dude, they're gonna look so stupid.
"
"2","6","Stan","We shot all those videos and sent them in.
"
"2","6","Kyle","Aw, come on. Ned's faking it. That frog was just a piece of plastic!
"
"2","6","Stan","Yeah. Come on, Ned. Quit fakin'. 
"
"2","6","Cartman","Ey, get off of him, you fuckin' nutsack!
"
"2","6","Stan","Oh, my God! They've killed Kenny!
"
"2","6","Kyle","Yeah. And we're sorry for turning Ned into a vegetable.
"
"2","7","Cartman","Mmm. It's chocolaty and delightful.
"
"2","7","Cartman","Mmm. I can't possibly finish this whole cake. Oh, yes I can. 
"
"2","7","Kyle","Oh, she would, dude. She would. 
"
"2","7","Stan","I don't think we're in a very safe spot.
"
"2","7","Kyle","We couldn't get trapped here forever, Cartman. We'd die after a couple of days. 
"
"2","7","Stan","Dude!
"
"2","7","Kyle","Yeah, all you have to do is fart some more, Cartman! And the visitors are sure to come!
"
"2","7","Kyle","Fart, damn you!
"
"2","7","Kyle","Don't do it, kid. 
"
"2","7","Stan","Hmm. Maybe Ms. Crabtree did make up that stuff about the big black monster. 
"
"2","7","Stan","Hey, look!
"
"2","7","Mr. Garrison","Leave us. We must finish what we have begun. 
"
"2","7","Stan","But the monster outside couldn't be Mr. Garrison, 'cause Mr. Garrison used a gun.
"
"2","7","Cartman","Oh, yeah.
"
"2","7","Stan","Oh my God! Kenny- killed... death!
"
"2","7","Kyle","Well, who really cares what that monster is outside? As long as we stay on the bus, it can't hurt us. Right? 
"
"2","7","Stan","What?
"
"2","7","Cartman","Remember the time when Fonzie jumped over the buses with his motorcycle?
"
"2","7","Stan","You dumbass, Cartman! That's not the way it happened!
"
"2","7","Kyle","What are we gonna do?
"
"2","7","Kyle","Holy crap, dude!  Hey look! He's got ice cream! 
"
"2","7","Cartman","Aw damn, man. Now I'm missing the new Barnaby Jones.
"
"2","7","Stan","Boy, do I!
"
"2","7","Kyle","Really?
"
"2","7","Stan","Yeah, I dreamt that Cartman dreamt that we were all trapped on a bus, and then he dreamt that we were talking about things that had happened, only they were all wrong, and, and then he and his mother ate beetles.
"
"2","8","Cartman","Eeyy! If you so much as touch Kitty's ass, I'll put firecrackers in your nutsack and blow your balls all over your pants!
"
"2","8","Kyle","Dude! Just 'cause some stupid North Park kid blew his hands off, we don't get to buy M-80s?
"
"2","8","Kyle","Dusty the dirtball
"
"2","8","Stan","Why does everything have to suck so bad in summer?
"
"2","8","Mr. Garrison","Hello, children. How is your summer going?
"
"2","8","Stan","That's good. 
"
"2","8","Stan","Swimming lessons? Dude, that is the lamest thing I've heard heard.
"
"2","8","Cartman","It is not!
"
"2","8","Stan","He's taking swimming lessons.
"
"2","8","Mr. Garrison","Hello?
"
"2","8","Mr. Garrison","Goddammit..! 
"
"2","8","Kyle","I heard you won't even get in the deep end.
"
"2","8","Mr. Garrison","How the fuck should I know? If I knew that, I wouldn't be seein' a fuckin' psychiatrist, would I?
"
"2","8","Mr. Garrison","Are you propositioning me?
"
"2","8","Mr. Garrison","Sometimes he fantasizes about same-sex relations.
"
"2","8","Mr. Garrison","I think you're the loony one in this room.  Serves you right, you gay-bashing homo.
"
"2","9","Cartman","I'm not fat! I just haven't grown into my body yet, skinny bitch!
"
"2","9","Stan","Calm down, tubby.
"
"2","9","Stan","They what?!
"
"2","9","Cartman","Wait, I thought Mr. Hankey only came at Christmastime.
"
"2","9","Cartman","Okay, that does it. Screw you guys, I'm going home. 
"
"2","9","Stan","Hey, dude, these are good!
"
"2","9","Cartman","Yeah, I love these Salty Chocolate Balls, Chef. 
"
"2","9","Kyle","Yeah, we're the Goonies, Cartman. Why don't you pretend like you're the fat kid?
"
"2","9","Cartman","No. 
"
"2","9","Kyle","Aaahh!
"
"2","9","Cartman","Ye-ah, screw those guys. I don't even like them.
"
"2","9","Kyle","They didn't believe me. They thought I was pitching a movie.
"
"2","9","Kyle","Well, you're not gonna last down here either, Mr. Hankey. Now, come on! I'm not gonna let you die!
"
"2","9","Cartman","Who the hell cast Tom Hanks in this?! Tom Hanks can't act his way out of a nutsack!
"
"2","9","Kyle","You guys, we have to hurry!
"
"2","9","Stan","Why?
"
"2","9","Kyle","I want you guys to all meet my friend. 
"
"2","9","Kyle","Nooohohohohohoho-
"
"2","9","Kyle","Yes?
"
"2","9","Kyle","Noo! No!
"
"2","9","Stan","Are you gonna be okay, dude? I'm here for you.
"
"2","9","Kyle","He's back! He's back! 
"
"2","9","Cartman","Selling T-shirts kicks ass!
"
"2","9","Kyle","Behold! Mr. Hankey! 
"
"2","9","Stan","What the hell is he doing?
"
"2","9","Stan","Oh, that's okay Wendy. I forgive you.
"
"2","10","Kyle","Well, all I can say is, he's better have Nintendo.  Well, here's Kenny's house.
"
"2","10","Stan","Catch what?
"
"2","10","Cartman","Pfff..!
"
"2","10","Stan","Well, you sure seem happy about it!
"
"2","10","Cartman","I don't wanna.
"
"2","10","Kyle","Yes. Why?
"
"2","10","Kyle","Aawwww! Hey Dad. Is it true that you and Kenny's dad used to be best friends when you were young?
"
"2","10","Kyle","Gods and clods?
"
"2","10","Stan","I don't wanna watch this! I wanna watch Terrance and Phillip!
"
"2","10","Stan","Homework?! But I'm in the hospital!
"
"2","10","Stan","Weak!
"
"2","10","Kyle","Oh my God!
"
"2","10","Kyle","You sent us over to Kenny's house on purpose! You wanted us to get sick!
"
"2","10","Cartman","""I hope that one day America could be more like Endor, where the Ewoks live. Endor is very cool.""  Mom, answer that! ""They have trees and Ewoks, and barbecues, which is why I like Endor more than America. It's cool."" 
"
"2","10","Kyle","Yeah, dude. Your mom wanted you to have herpes on your face.
"
"2","10","Randy","Wh-where's Stan?
"
"2","10","Randy","Stan?
"
"2","10","Kyle","Are you old Frida?
"
"2","10","Stan","My dad has five dollars on top of his dresser. 
"
"2","10","Kyle","D-hude, this is gonna be so killer. They're all gonna get herpes!
"
"2","10","Stan","Pretty good.
"
"2","11","Stan","Can't we just be like normal third-graders for a little while?
"
"2","11","Cartman","I can sing the Cheesy Poofs song!
"
"2","11","Mr. Garrison","Okay, children, now I'm going to remind you that this is a planetarium, not a Bangkok brothel. Let's behave ourselves.
"
"2","11","Mr. Garrison","Come on, Eric. We're going to the planetarium.
"
"2","11","Cartman","How long is that Chessy Poofs van gonna be outside?
"
"2","11","Cartman","Excuse me, but I do believe that sucked ass!
"
"2","11","Kyle","Did what?
"
"2","11","Kyle","Whoa, dude! Who the hell are you?!
"
"2","11","Mr. Garrison","Oh, great! Well I guess we have to go back!
"
"2","11","Stan","Alright, dude. Mellow out, jeez!
"
"2","11","Mr. Garrison","We've better get him to the nurse's office, stat!
"
"2","11","Mr. Garrison","Was he on the school bus this morning?
"
"2","11","Mr. Garrison","Very good, Kyle.
"
"2","11","Mr. Garrison","They just begged to come back; I couldn't get them to shut up about it.
"
"2","11","Mr. Garrison","I'm just gonna step outside and go weewee.
"
"2","11","Kyle","What do you mean?
"
"2","11","Stan","Come on, we've gotta get out of here before something bad happens.
"
"2","11","Cartman","Hey, look! They're giving away bread outside!
"
"2","11","Stan","Mr. Garrison, we think that the planetarium guy is-
"
"2","11","Cartman","I'm not pickin' it ma! God damn it, I have an itch! 
"
"2","11","Cartman","I love Cheesy Poofs-
"
"2","11","Cartman","I love Cheesy Poofs, you love Chee-
"
"2","11","Kyle","Cartman! You saved us! 
"
"2","11","Stan","Oh my God! Dr. Adams!
"
"2","12","Stan","No, you don't!
"
"2","12","Cartman","--special armor, that's impenetrable to American bullets.
"
"2","12","Kyle","Well? Now what are we going to do?
"
"2","12","Stan","Huh-I dunno.
"
"2","12","Stan","But dude, I don't have a clubhouse.
"
"2","12","Stan","Truth or Dare? Wow.  Come on, Kyle. We've got work to do.
"
"2","12","Stan","Hey, Dad, we need to build a clubhouse.
"
"2","12","Randy","Uh, you just get a hammer and some wood. What? Uh some girls wanna play Truth or Dare or something?
"
"2","12","Randy","Yeah, Stanley, you should know better.
"
"2","12","Randy","Whatever.
"
"2","12","Randy","Hey, back off, cunt!
"
"2","12","Stan","This is a sweet spot for a clubhouse.
"
"2","12","Kyle","What? Why?
"
"2","12","Stan","Because, dude. We could make them do really gross stuff, like eat bugs.
"
"2","12","Kyle","It's not lame, it's sweet! After we build this clubhouse, we're gonna get girls to play Truth or Dare!
"
"2","12","Stan","Fine!
"
"2","12","Cartman","Fine!
"
"2","12","Stan","Fine!
"
"2","12","Cartman","Fine!
"
"2","12","Stan","Getting a cookie. We're building a clubhouse and then we're--
"
"2","12","Kyle","When is Mr. Hat coming back?
"
"2","12","Mr. Garrison","I told you to never mention that name in my classroom again! Mr. Hat is a two-timin' whore, and now we all learn from Mr. Twig!
"
"2","12","Mr. Garrison","Well, then, Stanley. What did I just say?
"
"2","12","Kyle","Good guess, dude!
"
"2","12","Stan","Phew.
"
"2","12","Stan","No, I just--
"
"2","12","Stan","Shut up, Cartman!
"
"2","12","Stan","Who?
"
"2","12","Stan","Excuse me.
"
"2","12","Randy","Oh, please!
"
"2","12","Cartman","And we built it, with our own hands. Now all we need is chicks, Kenny.
"
"2","12","Stan","What?!
"
"2","12","Kyle","Stan, if I didn't know you better, I would almost think you're doing this because you wanna play with girls.
"
"2","12","Stan","No way, dude! Don't be silly.
"
"2","12","Kyle","Too eager to what?
"
"2","12","Stan","To say ""Dare,"" dumbass! Jeez.
"
"2","12","Stan","Remember, ""Truth"" the first couple of times.
"
"2","12","Stan","Dare.
"
"2","12","Kyle","Okay, that's fine.
"
"2","12","Stan","Roy's a dick! He ruined my chances with Wendy in the clubhouse!
"
"2","12","Stan","Divorce is stupid. 
"
"2","12","Cartman","This is bullcrap! 
"
"2","12","Randy","I remember not too long ago we were just kids playing kissing games in my clubhouse.
"
"2","12","Randy","No, I'm serious, please. Truth or Dare?
"
"2","13","Kyle","You suck, Cartman!
"
"2","13","Kyle","Here, give me some money, Cartman!  Lend me money, fat boy!
"
"2","13","Kyle","I need $17 so we can win Terrance and Phillip dolls.
"
"2","13","Cartman","How much is it?
"
"2","13","Cartman","Oh come on, you guys. We still have plenty of money left over.
"
"2","13","Kyle","Okay.
"
"2","13","Cartman","Eh! God-damnit! 
"
"2","13","Kyle","This ride better be good!
"
"2","13","Stan","Yeah, this line is way too long!
"
"2","13","Cartman","I think we're almost to the end.
"
"2","13","Stan","What ride?
"
"2","13","Cartman","What? This is cool.
"
"2","13","Kyle","You son of a bitch! Aaargh!
"
"2","13","Stan","Sir? Will you take food stamps for three balls?
"
"2","13","Kyle","I'm declaring Shenanigans on you! This game is rigged!
"
"2","13","Cartman","Sweet.
"
"2","13","Kyle","What?!
"
"2","13","Kyle","Wait a minute! I've got it! The bullriding contest. Cartman could ride a bull, and try to win $5000.  Think about it, dude: $5000. That's 1000 set of balls. That's 3000 balls! We'd have to win enough to get the dolls!
"
"2","13","Kyle","You've gotta try and stay on for ten seconds. Okay, Cartman?
"
"2","13","Kyle","I think he said he wants to practice on a real bull.
"
"2","13","Cartman","All right, get down. This is my kind of bullride.
"
"2","13","Kyle","Get the bull in the balls with a snowball.
"
"2","13","Stan","Hoh, yeah. That's a good idea. 
"
"2","13","Cartman","Eeyy!
"
"2","13","Kyle","Get up, Cartman! You're still not staying on long enough! 
"
"2","13","Stan","Come on, Cartman. 
"
"2","13","Stan","What's the matter with him.
"
"2","13","Kyle","We need him to win a bullriding contest so we can get Terrance and Phillip dolls. Can he still do it?
"
"2","13","Stan","Oh, he's fine, dude.
"
"2","13","Kyle","Go help him, Kenny!
"
"2","13","Kyle","What are we gonna do with them?
"
"2","13","Stan","We should- 
"
"2","13","Kyle","Officer Barbrady, I would like to reinstate my previous Shenanigans! This whole carnival is a rip-off!
"
"2","13","Kyle","Oh. Good idea, Phillip. Let's look for treasuh.
"
"2","14","Kyle","What the hell are you singing, Cartman?
"
"2","14","Cartman","Stinky britches, you got stinky--
"
"2","14","Mr. Garrison","It just so happens that Mr. Twig is far more stable than Mr. Hat could ever be, so he's the better puppet now--
"
"2","14","Cartman","You got stinky britches, stinky--
"
"2","14","Kyle","Wow, then you should get money for it!
"
"2","14","Cartman","Yeah, and he’s Jewish.
"
"2","14","Mr. Garrison","I need some help over here! Please help! I think he's got third-degree burns! 
"
"2","14","Mr. Garrison","Dammit, don't give me that medical jargon! Just tell me straight, is he going to be okay?!
"
"2","14","Kyle","I don't know.
"
"2","14","Stan","That's what Cochran used in the O. J. Simpson trial.
"
"2","14","Cartman","Goddamn,  I hate that Cochran guy! If he was in front of me, I'd be like, ""Hey! You stupid son of a bitch! You-- How... How'd you like me to kick you in the nuts?!""
"
"2","14","Kyle","What's going on?
"
"2","14","Cartman","See? I told you guys it would work.
"
"2","14","Stan","Hey, why don't you ask all those famous people you used to know for money? They're rich.
"
"2","14","Kyle","Yeah, b-but how?
"
"2","14","Stan","Come on. Maybe those rock stars will remember Chef. Let's go pay them a visit!
"
"2","14","Cartman","What?!
"
"2","14","Stan","So will you buy some of our candy bars to help him out?
"
"2","14","Mr. Garrison","Yes—Yes, I’m sorry.
"
"2","14","Kyle","Cartman?
"
"2","14","Stan","No! Chef wouldn't give up on us. How many times has Chef gotten us out of trouble?
"
"2","14","Cartman","Four.
"
"2","14","Cartman","Yeah!
"
"2","14","Mr. Garrison","Did you think I would just take you back? Like you can just, walk out and then, come back like nothing happened? Oh, don't look at me like that, Mr. Hat. Remember, you're the one that left.  I'm not going to take you back.  You can just go to hell!  You go to hell and you die!  You are a lying bowl of turd, Mr. Hat!  I hope you starve, you lousy son of a bitch!  What are you all looking at? This is just between me and Mr. Hat.
"
"2","14","Cartman","I will do the German dance for youIt's fun and gay and tra-la-la I hope my will enjoy my dance Fiddle-e-aye, fiddle-e-aye ay
"
"2","14","Stan","Elton John! What are you doing here?
"
"2","14","Stan","Yeah, dude, it's all yours.
"
"2","14","Cartman","Yeah! Now get out of here before I kick you in the nuts!
"
"2","14","Kyle","Well, we helped.
"
"2","14","Stan","We’re gonna raise your money, Chef.
"
"2","14","Stan","Oh, my God! Ozzy Osbourne bit Kenny’s head off!
"
"2","14","Mr. Garrison","Yes.
"
"2","15","Kyle","Uh, nice costume, dude. Who are you supposed to be? Luke Perry?
"
"2","15","Stan","Cartman, how come you weren't in school today?
"
"2","15","Kyle","What the hell are you talking about, Cartman?!
"
"2","15","Stan","Stop screwing around, dude. We're all gonna go meet at the store later to buy pumpkins to carve.
"
"2","15","Cartman","Oooh, then we can enter the carving contest! I'll run home and get money from Mother. Do you guys need some, too? 
"
"2","15","Stan","Damn it! 
"
"2","15","Kyle","You said you could get us money, Cartman!
"
"2","15","Randy","Good night, Stanley. We'll uh see you in the morning.
"
"2","15","Stan","I wish Aunt Flo didn't have to visit now.
"
"2","15","Stan","WAAAAAAAH! Mooomm!
"
"2","15","Stan","But MOM!
"
"2","15","Kyle","Stop saying ""hella,"" Cartman!  How are we gonna win the contest with a squash?  Whoa, Stan. You don't look so good.
"
"2","15","Stan","I haven't been sleeping so well.
"
"2","15","Cartman","God, I hate you, Kenny.  I have to get another knife; this one's hella dull! 
"
"2","15","Cartman","No, Kenny. You should cut with the blade facing away from you. You're gonna hurt yourself. Seriously, dude. Isn't this fun, you guys? Carving pumpkins for Halloween?You guys are my best friendsThrough thick and thin, we've always been togetherWe're four of a kind, havin' fun all dayPallin' around and laughin' awayJust best friends, best friends are we.I love you guys. 
"
"2","15","Cartman","Hey, dudes. Man, it's hella cold out here.
"
"2","15","Cartman","Why the hell not?!
"
"2","15","Cartman","Dude, this is hella weird.
"
"2","15","Kyle","Chef.
"
"2","15","Kyle","We have problems!
"
"2","15","Kyle","Will you stop saying that word?!
"
"2","15","Stan","Of course! My pet goldfish must be from the evil, opposite universe, too!
"
"2","15","Stan","It was the fish! 
"
"2","15","Kyle","Well, we'd better get working. Cartman, you go home and call all the pet stores in the phone book.
"
"2","15","Cartman","Screw you! 
"
"2","15","Cartman","Shut up, dude! I'm trying to watch TV!
"
"2","15","Stan","I know.
"
"2","15","Stan","Yeah, dude.
"
"2","15","Randy","There's a policeman being held captive in our basement.
"
"2","15","Randy","Oh. Wuwell, don't- think of it as an end, think of it as a new beginning. Now, could you fill me in on the dead bodies and captive policeman stuff real quick?
"
"2","15","Stan","I don't care, dude! I just want this fish away from me!
"
"2","15","Cartman","P'h. Nice costume, you guys. You spent about a buck fifty on those?
"
"2","15","Cartman","Don't touch me! 
"
"2","15","Stan","Don't worry, Evil Cartman. You're staying with us! 
"
"2","15","Cartman","Now, zap his hella ass back to your- hella universe!
"
"2","15","Kyle","Leave him alone, butthole!
"
"2","15","Kyle","Yeah! Now, which one of you is the Cartman we can't stand?!
"
"2","15","Stan","Our Cartman would never say anything like that.
"
"2","15","Cartman","Haaa hahaha! You guys are hella stupid! I knew you would fall for that!
"
"2","15","Kyle","Damn it!
"
"2","16","Randy","Eh, it's fine with me.
"
"2","16","Kyle","Oh my God! What the hell are we gonna do for six hours?
"
"2","16","Cartman","How much further is it to Grandma's house? I wanna see what kind of present she got me.
"
"2","16","Cartman","Hi, Grandpa!
"
"2","16","Cartman","Are you telling me that I drove nine hours through butt-fucking nowhere to get a god-damned shirt?! Mom, Grandma's gone senile! It's time to stick her in a home!
"
"2","16","Stan","Dude, I don't know how long I can stay here.
"
"2","16","Cartman","Yuhwell, you're not dreaming!  Ey! Cut the crap!
"
"2","16","Stan","We thought you were in jail.
"
"2","16","Kyle","We have to go see Mr. Hankey at the mall, Cartman.
"
"2","16","Cartman","Hello, Mr. Hankey is appearing at the mall. Can somebody please take us?
"
"2","16","Cartman","Damn his Goddamned authorituh!
"
"2","16","Randy","Now, Sharon, don't overreact. Maybe Stan didn't go to Cartman's Grandmother's. Maybe he just ran away or got kidnapped or something.
"
"2","16","Cartman","And another thing: it says that Mr. Hankey is also appearing at the Crossroads Mall!
"
"2","16","Kyle","You're not the real Mr. Hankey.
"
"2","16","Stan","Dude, they're gonna kill me.
"
"2","16","Stan","Please, I don't wanna go back with them.
"
"2","17","Stan","No.
"
"2","17","Stan","'Kay. Maybe it'll help us figure out what to do our report on. We have to present it to the entire South Park town committee tomorrow.
"
"2","17","Stan","Wow, that sucks, dude.
"
"2","17","Kyle","Totally, dudes! I feel awesome!
"
"2","17","Stan","Whoopee!
"
"2","17","Kyle","Killer!! 
"
"2","17","Stan","Well, this is just great! We haven't gotten anything done, and we're totally screwed!
"
"2","17","Kyle","Sure. 
"
"2","17","Kyle","Thanks, dude.
"
"2","17","Kyle","""And as the voluminous corporate automaton bulldozes its way through bantam America...
"
"2","17","Kyle","Like look at him. He's always shaking and nervous.
"
"2","17","Mr. Garrison","That was close, Mr. Hat.
"
"2","17","Mr. Garrison","Uh, boys, you better get your asses to work.
"
"2","17","Kyle","Oh, God, when is this gonna end?
"
"2","17","Stan","Your dad really screwed us, Tweek!
"
