"Character","Line"
"george"," You don't like the move?"
"elaine"," Oh, god! Oh, god, Dave! Oh, yes! Yes!"
"elaine"," Oh, oh, come on, please?"
"kramer"," Oh, yeah. This takes twenty years off."
"george"," Supposed to close with the swirl?"
"jerry"," Oh my god. Yes, you close with the swirl. There's a progression"
"elaine"," Oh, he's come up with some other move. You should see this 
              thing."
"elaine"," Yes. As a matter of fact, there is."
"george"," I think that's mine."
"elaine"," An estimate? How am I supposed to do that?"
"elaine"," Hey, let me ask you a question."
"elaine"," Ah. "
"elaine"," Hmm."
"george"," A counter-clockwise swirl."
"jerry"," Well, that's it. I'm going back to Putty. No move is worth 
              this."
"jerry"," Hey."
"kramer"," C'mon, Frank, relax. I don't even know what you're talking 
              about. "
"kramer"," Jerry. Jerry, come here. Take a look at this."
"elaine"," I thought you had a show in Ithaca."
"elaine"," I'm marchin'. "
"george"," Hey."
"jerry"," Hey. Elaine's quitting."
"george"," Not as good. That's when you realize all the money you're 
              losing."
"kramer"," Hey."
"george"," Hey, Kramer. Who does that look like?"
"kramer"," Oh, no way."
"jerry"," Hey wait a second, what are you doing? You're not betting.You<br/>
              know he's not supposed to bet."
"kramer"," But it's a lock, Jerry!"
"george"," It's me. George Costanza."
"george"," Remy. Hi."
"george"," You know, Remy, I was thinking. Last time we were<br/>
              together, you..."
"jerry"," That's great. You know what? Leave it. Just pull the car around"
"jerry"," Have a good day, sir."
"kramer"," What's this, a fellow club member?"
"george"," I'm George. George Costanza, you live around here?"
"jerry"," I don't care."
"jerry"," Why would I freak out?  Pilot..."
"kramer"," Yeah, it's, uh, me."
"kramer"," I'm at the airport."
"kramer"," Oh help me man, I'm desperate!"
"jerry","  What is the complication?"
"jerry"," I didn't care."
"jerry"," But someone is waiting for me!"
"jerry"," Then we'll make it the eight."
"jerry"," I don't have a preference, okay! Just make a decision yourself! 
              Stop bothering me with every minor little detail, please?"
"jerry"," Hello, this is Jerry Seinfeld. Is Elaine there?"
"elaine"," That's at the airport, right?"
"elaine"," I said I'll take care of it!"
"kramer"," Yeah, it's a pleasure doin' business with a gentleman like 
              yourself. "
"elaine"," Kramer."
"kramer"," Boy..."
"kramer"," What?"
"elaine"," Poison you? Jerry Seinfeld tried to poison you? Wha? Mr. 
              Pitt, what are you, delirious? He's never even met you!"
"george"," Where were you?"
"jerry"," I was sitting on the chair. She was over here on the couch. "
"kramer"," Really? What is Bette Midler playing? Is she going to be there? 
      "
"elaine"," What is so funny?"
"kramer"," You know, maybe in Korean ""dog"" isn't an insult. Could 
        be like the word ""fox"" to us. Oh, she's a DOG! "
"jerry"," He sold religious articles the statues of Jesus, the virgin Mary, 
        that were manufactured in Korea."
"jerry"," This is George, this is Kramer."
"kramer"," Look it's Bette It's Bette! Ah, Ah, AH, . . . Bette, psst, hi."
"kramer"," Anything I can get you? Water? They got ice over here."
"kramer","  Don't worry Kramer is going to take care of everything. 
        See,, I got you Pineapple. I saw Beaches last night for the fourth time 
         ""You are the wind"""
"jerry"," Well we"
"kramer"," Come on Jerry, open up. I KNOW YOU'RE IN THERE! "
"kramer"," Yeah, white meat. And if I see one piece of dark meat on there. 
        It's your ass buster."
"elaine"," yes,  I suppose, "
"elaine"," How do you know all that?"
"george"," So what? Somebody dropped an egg on my head as I went into my 
        building last night."
"jerry"," Hey, I'm being heckled on stage. People are yelling out Galloogy. 
      "
"kramer"," Hi, here. I made this for your. "
"kramer"," oh, what's that from?"
"elaine"," Wait, wait. I didn't get to tell you about my new job."
"elaine"," yeah."
"elaine"," Well, there's this rabbi in my building. You've met him. Very 
        nice man. "
"elaine"," He's in.<br/>
        Jerry Hey, say, you know, we haven't even discussed George's engagement 
        yet.<br/>
        Elaine What's to discuss?<br/>
        Jerry Come on! George is getting married!<br/>
        Elaine Is he happy?<br/>
<br/>
        Scene<br/>
        At the restaurant! George is coming from the bathroom <br/>
        to sit with his bride-to-be.<br/>
<br/>
        George I will never understand the bathrooms in this country. Why is 
        it that the doors on the stalls do not come all the way down to the floor?<br/>
        Susan Well, maybe it's so you can see if there's someone in there.<br/>
        George Isn't that why we have locks on the doors?<br/>
        Susan Well, as a backup system, in case the lock is broken, you can see 
        if it's taken.<br/>
        George A backup system? We're designing bathroom doors with our legs 
        exposed in anticipation of the locks not working? That's not a system. 
        That's a complete breakdown of the system.<br/>
        Susan Can we change the subject, please?<br/>
        George Why? What's wrong with the subject? This is a bad subject?<br/>
        Susan No, fine. If you wanna keep talking about it, we'll talk about 
        it.<br/>
        George It's not that I want to keep talking about it? just think that 
        the subject should resolve itself based on its own momentum.<br/>
        Susan Well, I didn't think that it had any momentum.<br/>
        George  How am I gonna do this? I'm engaged to this woman? 
        She doesn't even like me. Change the subject? Toilets were the subject. 
        We don't even share the same interests.<br/>
<br/>
<br/>
        Scene<br/>
        <br/>
<br/>
        Jerry Yeah, he seems pretty happy.<br/>
        Elaine Well, that's all that counts, I guess.<br/>
        Jerry What's the matter?<br/>
        Elaine Oh, nothin'.<br/>
        Jerry Well, you don't seem too enthused about the whole thing.<br/>
        Elaine Well, what do you want me to do?<br/>
        Jerry Well, at least have some reaction to it.<br/>
        Elaine Well, I don't.<br/>
        Jerry Maybe you're a little jealous.<br/>
        Elaine Oh, what? You think I wanna marry George?<br/>
        Jerry No! But maybe you wish it was you who was getting married, not 
        him.<br/>
        Elaine Oh, please! That is the last thing that I want.<br/>
        Jerry Oh, yeah. Right.<br/>
        Elaine Yeah, right.<br/>
        Jerry Lainy!<br/>
        Elaine Jerry!<br/>
        Jerry You don't wanna get married?<br/>
        Elaine Yeah, that's right. I don't wanna get married.<br/>
        Jerry Oh, come on!<br/>
        Elaine Oh, you come on.<br/>
        Jerry You're such..."
"jerry"," You're kidding?"
"kramer"," Phwap, I wouldn't even think about it."
"jerry"," Well, I am sure I had a good reason."
"kramer"," I thought I DID!"
"elaine"," I'm not a very religious person but I do feel as if I'm in need 
        of some guidance here."
"elaine"," No, no, no it doesn't. No joy no joy whatsoever. Just the whole 
        think makes me . . sick."
"elaine"," No, no, it's okay."
"kramer"," Hey, don't do the crime if you can't do the time."
"kramer"," I've been drinking Caf Latte since the fifth grade and I haven't 
        looked back. "
"jerry"," You know I was supposed to see this five years ago. I was in a 
        Chinese restaurant with George and Elaine and got all screwed up trying 
        to get a table and I missed it."
"george"," Hi, "
"george"," The Lowers, really?"
"jerry"," Understand you had a little talk with him too."
"jerry"," Yes he did."
"jerry"," It didn't take much prodding either, I must say."
"elaine"," Mrs. Winston?"
"elaine"," my god, you didn't."
"elaine"," You didn't say this to George, did you?"
"elaine"," Oh, come on. You really, really deserve it."
"george"," Oh, deserve! I don't know if I deserve...I mean...<br/>
        Elaine Are you kidding? I have seen the changes in you the past couple 
        of years. Man, you have grown. You've matured.<br/>
        George Well, I guess I'm getting older.<br/>
        Elaine Oh! Well, I just think it's wonderful. Honestly! I've gotta run, 
        but um, please, please give my best to Susan.<br/>
        George Yeah.<br/>
        Elaine My most, just heartfelt congratulations.<br/>
        George Yeah. Thanks. Hey, listen, if you ever get a date, maybe the four 
        of us could go out together sometime.<br/>
        Elaine Yes! Yes, yes. Sure.<br/>
        George Wait, as a matter of fact, wasn't there some guy in your building 
        that you said you liked? He lived up on the fifth floor or something.<br/>
        Elaine Yes. Yes, yes. Yes.<br/>
        George Yeah! Boy, she is something, isn't she?<br/>
        Jerry Yeah, she's something else. Hey, so what happened? Did you hold 
        your ground or...uh<br/>
        George Nope. I wept like a baby.<br/>
        Jerry What?<br/>
        George Well, I started to tell her and then all of the sudden, for some 
        reason, I just burst into tears.<br/>
        Jerry You cried?<br/>
        George I bawled uncontrollably. I just poured my guts out. And I'll tell 
        you, Jerry, it was incredible. I never realized how powerful these tears 
        are. I could have postponed it another five years if I wanted to.<br/>
        Jx,Gx &amp; Kx Hey!<br/>
        Jerry Sorry about that movie-thing. I was joking around.<br/>
        Kramer Sorry? Are you kidding? You did me the biggest favor of my life. 
        I spoke to a lawyer, we're suing for millions.<br/>
        Jerry Suing? What for?<br/>
        Kramer The coffee was too hot.<br/>
        Jerry It's supposed to be hot.<br/>
        Kramer Not THAT hot.<br/>
<br/>
        Scene<br/>
        <br/>
<br/>
        Rabbi  The prophet Isaah tells us without friends our lives are 
        empty and meaningless.<br/>
        George Wait. Whoa! That's the Rabbi from Elaine's building. I just met 
        this guy the other day.<br/>
        Rabbi A young lady I know, let's call her Elaine, happened to find herself 
        overwhelmed with feelings of resentment and hostility for her friend, 
        let's call him George. She felt that George was somewhat of a loser and 
        that she was the one who deserved to be married first. She also happened 
        to mention to me that her friend had wondered if going to a prostitute 
        while you're engaged is considered cheating. His feeling was they're never 
        going to see each other again so what's the difference. But that is a 
        subject for another sermon. Now, I'd like to close with a psalm."
"",""
"george"," I'm going shopping with Susan."
"elaine"," Oh that's a nice store."
"george"," Yeah, it's her uncle's."
"jerry"," Discount?"
"kramer"," So ya know, my friend and I we were going to the movies 
              and we stopped off "
"kramer"," Yes I did."
"kramer"," Well you know ahh, they don't allow outside drinks in the 
              movie theater."
"kramer"," Well ahh. I was trying to get to my seat and I had to step 
              over someone and"
"george"," I don't like it, it's red. It it's too flashy."
"elaine"," Literally nothing. I sat in a chair and I stared."
"jerry"," Oh yeah, how's that looking?"
"kramer"," Yeah, well you wouldn't be on that jury. He would have 
              weeded you out."
"kramer"," Hey Maestro! "
"kramer"," Well, this is a surprise ha?"
"kramer"," Oh Tuscany huh? Hear that Jerry? That's in Italy."
"jerry","  Huh?"
"elaine"," I might be Elaine."
"elaine"," Jinx buy me a coke."
"jerry"," Oh what, because I didn't call him Maestro?"
"kramer"," Why?"
"jerry"," Oh conductor. He conducts the Policeman's Benevolent Association 
              Orchestra."
"kramer"," Oh, you should see him do 'Flight of the Bumble Bee'."
"kramer"," Yeah, Java World wants to settle."
"jerry"," Why are they settling?"
"kramer"," Yeah that's right."
"elaine"," Oh God. What are you getting Bob?"
"kramer"," Jerry! Jerry! Jerry! Jerry my burn is gone look.."
"jerry"," So?"
"kramer"," Well what happens if they want to see it?"
"george"," I, I couldn't help but notice that uh you don't have a 
              chair."
"george"," Ah ha, Ah ha. You would, wouldn't you?"
"jerry","  Yeah, everyone knows that, it was in Amadeus."
"jerry"," O.K. from now on I want you to call me ""Jerry the Great""."
"jerry"," What about his house in Tuscany, he mention that?"
"jerry"," In all of Tuscany? I wonder."
"kramer","  I'LL TAKE IT!!"
"elaine"," Hey. Hi Maestro."
"jerry"," How'd you get yours?"
"",""
"george"," It it's huge. It's probably like North Dakota."
"jerry"," Oh, no way it's that big."
"george"," All right."
"kramer"," Awe there making faces at me cause I've had a couple of 
              cafe lattes. But I'm"
"jerry"," You've got to stop it. Your your all hopped up on the caffein."
"kramer"," Well well I've got things to do. I'll see you later. Bye."
"",""
"george"," What's your name?"
"kramer"," Common Jerry, this guy is crazy. Get out."
"jerry"," 75,000 lira."
"kramer"," Oh, conversion rate, oh."
"jerry"," Not bad!"
"elaine"," Oh, god. OH, I could use a few more hours sleep."
"elaine"," Oh, all right, James. He he he"
"george"," Your wake up guy asked you out?"
"elaine"," At least I've spoken to my guy. You're going out on a deaf date."
"george"," You see I disagree. I'd rather be dating the blind. You know 
        you could let the house go. You could let yourself go. A good looking 
        blind woman doesn't even know you're not good enough for her. "
"george","  Ow, Ow you squirted me."
"jerry"," Oh, sorry"
"george"," No, not that I know of. "
"elaine"," I'm not worried. It sounds like he's really good looking."
"elaine"," You're way off. "
"elaine","  What is your problem?"
"george"," No problem here."
"elaine"," You're eye still hurts?"
"george"," Yeah, yeah. You must have squirted a piece of pulp in it too."
"jerry"," Pulp couldn't make it across the table."
"elaine"," What did he think, you were flirtin' with him?"
"george"," Hu, oh. No he thought I was hiding something from him about Morgan. 
      "
"george"," It's an inter-office envelope. It get passed around all over 
        the office."
"kramer"," You know, you see Don Matingly signed this envelope then he sent 
        it to room 318, where it was received and signed for by manager Buck Showalter."
"george"," Oh ah, I uh, will have that for you by after lunch."
"elaine"," James! Ah, ha, Hello! Phew!"
"jerry"," Well, I'm not really that much of a meat eater."
"jerry"," No, I think I would have remembered Memma."
"jerry"," Anything lighter? How do you prepare the chicken?"
"george"," Hey, Mr. Morgan how was your massage?"
"george"," Geez, Hey you know something, you should try my friend's wake 
        up service. She swears by this thing."
"elaine"," I just don't understand it as soon as I met these dogs they started 
        growling at me."
"elaine"," I mean, she thought it was kind of strange to just order a salad. 
        . . . You know. . . . For a man."
"elaine"," I don't know. But I'm sure it had, . . . parents. Call her up. 
        She won't mind if you come."
"george"," Hey, he, "
"george"," No I didn't! "
"george","  Get it back!"
"elaine"," Special occassions? It wasn't special when my family visited?"
"jerry"," Um, mutton! Hope you didn't cut the fat off."
"jerry"," Uh, well, uh the thing is that . . . "
"jerry"," Why were dogs chasing you?"
"george"," He's not here?"
"george"," I don't want Morgan's job. He's got a lot of work to do. Hey, 
        Elaine, your friend never woke up Mr. Morgan."
"elaine"," They were?"
"jerry"," Reversed positions? "
"kramer"," OH YEAH! ALL RIGHT!"
"kramer"," You know Bobby, it's very very hard to hit two home runs in one 
        game. Even for Paul O'Neill."
"kramer"," Huh? "
"kramer"," Now, Bobby, Bobby, we had a deal . . . gimme that  "
"elaine"," I didn't take your napkins."
"kramer"," And you were probably just going to stick it in an envelope."
"george"," Wa, uh, thank you sir, you know I am not quite sure I'm right 
        for it."
"elaine"," Yeah. What do you do all day?"
"george"," Not that much."
"jerry"," Yeah, he looks busy! Yeah!"
"elaine"," No. I'm completely blocked! In fact, I'm gonna work on 
              it tonight. Oh. Oh no! Oh, I can't!"
"elaine"," Yeah, he's Trinidadian and...Tobagan. "
"elaine"," What responsibility? I don't have any responsibility."
"jerry"," I didn't know she was married."
"george"," You put a hot tub... in your living room?"
"george"," He uh...doesn't have any running water?"
"jerry"," I don't ask those kind of questions anymore."
"jerry"," That old one? Didn't I once miss a flight to Cleveland because 
              of that alarm clock?"
"elaine"," It... works!"
"george"," Eh...come oooon..."
"elaine"," Hey. Sorry I'm late."
"elaine"," uh-uh. uh-uh. And this all means uh...what?"
"elaine"," Yeah, I got enough to think about just tryin' to come up 
              with some load o'crap for that"
"kramer","  What's burning?"
"elaine"," Oh!  My muffin!  Oh, shoot! "
"elaine","  Jean-Paul, it's not 
              my microwave, ok? Ok? All right,"
"george"," Oh yes, Mr.Wilhelm, yeah..."
"george"," Well...maybe not as much as this bastard...  I can"
"jerry"," Jean-Paul, I asked you down here this morning because I'm 
              concerned. Concerned that"
"kramer"," Oh...four.  Yeah, could I have a cup o'tea? 
              Boiling hot."
"jerry"," Your core temperature?"
"george","  Yeah, it's me. Is this Clayton?"
"george"," Whoa...it's like a furnace in here!"
"jerry"," Oh whatta hell is goin'on?!"
"kramer"," I'm freezin'! I just need to get my hot tub running. I'm 
              waiting for my new heat pump. "
"george"," Jean-Paul?"
"jerry","  Jean-Paul! "
"jerry"," That's room 419. 650 AM. Four...one...niner..."
"jerry"," ...Yeah I am, but I just..."
"jerry"," Feel much better here at my home base, Jean-Paul. It's a 
              controlled environment."
"",""
"jerry"," Kramer, what happened to the building?! The electricity 
              went out!"
"kramer"," I guess I hit the snooze... "
"kramer"," Oh yeah! Yeah! Come on! "
"jerry"," You're a shmoopy!"
"jerry"," Bye shmoopy."
"elaine"," Huh. All right. Come on."
"elaine"," Oh, boy, I'm really scared!"
"jerry"," What about the soup?"
"george"," Isn't that that Bania guy?"
"jerry"," Oh, no. It is. Just be still."
"george"," I didn't get any bread."
"jerry"," Just forget it. Let it go."
"elaine"," Oh, no...please don't go. Please - please don't walk away."
"george"," I'm going."
"jerry"," Hey, listen, so we'll meet you and Susan at the movie tonight?"
"george"," Just like that."
"kramer","  Yeah."
"jerry"," Well, sit on one of your couch cushions."
"kramer"," Yeah. Well, you ask for it, you got it."
"elaine"," Do you need anything?"
"kramer"," He's not a Nazi. He just happens to be a little eccentric. 
              Most"
"elaine"," All right. I'll be back."
"elaine"," Why? What happened?"
"george"," I made a mistake."
"elaine"," Oh, I know! It is awful!"
"george"," Why do they have to do that in front of people?"
"elaine"," Ohh! Stop it! I know."
"george"," I had to listen to a five minute discussion on which one 
              is"
"elaine"," I mean, why does he do that? Doesn't he know what a huge 
              turnoff"
"george"," I don't know. He can be so weird sometimes. "
"elaine"," Oh, God!"
"george"," Good afternoon. One large crab bisque to go. Bread. Beautiful."
"elaine"," Hmmm?"
"elaine"," All right. All right. Give me a tsate. Mmm! Oh God, I gotta 
              sit"
"kramer"," Yeah. It was very frightening. My life was in danger. You 
              should've"
"elaine"," I can't believe this!"
"jerry"," Really?"
"elaine"," There he is. "
"elaine"," I don't think George has ever thought he's better than 
              anybody."
"george"," Hello."
"jerry"," Hello."
"george"," Oh, yeah?"
"jerry"," Yeah. Wha - wha - what are you, happy?"
"george"," All right. I am happy, and I'll tell ya why -- because 
              the two of"
"jerry"," Is that so?"
"george"," Ye - yeah. And we had a pact, you know. "
"jerry"," What?"
"george"," Ah-ha!"
"kramer"," Git."
"jerry"," No. I know. I - I was really sort of half-kidding."
"jerry"," Aw!"
"george"," No, thanks."
"george"," Ahh. Good for you."
"kramer"," And..voila!"
"elaine"," "
"kramer"," Yeah!"
"elaine","  How much did you pay for this thing?"
"kramer"," I'll tell ya where I got it. I got it from the guy you 
              so callously"
"elaine"," Get out!"
"kramer"," Oh. Jerry, those are the guys that mugged me for the armoire."
"jerry"," Are you sure?"
"kramer"," No. No. No. No. Let's get a cop. "
"jerry"," Let's go."
"kramer"," Well, wha -- I, uh -- uh, we were kind of, uh, talking 
              to each"
"elaine"," I mean, you know, I've never been so insulted in my entire 
              life."
"elaine"," What do you care?"
"george"," You did?"
"jerry"," Oh, yeah. But the mental thing. But anyway. I'll see ya."
"elaine"," I don't want soup. I can make my own soup. "" 5 cups 
              chopped Porcine"
"jerry"," Well, where are you going?"
"george"," Yeah, 
              I better grab some too."
"george"," No. No 
              way."
"jerry"," George, 
              you're gonna marry this woman. Most likely."
"george"," Have you 
              ever given your code to anyone?"
"jerry"," No one's 
              ever asked. You want it? It's 'Jor-El.'"
"george"," If you're 
              in some situation where some fast cash will save your life,"
"george"," Alright, 
              bye."
"jerry"," Seeya."
"kramer"," Leapin' 
              Larry! Yeah, that's where I bought this."
"jerry"," Yeah, those 
              civil servants who risk their lives really got it made."
"kramer"," No no 
              no, they're talking the West Side Highway, at this time of day"
"elaine"," What was 
              that?"
"elaine"," Yeah, 
              but why? I mean, ya know."
"elaine"," Too good. 
              Peterman was so pleased, now he wants to take me out to"
"george"," Well I'm 
              sure you have secrets from me. I don't know anything about"
"george"," We're 
              out of Bosco!"
"jerry"," Howbout 
              this, come one down to Leapin' Parry's if you can beat our"
"jerry"," I didn't 
              do it on purpose, my foot fell asleep."
"kramer"," Well, 
              you just joked yourself right out of that commercial, didn't you,"
"elaine"," It's Elaine."
"elaine"," Hmm. I 
              never take them."
"elaine"," No, no 
              no no, none that I can, um, remember."
"george"," Howbout 
              sports? Do you follow sports?"
"elaine"," Well, 
              Fred asked me out."
"elaine"," Anyway, 
              so how was the dinner?"
"george"," I'm, uh, 
              George Costanza. I was having dinner with your son."
"george"," Hi. I-I 
              really should be getting back to my fianc, you know, we, uh,"
"george"," Now Peterman 
              wants me to go to the funeral."
"jerry"," Oh, come 
              on, just tell me your code already. What is it?"
"george"," Huh?"
"elaine"," What?"
"george"," You just 
              checked your watch. Are you thinking of bailing on him?"
"elaine"," Mr. Peterman, 
              you have my deepest sympathies. Unfortunately, I've"
"elaine"," I'm speaking 
              at a women's' rights conference."
"george"," Yes, and 
              I'm speaking at a men's' conference."
"kramer"," Are you 
              ok, cowboy? Where do you need to go?"
"kramer"," DeSoto's 
              down, but Cosmo's got the caboose."
"george"," But I-I-I-"
"kramer"," Hey, boys and girls. I need you both to sponsor me in the AIDS 
        walk."
"elaine"," Is that tomorrow?"
"elaine"," Still a 31 waist?"
"elaine"," I don't know about that."
"elaine"," Haven't been in the lab yet. But I am birth control shopping 
        today. &lt;Kramer overhears as he returns to the booth.&gt;"
"kramer"," But wasn't that taken off the market?"
"elaine"," Off the market? The sponge? No, no...no way. Everybody loves 
        the sponge."
"jerry"," Hello, Lena? Hi, it's Jerry Seinfeld. How did I get your number? 
        I met a guy that knows you, he gave it to me...I don't remember his name. 
        Think it began with a W, maybe a Q. I wasn't paying that much attention, 
        I'd just come from shopping for a speedboat..."
"george"," Well, Jerry doesn't want anyone to know."
"george"," I've coupled! I've coupled! "
"george"," So, uh...wanna double?"
"jerry"," What?"
"jerry"," And you got the AIDS walk tomorrow. You're never gonna make it, 
        you're in horrible shape."
"kramer"," Yeah, well I'm walking for charity, what are you doing?"
"george"," I'd get tired of it."
"jerry"," How could you not?"
"jerry"," You went all night?"
"jerry"," But you like this guy, isn't that what the sponges are for?"
"elaine"," So, you think you're sponge-worthy?"
"elaine"," And the bathroom in your apartment?"
"george"," I tried to tear it from the side, you can't get a good grip here. 
        You gotta do it like a bag of chips."
"george"," I'd kill to be a 32."
"jerry"," She said I wasn't sponge-worthy. Wouldn't waste a sponge on me!"
"george"," You think she's happy?"
"jerry"," Who?"
"george"," I don't think I've ever spoken to her."
"jerry"," Maybe that's why she's happy."
"kramer","  Yeah, well, it's the latest offering from 
        the Alex"
"kramer"," Har-harwood, Jerry. He was the assistant wardrobe man on Spartacus. 
        Some"
"kramer"," Well, he did. You know, after that, he had a nervous breakdown? 
        Had to"
"jerry"," Oh, then I'm not worried."
"kramer"," Yes, yes. We shall all try a piece and tell you how delicious 
        it is. (he"
"george"," I don't chew gum."
"jerry","  Mmm, different. Where'd you get it?"
"jerry"," Alright."
"elaine"," You know, that's around the same time I broke up with Lloyd. 
        Y... you"
"george"," Nah, I gotta deliver some Christmas presents to my parents."
"jerry"," I thought your parents were outta town?"
"george"," Yeah, yeah. Speaking of crazy, did you hear about Lloyd Braun?"
"elaine","  Oh, well... I, uh, actually Lloyd, Jerry and I have 
        to sit"
"george","  He uh, he doesn't have the auto shop any more?"
"elaine"," Ah, I sat too close to the screen. Oh. I just gotta stretch out 
        in a hot"
"kramer"," Yeah, well Lloyd, he's gonna be here any minute now."
"george"," Oh, I think so, and I can prove it. You see, I was doodling on 
        the bill"
"george"," I know I gave it to you."
"kramer"," Now see, this is what the holidays are all about. Three buddies, 
        sitting"
"jerry"," 's not necessary."
"kramer"," Oh, baby, what was that all about, huh?"
"george"," You see that woman on the horse? "
"elaine","  Oh God. I lost a button, so my blouse was 
        wide open."
"george","  Alright. Alright."
"george"," Aah! Fire!"
"george"," The Jon Voight car is no more."
"george","  Whatever."
"jerry"," Alright, I'm here. Where's Braun?"
"kramer"," Listen, I'm gonna need those glasses."
"kramer"," No, no, no, no, no. This man is not insane. Now there's nothing 
        wrong"
"kramer"," Uhm, interesting texture. It's chewy.  
        I"
"elaine"," Excuse me. 'scuse me, weren't you told to stop using that hose?"
"elaine"," Hey. Hey everybody."
"jerry"," Lloyd?"
"kramer"," Look, honey, I know you're trying to get Lloyd to notice you, 
        but this"
"elaine"," Uhh, I got sprayed with a hose."
"george"," You remember the woman on the horse? She wanted my spot."
"george"," Jerry, where y'going? It's... what're..."
"george"," Believe me, I am not crazy."
"jerry"," It's a lotta gum!"
"kramer"," Ah, the I.P.M.P.C.W."
"kramer","  You don't say."
"george"," Yeah, yeah. You really cashed in on that favor pretty quick."
"jerry"," So I take it he's spongeworthy?"
"jerry"," Come on. Come on."
"jerry"," Yes, it is. It is surprising. Does that bother you?"
"jerry"," What stuff?"
"kramer"," Course I will. These are staples."
"jerry"," A forty-eight pack of Eggo waffles? A gallon of barbecue 
              sauce? Ten "
"kramer"," Yeah. Star Kist, Jerry. Most tuna don't make their cut."
"kramer"," Hey, how 'bout giving me a hand? You know, bring some of 
              this stuff "
"elaine"," Hot and heavy? You said hot and heavy?"
"elaine"," I'm trying to get a little squirrel to come over to me 
              here. I don't "
"george"," This is delicious, Mrs. Ross."
"george"," Oh mother of God."
"george"," So, they didn't give you a piece of cake? Big deal."
"george"," Yeah. "
"jerry"," Why?"
"george"," Now, because of that stupid rye bread, I gotta keep them 
              all "
"jerry"," Bad situation. "
"george"," What's so hard about that? How am I supposed to get it 
              in there? I"
"jerry"," All right. All right. Don't panic. Let's just think about 
              it. Get the "
"george"," So, they go off for the ride, by the time they come back 
              the bread is "
"jerry"," What about Susan?"
"george"," Yeah. Just take 'em out and ride 'em around for about..half 
              an hour."
"george"," Hold on. Hold on. Wait a minute. How am I gonna get the 
              rye bread "
"jerry"," Just put it under your shirt."
"elaine"," Hey. Is that your horse outside?"
"kramer"," You wanna go see him?"
"jerry"," No, but I've read articles and I must say it, doesn't sound 
              very "
"george"," Oh, no. No. No. No. No. Nothing. I'm fine. Everything's 
              fine. Fine. "
"jerry"," There's none left?"
"kramer"," Rusty! Rusty!"
"kramer"," The horse is gassy. Must have been the Beef-A-Reeno."
"kramer"," Just a can. But he really liked it, though."
"george"," Come on!"
"jerry"," "
"george"," Come on. Come on. Come on. Yeah. Yeah. "
"elaine","  Oh, cool! Look at that!"
"george"," All names sound strange the first time you hear 'em. What, you 
      "
"kramer","  What, this yellow stuff? 
      "
"jerry"," Hey, hey. Wha... wait... what, you're gonna leave it there? "
"kramer"," Hey, hey, hey. I'm getting a vibe here. What, are you unhappy 
      "
"jerry","  Yeah, well, lemme know when you get something in there 
      "
"elaine"," Still killing me from having to get that bike off the wall. "
"elaine"," I don't know."
"kramer"," Aw, you really hurting, huh?"
"elaine"," Oh, Kramer, it's just awful."
"kramer"," From pain, will come pleasure."
"kramer"," Awright, my work is done here."
"elaine","  Oh man! Kramer, thank you!"
"elaine"," It took him like ten seconds!"
"jerry"," Sort of a mooching inventory."
"kramer"," Alright, now look I gotta run some errands, so look. When "
"george"," How many days was it between encounters."
"jerry"," Three."
"george"," Very curious."
"jerry"," Indeed."
"george","  Not yet, but she's weakening."
"jerry"," You know, George, just because your life is destroyed, don't "
"kramer"," Alright."
"jerry"," Thank you."
"kramer"," Oh.  So, how's the neck? Nice and loose?"
"elaine"," Lookit, Kramer, you are not getting this bike. I don't even "
"kramer"," Boy, I am really surprised at you.  You are 
      "
"elaine"," Kramer!!"
"elaine"," Hey, you know what, I think I ran into that girl from the "
"elaine"," Did you have a nice ride?"
"kramer"," Bed? You should be sleeping on a wooden board for at least a 
      "
"elaine"," What? You never told me that."
"elaine"," Yeah, I'd go for that. Would you go for that?"
"jerry"," Course, it would have to be someone who hasn't heard the story 
      "
"newman"," Mmm. You present an interesting dilemma. Each of you seemingly 
      "
"kramer"," Newman!"
"newman","  Ooh, my cocoa!"
"george"," Fourteen.  Fourteen!"
"jerry","  Ah, so this is the Fortress of Solitude."
"jerry"," No, no. C'mon, put something else on. It's early, let's go out."
"jerry","  Tell me what you're wearing tomorrow. I'll help you 
      "
"george","  Please! I have so little!"
"jerry"," ...the food court is closed."
"elaine"," This is my bike!"
"jerry","  Yeah, I'm right there with ya."
"elaine"," What d'you think?"
"elaine"," Hey!"
"george"," Aw c'mon, I'm eating here."
"jerry"," You're really going to town with that turkey there."
"jerry"," Well, if it's any consolation, I did get her number."
"jerry"," Did you wrench it? Did you jam it? Maybe you squeezed it. Turned 
      "
"kramer"," Encounter shiatsu."
"elaine"," Wait a minute. Kramer, you know what you're doing here?"
"kramer"," He's a genius. Here we go..."
"jerry"," Well, that's the most he's worked in the last four months."
"george"," Oh, no no no. Course not. I got a great name for our kids. A 
      "
"george"," ...especially a girl. Or a boy."
"george","  Well, that's the name!"
"george"," Alright, you having a good time there?"
"jerry"," I got fifty right here in the cupboard. How about Bisquik? "
"george"," And you met her in an antique store! I don't know how you do 
      "
"jerry","  I'm not engaged."
"kramer","  Got the answer, Jerry. "
"jerry","  Hey, is this your half a can of soda in the 
      "
"kramer"," Yeah, I put my half a can here on the tab. Why, what's your "
