"X","X.1"
"SpongeBob"," Oh, I do, Mr. Krabs. It must be horrible to invite people into your home and have them treat your property with so little respect! "
"Mr. Krabs"," Then get into Pearl’s party and find out what they’re doing!"
"Mr. Krabs"," What’s taking SpongeBob so long? I’m getting tired of looking through his stuff. "
"SpongeBob"," Mr. Krabs, it’s working! "
"Mr. Krabs"," You get into that party, or you’re fired!"
"SpongeBob"," It’s me, SpongeBob SquarePants. Can we talk, Pearl? Whale to sponge?"
"SpongeBob"," Yeesh, I only asked for one."
"SpongeBob"," I only need eight! "
"SpongeBob"," Let’s boogie! Whoo! "
"Mr. Krabs"," SpongeBob?!"
"Mr. Krabs"," No, SpongeBob, that doesn’t cheer me up at all."
"SpongeBob"," Gary? Ohhhh! Gary? Oh, hi ya, Squidward.  Whoooooooaaaaaa! Ohhhhhhhh! Gary? Gary? Gary? Gary, there you are. What are you doing here? Well, today is the day you show everyone else you're the best pet in the whole world. Now, for a quick checklist. Let's see, eye reflects. Check. Slime viscosity.  Hi, Squidward.  Ready! Hi again, Squidward."
"SpongeBob"," Huh, people sure seem to treat their pets differently here."
"SpongeBob"," Oh, don't be so protective of me, Gary. I know I've been an horrible parent. But no longer! From this moment on forth, I vow to give my Gary the utmost in empty frivolity! To live by the standards of snail grooming, set forth by that guy!"
"SpongeBob"," Hold still, Gary. Uhhhhhh! Come on, buddy!  Uhh! Uhh! There. Oh, you're like a little cuddly present. "
"SpongeBob"," That's what I like to hear because I can bring this out. Your very own studded collar. With two rows of diamonds. Here, try it on. Now, let's get back out there and knock them out of their shells."
"SpongeBob"," Boy these pets are gussied today. Maybe I need a top hat or something to class it up a bit. Gary? Oh, thanks for reminding me. I didn't know your collar was loose.  Now, let's go get that top hat, buddy. Uhhhhhhhhhh! There you go."
"SpongeBob"," Well, I won't let it happen again."
"SpongeBob"," It's a good thing that new ceiling fan Mr. Krabs installed is still working. "
"Mr. Krabs"," Good word, boy! Don't sneak up on me like that."
"SpongeBob"," I was wearing shoes. They... It's so hot they melted off."
"Mr. Krabs"," Huh?"
"SpongeBob"," "
"Mr. Krabs"," Could you be a little more specific?"
"Squidward"," They're at the beach."
"Sandy"," -eeeeeeeeeeeeeeeee-haw! I love the beach!"
"Squidward"," Who are you?"
"Patrick"," I'd love to!"
"Patrick"," Almost up! "
"Mr. Krabs"," Yaaaaaaaaaaaaaah!  Wha? Where'd the beach go? These waters are calm. Too calm.  Dark sky.  Water spouts.... of blood.  Jelly donuts falling from the sky. What could this mean? There's only one logical answer. I've landed right in the middle of Dutchman's Triangle. Right above Davy Jones' Locker. In the Devil's Galley. "
"SpongeBob","  Cool!"
"Squidward"," You've never even seen him!"
"Patrick"," Plus, we wanna talk to you."
"SpongeBob"," Will you teach us how to surf, O great one, so we may get back home? "
"Patrick"," Not since I saw my first triple-layer cheese cake."
"Mr. Krabs"," Locust. Culinary! Oh.  Look, Cashy!  Earrings! Well, Cashy, I guess the Devil's Galley isn't so bad. As long as that Flying Dutchman doesn’t appear and stick us in Davy Jones' Locker! But that won't happen, will it Cashy? "
"Squidward","  Oh, wonderful."
"SpongeBob"," He said we just have to stare into this fire all night, and the secrets will be revealed."
"SpongeBob"," Where's he going?! Come on! "
"Patrick"," Hey, that's what they used to call me!"
"Mr. Krabs"," Oh, yes. I promise on my dear Aunt Sally's false teeth."
"Mr. Krabs","  No!! "
"Mr. Krabs","  Oh, all alone again.  Cashy!"
"Patrick"," No!!"
"Squidward"," Aaaaaaaaaahhhhhhhhhhhhhhh! "
"Patrick"," So did I, SpongeBob, but I was just mimicking it."
"SpongeBob","  So, you were mimicking it. Patrick, please don't do that. It is really..."
"Patrick"," Well, the last time I remember coughing like that, I was sitting at home, eating a box of Kelp Jerky."
"SpongeBob"," Oh, and you were coughing because you got something stuck in your throat?"
"Patrick"," No! You always give a choking victim the Slimelich Maneuver, first! And if that doesn’t work, you walk away and pretend like you never saw them before.  Like this! Ready, clam?"
"Patrick"," That's not a baby, SpongeBob."
"SpongeBob"," Well, then, what could it be?"
"SpongeBob"," Good idea coming here, Patrick."
"Patrick"," Good idea!"
"SpongeBob"," Well, that's my specialty."
"SpongeBob"," Hello."
"Patrick"," Well, just don’t take too long. We were just about to start playing with it."
"Patrick"," What do you mean, ‘small fortune?’"
"SpongeBob"," Whoa. How many more trucks do you think there’ll be, Patrick?"
"Patrick"," So, did you figure out what you’re gonna do with this fat stack of cabbage, yet?"
"SpongeBob"," Yup…I mean, nope."
"Patrick"," You do?"
"SpongeBob"," The mall!"
"SpongeBob"," Patrick, that was the best shopping day ever!"
"SpongeBob"," Oh, you wanna buy some ice cream?"
"Patrick"," Well, I don’t think so. Normally, I…"
"Patrick"," Uh, hey guys. Have you seen SpongeBob around?"
"Patrick"," SpongeBob? SpongeBob!"
"SpongeBob"," That’s my name, don’t wear it out."
"Mr. Krabs"," We don’t want any trouble, now just keep moving."
"SpongeBob"," Hey, Patrick."
"Patrick"," About what?"
"SpongeBob"," The money, and about those people being my friends."
"Patrick"," Yup, I found it!"
"SpongeBob"," Found it? Where?"
"Squidward"," ♪Fi-ga-ro!♪ "
"Squidward"," "
"SpongeBob"," Squidward? Where are you going, all dressed up?"
"SpongeBob"," A fancy party?"
"SpongeBob"," All except for that last one."
"Squidward"," "
"Squidward"," Huh?!"
"SpongeBob"," I'm good enough to join the Men's Chorus. I promise!"
"SpongeBob"," What a lucky break!"
"Squidward"," "
"Squidward"," "
"Squidward","  SpongeBob, I will be late to practice with all of your tomfoolery slowing me down!  It is a high honor to be chosen for the Bikini Bottom men's chorus, and you are not going to keep me from performing my Grand Solo!"
"Squidward"," Gentlemen."
"Mr. Krabs","  Don't we all?"
"SpongeBob"," And together we are..."
"Patrick"," Whoo!"
"SpongeBob"," Yeah!"
"SpongeBob"," Actually, we're here to fake wrestle."
"Patrick"," What was that?"
"SpongeBob","  That's Wrestlese for ""You're dead meat."""
"SpongeBob"," Fake wrestling."
"Mr. Krabs"," Actually...  It doesn't!  Okay, okay, look. Just...  Hey, where'd they...  Oh, no! Not the..."
"Patrick"," Squeeze."
"Mr. Krabs"," Goodbye, mon- ... new champions?"
"Mr. Krabs"," Curtain Number 2?"
"SpongeBob"," The new Mermaid Man and Barnacle Boy cards come out today! So I need to take out some mon-ey."
"SpongeBob"," Thank you. Hm... Um, Quincy, this one is wrinkled. I couldn't possibly give this to Mermaid Man. It simply won't do."
"SpongeBob"," Well, I'll have you know that this is for Mermaid Man. And I'm not leaving until I have money that shows him the proper respect.  Whoa!"
"Patrick"," No, I'm thinking about buying this book on counting. Three, four. What's gonna happen next? FIVE? Holy super-happy-fun-time! This book's good! I'll take it! One, two, three..."
"SpongeBob"," One pack of Mermaid Man and Barnacle Boy cards, please."
"SpongeBob"," How much is it? For this one?"
"Patrick","  SpongeBob, what's wrong?"
"SpongeBob","  Now I'll never have Mermaid Man and Barnacle Boy card #54, the special talking one!"
"SpongeBob","  Number 54! Patrick, where did you get these?!"
"Patrick"," Oh! Hey, SpongeBob? Can I borrow one of those cards?  I locked myself out of my house again. "
"SpongeBob"," "
"Mr. Krabs"," Huh?  Oh. Ahoy, SpongeBob!"
"SpongeBob","  Mr. Krabs...  it's beautifu-"
"Mr. Krabs"," Oh, well, uh... the Vikings lived a long time ago."
"SpongeBob"," And?"
"Squidward"," Ay! What do you want?"
"Squidward"," a race of scholars and scientists who lived before even Mr. Krabs was born."
"Squidward","  Of course they do! How else Mr. Krabs come up with such a brilliant idea?"
"Squidward","  Well, then why don't you go ASK THEM?!"
"SpongeBob","  Dear Vikings, I am writing to ask you guys about your lives and stuff.  If you would take the time to  answer all my neat questions,  then that would be  really swell."
"SpongeBob"," Huzzah!"
"Squidward"," Would you mind telling us what this is all about?"
"SpongeBob"," Wait! I still have lots more questions about the Vikings' way of life."
"SpongeBob"," Anything else?"
"SpongeBob"," Well, Mr. Krabs tells me I'm pretty good with a spatula."
"Squidward","  It's all yours."
"Patrick"," Oh, well, can't you just skip a day? Just call in sick. Always works for Squidward."
"SpongeBob"," And tarnish my reputation of never missing one day of school? No, I couldn't. Besides, that would be lying. And lying is wrong."
"Patrick"," Oh! There's always the catch.  I need brain fuel! Ah! SpongeBob, how am I gonna feed my brain when all you have is your fancy bubbly water? Well, it'll have to do. "
"SpongeBob"," Patrick, is this really neces—"
"Patrick","  Uh-huh.  Why?"
"SpongeBob"," Nothing. Nothing.  That's it!"
"SpongeBob"," The bathroom key!"
"SpongeBob"," Okay, that was fun. Well, I should really start heading back to class."
"Patrick"," Pretty cool, huh? "
"SpongeBob"," How'd you do that?"
"Patrick"," "
"SpongeBob"," "
"SpongeBob"," Patrick, you know how to play this game?"
"SpongeBob"," Hey, I'm getting pretty good at this game!"
"SpongeBob"," "
"SpongeBob","  Well, I better be off now."
"SpongeBob"," Miss, if you don't let me go right now, I might have to turn into a criminal!  Whaaa!"
"SpongeBob","  Ohh! I never returned Mrs. Puff's bathroom key! I can't give up now!"
"Mr. Krabs"," Oh, a correspondence in a bottle, eh?  Ahoy, Eugene. I'm so proud you followed your ol' Grampa's peg leg and became a pirate, that I'll be sailing by for a ship's inspection. That vessel better be well-oiled or you'll be dancing the short plank jig. Happy looting! Grampa Redbeard!  Grandpa Readbeard comin bla, bla, bla!"
"SpongeBob"," Swarthy! I mean...shiver me timbers!"
"Mr. Krabs"," I better take the helm and guide us to safer waters. Aye, that be a wicked soundin' wind out there, eh, Granddad? I said, ""Aye, that be a wicked soundin' wind out there!"""
"Mr. Krabs"," Oh, nothing. Look! "
"Mr. Krabs"," Sounds like we got a prize.  Ready, Squidward?"
"Squidward"," You owe me big time, Mr. Krabs. "
"Mr. Krabs"," Pearl! Could ya pipe down? Your Great-Granddad Redbeard is in there!"
"Squidward"," Hm? Oh! I couldn't be better!"
"Squidward"," Hello, Brother Roger."
"SpongeBob"," Do we get to join the lodge?"
"Patrick"," "
"SpongeBob"," Or... maybe not. They didn't let you join either?"
"Squidward"," "
"Patrick"," Found Squidward. "
"Squidward","  You can look now."
"Squidward"," SpongeBob! Are they letting me back in the lodge?!"
"Patrick"," Dog-pile on Squidward!"
"Squidward"," Morons."
"SpongeBob"," Not the way we do it."
"SpongeBob","  Let's move. "
"Patrick"," Initiation."
"Patrick"," After you, Brother SpongeBob."
"SpongeBob","  Ow! Ooo, ooo! Ow!  Brother Patrick."
"SpongeBob"," Do you still wanna be a Feather Friend?"
"Patrick"," Hm. It's genius. But, I see one flaw in your plan."
"Patrick"," Roooo!"
"SpongeBob"," Roar!"
"Squidward"," Unbelievable."
"Squidward"," Whoa!"
"SpongeBob"," Don't worry, Squidward. We still have the Feather Friends."
"SpongeBob","  Yeah, me neither. Just gonna be hangin' at 'Casa de Esponja'. Feel free to drop by if you're in the neighborhood.   Hey, Squidward. Wait up! Squidward! I realized I really didn't extend a proper invitation back there.  So what do ya say, Squidward? How about you come over to my house for a visit tonight? . Squidward?  Squidward?  Squidward?  Squidward? ."
"Patrick"," Only once. To take back some stuff I borrowed. "
"SpongeBob"," He said he wouldn't leave the comfort of his own home for my ""dirty little hovel""."
"SpongeBob"," Oh-okay, Squidward. "
"Squidward"," Why do you have my vacuum cleaner?"
"Squidward"," Yeah, probably not.  I'll be over to get my vacuum in twenty minutes. "
"SpongeBob","  Squidward! I've been expecting you! Welcome to my humble abode! I hope that you will find comfort. And please don't hesitate to ask me if there's anything I can... "
"SpongeBob"," Hot hors d'oeuvres? "
"SpongeBob","  Yes, of course.  Please take a seat while I go grab your vacuum.  Please make yourself at home!  Enjoying your visit so far, Squidward?"
"SpongeBob"," Then okay! Make yourself at home! Squidward sure seems to be enjoying his visit."
"SpongeBob"," So, are you enjoying your stay at 'Chez Spongè?' "
"Squidward","  He copied all 492 of my self-portraits...  ...and they're better than mine!  He even got the rug right. Get a hold of yourself, Squiddy, old bean. This doesn't mean anything.  This...all of this is just...  Mimicry! He doesn't possess your style, or your decorating acumen, or your love of the finer things. In fact, the only thing that he has is... is... my vacuum cleaner! And I'll remedy that...  posthaste!  A-ha! He put you in here along with all his bad tastes! You're coming home...  Home... with me... with me... "
"SpongeBob"," Squidward? You okay? Squidward?  Squidward! "
"Patrick"," A pretty long time. Huh?"
"SpongeBob"," Yeah, Patrick.  Gary?  They've shrunk!  I'm gonna need to get new pants. "
"Patrick"," SpongeBob?  No, you're not! SpongeBob has square pants. Now, leave me alone, you mysterious stranger."
"SpongeBob"," Patrick is so full of tartar sauce. I'm still me. It's just a pair of pants. It's not like my friends won't recognize me."
"Sandy"," Well, howdy, stranger! I don't recognize you in those newfangled dungarees.  You must be SpongeBob FancyPants. Clothes really do make the man!"
"SpongeBob"," Oh, Squidward! Guess who?"
"SpongeBob"," Squidward didn't know me either. It's like we'd never met. Maybe Patrick is right.  Oh no, it's locked.  Gary! Hey, Gary! Can you open the door?! I left my keys in the other pants. "
"Patrick"," Your house? This house belongs to SpongeBob SquarePants. At least it did before he left us.  I wish I could see him one last time. "
"SpongeBob"," Oh, barnacles! I guess I'm not 'SpongeBob SquarePants' anymore. I'll have to start all over again.  Hello, sir. I'd like an application, please. My name is SpongeBob Sq...  Sorry, I'm a little...  I'm a little...  I'm a little nervous. My name is SpongeBob... Roundpants. And I would like to seek employment at this eating establishment.  Oh, dear! Are you ok, Mr. Cashier? Ooh!  Here are the applications.  Let's see here. ""Name.""  SpongeBob RoundPants. Well, this is going well.  Hey, Mr. Cashier, looks like we're gonna be coworkers!  Question two. ""Have you ever been convicted of a felony?"" Hmm, what's a felony?"
"Squidward"," Whatever."
"Squidward","  Fine. Take a Krabby Patty and put it on the grill. "
"Squidward"," Um... fine."
"Mr. Krabs"," What are you two doing?! Get to work! I'm used to Squidward sleeping on the job, but I expect more from you, Mr. SquarePants."
"SpongeBob"," I mean, do these pants look square to you? They're round."
"Mr. Krabs"," Who told you that?"
"SpongeBob"," Order up, Squidward."
"Sandy"," Well if it isn't SpongeBob UnderPants. "
"SpongeBob"," Oh, sure thing. "
"SpongeBob","  I've got it! "
"Patrick"," Really?"
"SpongeBob"," Because, we're card carrying members of the Mermaid Man and Barnacle Boy fan club."
"SpongeBob"," Got it!"
"SpongeBob"," Well maybe somebody should have thought about that before they ponied up for the world's greatest patty! Mr. Jail Warden!"
"SpongeBob"," Uuhhhhhh! That's the evil Man Ray!"
"Patrick"," You too missy."
"SpongeBob"," Well, our work is done here."
"Patrick","  And then some."
"SpongeBob","  And then some!  That's a good one!"
"Squidward"," Why?"
"Squidward"," It is... No, I mean, uh, no, no, I didn't!"
"SpongeBob","  Hey, look! It's Squid... "
"Patrick"," I'll say."
"Squidward"," Alright, that's enough!"
"Squidward","  Anyway, the metronome helps us keep time."
"Squidward"," You once again managed to single-handedly annihilate what might be the one and only chance I may ever get to sew just one tiny seed of creative hope into the culturally barren wasteland that each and every one of us is forced to call home!"
"Patrick"," Okay SpongeBob! It's your turn! I'm ready!"
"SpongeBob"," Okay Patrick! Here I come! "
"Patrick"," Ball! Let me see it!  What a weird ball."
"SpongeBob"," Well, who knows how long it ... Ah! Mother of Neptune! Get away from me! Get away from me!"
"Patrick"," That sounds delightful! "
"SpongeBob"," Gary!  Make yourself descent.  You have a visitor.  Gary, wake up  Patrick, just bring in here, careful now, that's right."
"Squidward","  SpongeBob? Don't you know that it's 700 in the morning?"
"SpongeBob"," Enjoy your new home, little guy."
"Mr. Krabs"," Well, it's like they always say back in the old country, lad."
"Plankton","  There's nothing wrong with Chum Bucket fare. Why look! Here's a fresh batch of a delicious new chum sauce. It's called Spicy Chum Surprise.   Delectable!"
"Plankton","  Ugh! How many times must I say it?! We don't carry Krabby Fries, we don't carry Krabby Kola, we don't carry Krabby Sauce, and we don't carry Krabby Patties! So, if you want any of those things, you're gonna have to go to the Krusty Krab which is located directly across the street!"
"Plankton"," Oh come on! When we first met, you were little more than a jumbled mass of diodes and wires. I made you what you are today!  Literally! So don't think you couldn't be replaced in a heartbeat! Ow!"
"Plankton"," Oh yeah! I don't need you! I can make a whole army of computers that might actually help me steal the formula!"
"Plankton"," They're supposed to do that.  Next, behold! The Noxious Enterprises Super SPU-31 Liquid-Cooled Mobile Processing Unit, a mind staggering combination of both power! And refinement."
"Plankton"," All right, then let's do this! T-119A to position!  SPU-31 to position! Command Module to position!"
"SpongeBob"," Hey, Squidward look! I figured out how to get my mop wet without dipping it in the bucket."
"Plankton"," Hey! Krabs, I wanna see you."
"Mr. Krabs"," Okay boy, get out there. "
"SpongeBob"," Uhhhhh, uuh uuh."
"Plankton"," Hey, what gives?"
"Squidward"," Krabs is gone?"
"Squidward"," No."
"Squidward"," This must be important. Mr. Krabs has never interrupted one of these before."
"SpongeBob"," Gosh, I'd love to, Squidward, but I've got to cook the patties. "
"SpongeBob"," Yes?"
"SpongeBob"," I know your secret..."
"Squidward"," Moron."
"Squidward"," SpongeBob, what're you doing?"
"SpongeBob"," Now that I'm in charge, I've decided to decorate the Krusty Krab! I'm gonna make it all pretty!"
"SpongeBob"," There's another secret? What's the secret?"
"SpongeBob"," Oh...  How's this, Squidward?"
"SpongeBob"," Got it!  Gum under all the tables! How's that for low expectations?"
"Squidward"," If you want the customers to stay, you need to provide some entertainment!"
"SpongeBob","  The telescope!"
"Sandy"," Without further delay, I will now initiate the protosequence. "
"Mr. Krabs"," What happened to your clothes, boy?"
"SpongeBob"," Ugh! I left it at Patrick's rock!"
"Patrick"," Yeah, I'd like to know also! What kind of a birthday present is this? "
"Sandy"," That looks like my power drill! You've got a lot of explaining to do, mister! "
"Patrick"," We could've worked something out."
"SpongeBob"," Aw. You know, you guys are right. It was silly to think I could be in 3 places at once."
"Sandy"," Nonsense, SpongeBob! Of course you can, if you'll just step into the Protogenerator 2000!  First, I close the protochamber...  ...And finally... she presses a button, and there is a glowing light from the chamber, everyone gasps as 2 SpongeBobs emerge from the tube]"
"SpongeBob"," What are you doing out here, silly?"
"Patrick"," Ugh! I hate that hat!  Fine, have it your way, hat!  Hmph. Looks like Squidward has time to play. Hey, Squidward!"
"Patrick"," Standin' around out here all day."
"Patrick"," Okay. "
"Patrick"," Do I get my hat now?"
"SpongeBob"," Patrick!"
"Mr. Krabs"," It's OK, boy, he signed a waiver.  Is he ready, Mr Squidward?"
"Squidward"," Ready!"
"Patrick"," I dunno, Mr. Krabs."
"Squidward"," You want me to push you off your precarious perch into a bucket of spiny sea urchins? Oh, if only you were SpongeBob. OK, I'll do it! "
"Patrick"," Thanks, Squidward! Oh, my hat. Gotcha! All right, back where you belong, aaaah! ."
"Mr. Krabs"," Thank you."
"Patrick"," You're giving me a raise."
"Patrick"," Really?"
"SpongeBob"," Sure thing, pal."
"Patrick","  Yeah, that'll happen."
"SpongeBob"," Ugh, there is just nothing to play with."
"Squidward"," Get out!"
"Patrick"," We hadn't thought of that one."
"Patrick","  Almost there!"
"SpongeBob"," Well, we're here."
"Patrick"," We wanted to go to the toy store, but it's not open yet."
"SpongeBob"," ♪Toys! Glorious toys! La, la, la! Toys! Yeah!♪ Hey, Patrick."
"Patrick"," What part of ""never"" don't you understand?"
"SpongeBob"," Patrick, we have to leave."
"Patrick"," Oh, it's sneaky alright. Really sneaky. C'mon, haven't you always wanted to have a toy store all to yourself?"
"SpongeBob"," No. But I do now. What do we do first?!"
"Patrick"," That was fun! Now let's dress up like fairy princesses! ."
"SpongeBob"," Ready, Patrick?"
"SpongeBob"," Patrick, don't!"
"SpongeBob"," My eyes!!"
"Patrick"," No, besides, I don't really think my shins should be involved. They're a bit flabby today. "
"SpongeBob"," That's shin dig buddy. We're spending the day at the beach in the honor of our best friendship."
"SpongeBob"," I'm going to the beach with my best friend!!!  Ooohhhh buuusss drrrivvver!"
"Patrick"," I knew it! We've been abandoned!"
"SpongeBob"," No! No! Patrick! No one is ever going to find us out here! "
"Patrick"," Ohhh...hmmm... How about small plastic disc that you toss!?"
"SpongeBob"," Perfect! Now run along, Patrick and I'll  toss it to you!"
"Patrick"," I wasn't going to do this, but you've left me no choice. "
"Patrick"," Yes, I can!"
"SpongeBob"," No, I can!"
"SpongeBob","  I guess I go better take a look. "
"SpongeBob"," Gary?  Noooooooooo! "
"SpongeBob"," Yeah, your right, too gaudy.  No, too last season.  Well, I need that. A-haha, look Gary.  Here, try this on for size."
"SpongeBob"," Here it is Gary. Your neeew shell. . You look ready to ride.  Shell Spiffy. Great idea, Gair, I'll order you a new shell. Are there any you have your mind on, ol' buddy? "
"SpongeBob"," Oooohh, that's nice, love the pattern. We'll take it, but first I gotta make sure it's battened down. We don't want this one slippin' off hey, buddy? "
"SpongeBob"," Well it... certainly is shiny."
"SpongeBob"," Wait, wait, wait! Before we do the hand-off, let me make some precautionary measures. Okay, first,  shoes are tied, hands are de-ry  and now a thick layer of bubble wrap "
"SpongeBob","  Mr. Krabs, perhaps you can help me find a new shell for Gary."
"Mr. Krabs"," Oh. I see "
"SpongeBob"," Deal!  Oh, another bad dream.  Mr. Krabs?"
"Mr. Krabs"," SpongeBob me boy, I need to borrow a blanket."
"SpongeBob","  I guess ""All's shell that ends shell. Huh, Gary?  Gary? Gary?  Gary?!"
"Plankton"," Hello sir, and welcome to the Chum Bucket! Er, sir?"
"Patrick"," Oh right, congratulations, you have zero customers!"
"SpongeBob","  Five. "
"SpongeBob"," Ah! Goofy Goober is going non-dairy?"
"Mr. Krabs","  A few hours ago, the Chum Bucket was, as it should be, a desolate no-man's land.  There's only one way he could have changed things around so quickly.  Plankton must have slipped into the Krusty Krab while you weren't looking."
"SpongeBob"," "
"Plankton"," Excuse me, would you like a free sample?"
"Mr. Krabs"," No, uh  I'm full thanks!"
"Plankton"," I'm gonna see how our advertising guru is doing.  What brilliant slogans have you come up with this week Patrick? "
"Patrick"," OOH I like that one!"
"Plankton","  HEY EVERYONE! CHUM IS FUM!"
"Plankton"," Karen, babe, you don't need help when you have a catchy slogan like mine."
"Patrick","  Huh?!"
"Plankton"," NO! That's not it you FOOL! We need a new slogan! You need to come up with another genius catchphrase like ""Chum is Fum"" but different."
"Plankton","  Here's your Chum Bucket Supreme, enjoy! Patrick my boy, you really earned that promotion!"
"Mr. Krabs"," Yep.  Keep up the good work boy'o!"
"Plankton"," Stop that at once! You—!"
"Plankton"," "
"SpongeBob","  Hold on! Did you hear that? It sounds like..."
"Plankton"," Uh, I didn't buy Karen anything."
"Plankton"," My loove?"
"Plankton"," L..."
"Plankton"," Llll...uhhh...vuh!"
"SpongeBob","  Trampling enemies...  Now tell me about Karen."
"SpongeBob","  Ooh! a music lover, I think we have our solution you need to serenade her."
"Plankton"," Ready? But what do I sing?"
"Plankton"," No, I'm just nervous. I don't know what flying insects have to do with it."
"Plankton"," You really liked it?"
"SpongeBob"," They're such a lovely couple.  The Krabby Patty Formula?!"
"SpongeBob","  How do ya turn this thing off?!"
"SpongeBob"," Yes! I'm Saved! Your wife exploded!   Um... Happy Anniversary you guys. "
"Plankton"," E-M-I-L-P? What's E-M-I-L-P?!"
"Squidward","  What the?"
"Mr. Krabs"," Fore!"
"Mr. Krabs"," Then shut your porthole."
"Squidward"," Battening down the word hatches, sir."
"SpongeBob"," There we go."
"Mr. Krabs"," Decorations, check. Security?"
"Mr. Krabs"," So, let's get out there and sell some Krabby Patties!"
"Mr. Krabs"," The door!"
"Mr. Krabs"," Everybody, calm down. I spent a lifetime working in this restaurant, and I know there's only one way out of here."
"Mr. Krabs"," Hey, what's this?  It's an old Krabby Patty wrapper.  Aah, that takes me back to the good old days."
"Squidward"," Mr. Krabs,  Why do you have cameras watching us?"
"SpongeBob"," Thank you Mr. Krabs. Dental hygiene is very, very important."
"SpongeBob"," Follow me!"
"SpongeBob"," You know, this reminds me of the time Mr. Krabs confided in me the Krabby Patty recipe. Oh, I don't want to bore you with my silly old stories."
"Mr. Krabs"," SpongeBob, you've been working here for a while now, so I think I can trust you. It's time I told you."
"Plankton"," Yes? Go on."
"Mr. Krabs"," Now, remember, you can never tell another living soul."
"Mr. Krabs"," Squidward, what's with the creepy smile?"
"Squidward"," I was just  remembering the world before SpongeBob."
"Sandy"," And how!"
"Mr. Krabs"," Yes."
"Squidward"," Yes."
"Patrick"," And I'll just write my... myself down here for... forgiving up, too. Uh, SpongeBob?"
"SpongeBob"," No, Patrick, I don't want to give up."
"Mr. Krabs","  Ow!"
"Patrick"," What now?"
"SpongeBob"," And let's not forget the man who made it all possible. Mr. Krabs. What could be better?"
"Mr. Krabs"," Ah, 'tis a beautiful sight. It warms me heart.  Me Krabby Patty recipe! What's it  doin' out here? Whoa-ho! Shoulda known! Plankton."
"Plankton"," You know, this isn't so bad. Everyone looks like little ants from up here. Wait. Help."
"Mr. Krabs"," Stay away from the high-tension wires.  Allow me to open the door for a valued customer."
"SpongeBob"," Happy anniversary, Krusty Krab."
"Patrick"," No. Just kidding!"
"SpongeBob"," I see you even brought your double net."
"Patrick"," Oh, SpongeBob, That reminds me. We should probably check the weather report before we go."
"SpongeBob"," Good idea."
"SpongeBob"," Patrick, help me get these boards nailed up."
"Patrick"," You can say that again."
"SpongeBob"," Actually, I can't."
"Squidward"," "
"Squidward"," No! I— what storm?"
"SpongeBob"," That's better."
"Squidward"," This is tic-tac-toe. You don't roll to see who goes first."
"Patrick"," He's right. You play rock, paper, scissors for it."
"SpongeBob"," Oh, yeah."
"Patrick"," Darn it!"
"SpongeBob"," Tie."
"Squidward"," Grrr!"
"SpongeBob"," Oh, it's okay, Squidward. We'll just start over."
"SpongeBob"," Please..."
"SpongeBob"," I have a question."
"Squidward"," Brilliant work, as usual, Squidward. Now all I have to do is sit here until this storm blows over.  Wait a minute. I'm starving. SpongeBob's got to have some snacks around here somewhere. Ah, Jackpot.  I bet you wish you had some of this, don't—? Snail food?  I've got to get some real food. "
"Squidward"," Oh, thank you. I'm just so hungry."
"Squidward"," But all I wanted was something to eat."
"Patrick"," Did somebody say something to eat?"
"SpongeBob"," Patrick, look out!"
"SpongeBob"," Apparently so. Well, that and a refrigerator full of food anyways."
"SpongeBob"," Squidward, wait!"
"Mr. Krabs"," And good riddance! Next time, you should read our sign about the mandatory side of fries policy!  Lookie, another flat-eyed, bushy-tailed customer!"
"Plankton"," Did you see that?"
"Plankton"," Well, let's just dig deeper and go around it!"
"Plankton"," It's just a shame no one else can see it!"
"SpongeBob"," It's a ""stalagmiter,"" available exclusively at the Chum Caverns Gift Shop."
"Plankton"," Another order of Chumballs!  Huh?"
"Plankton"," Heh, heh, heh! How does it feel, Krabs? Being in the hole, so to speak. Not well, I'd imagine. Now hold still so I can bury you."
"Mr. Krabs"," Not if I bury you first! "
"Plankton"," Ha! There may be no way out for you, Krabs, but you needn't worry about me! My diminutive stature allows me to slip through rubble with ease. "
"Plankton"," I am, and I will!"
"Mr. Krabs"," But what about our deal?"
"Mr. Krabs"," Capturing customers! I should've thought of it sooner! But without Squidward, I need someone to work the register. "
"Mr. Krabs","  Oh, that's better. Looks lovely, Squidward. Excellent work. How goes it over here?"
"Mr. Krabs"," Nope, sorry. I guess that it's twenty dollars for for you then. Don't be shy folks. Seats are going fast."
"SpongeBob"," Excuse me, Mr. Royal Sea Kingness, your table is this way,sir."
"SpongeBob","  No, not that chair, your Highness. That one, see? It even has its pretty name card that I made still on it."
"Mr. Krabs"," Oh! If Neptune doesn't cheer up soon, me business is ruined."
"SpongeBob"," Stop, Squidward, please stop! Your descriptions are too horrifying for my delicate sensibilities."
"SpongeBob","  Another one!  Plus some rope. "
"SpongeBob"," For King Neptune's birthday!"
"SpongeBob","  Well, thanks, but..."
"SpongeBob"," Don't go."
"Mr. Krabs"," Great idea, go and play them another song."
"Mr. Krabs","  What he say?"
"Squidward"," I think he wants us to look at the O MY!"
"SpongeBob"," What's happened here?Hello, where is everybody?"
"Patrick"," Right"
"SpongeBob"," We better use the secret entrance."
"Mr. Krabs"," Please! I'll be ruined!"
"Patrick"," You thinking what I'm thinking?"
