"Character","Line"
"kramer"," Let's try a few more questions, alright? &lt;Karen stands up.&gt; 
        If you were Miss America, and the U.S. was on the brink of a nuclear war, 
        and the only way the conflict could be averted was if you agreed to sleep 
        with the enemy's leader, what would you do?"
"kramer"," Yes, they're important! If you stumble, if you hesitate, you 
        can kiss the crown goodbye. Now if I've told you once, I've told you a 
        thousand times - poise counts! It's just as important as the others. Swimsuit! 
<!-- BeginAd02 --><!-- EndAd -->
        Evening wear! Talent! POISE!"
"george"," Hey. "
"jerry"," Hey."
"george"," How was the show?"
"jerry"," Good. How was the roulette?"
"george"," I won fifty bucks! Boy, this is great. Too bad Elaine's not here."
"jerry"," Yeah, all she had to do was buy Mr. Pitt a pair of socks!"
"elaine"," But what??"
"elaine"," But that's why I got you the tighter ones! &lt;Holds them up.&gt;"
"elaine"," What do you want!?"
"jerry"," What the hell is that?"
"george"," I don't know, it sounds like pigeons or something!"
"george"," Me either. Is there anything you can do to shut them up?"
"jerry"," Wait a second. &lt;Grabs the icebucket off the counter.&gt; This'll 
        scare 'em off. &lt;Dumps the bucket of water over the balcony. We hear 
        a loud squawking noise and the flapping of wings, then the noise is gone. 
        Jerry gets back into bed.&gt; Well, good night, Ollie."
"george"," Good night, Stan."
"kramer"," What is it?"
"kramer"," How did this happen?"
"kramer"," Accident? This was no accident. These doves were murdered."
"kramer"," Well, that's it! She's out of the pageant!"
"jerry"," What? Why? What happened?"
"kramer"," Her birds are dead."
"jerry"," Birds?"
"kramer"," Yeah, birds. She's got these trained doves, she does this magic 
        act, that was her talent for the pageant. You know what I think, Jerry? 
        I think somebody murdered those doves. Somebody wanted her out of that 
        contest bad. Somebody who was just eaten up with jealousy. Somebody who 
        just couldn't stand to have the spotlight taken off of them! &lt;Kramer 
        turns around and notices the empty icebucket on the edge of Jerry's balcony.&gt;"
"jerry"," What are you looking at? &lt;Kramer goes out onto the terrace 
        and looks down.&gt; Oh, that! We had to leave that outside, last night, 
        because the water was making the room too cold."
"jerry"," No, you don't understand - it's not what you think! It was an 
        accident!"
"kramer"," Well, don't think you've won, because you haven't! This kid is 
        a fighter! And if you think I'm gonna let a couple of dead birds get in 
        our way, you're crazy!"
"jerry"," Kramer, you gotta explain to her what happened...! &lt;Kramer 
        exits.&gt;"
"jerry"," Oh, it was just Kramer...apparently I killed Miss Rhode Island's 
        doves with a bucket of water last night."
"george"," Oh. &lt;Goes back into the bathroom.&gt;"
"kramer"," How ya feelin'?"
"kramer"," There's nothing to be nervous about."
"jerry"," I heard those doves were really incredible. "
"george"," That's a shame. &lt;Karen is shown singing off-key on the television.&gt;"
"jerry"," It's like watching an animal get tortured."
"george"," Hey, hey! Yankee game! &lt;Changes the channel.&gt;"
"jerry"," Oh, great! Alright. &lt;We hear the announcers calling the game.&gt;"
"jerry"," That's a shame."
"kramer"," Poise. Poise!"
"elaine"," Yeah, uh, I'm looking for a Rollamech 1000 mechanical pencil."
"elaine"," No, I'm sure you do."
"elaine"," Well, it's for my boss."
"elaine"," Elaine."
"elaine"," It's just Elaine, like Cher. Ha ha ha"
"elaine"," Uh, aw, KL5-239O."
"elaine"," Okay,   Move  along. . . "
"jerry"," Why did you give him MY number?"
"elaine"," I think he's got ideas. "
"jerry"," I wonder if any woman ever said that about Einstein?"
"jerry"," Call me when the pencil comes in Okay?"
"elaine"," Just call me when the new pen comes in, okay?"
"jerry"," Why does Mr. Pitt prefer a pencil to a pen anyway? Hey. Look who's 
        here."
"george"," Hey, hey."
"elaine"," Hey hey"
"jerry"," Hi Julie."
"george"," Elaine, Julie."
"elaine"," Hi."
"elaine"," Oh, mine's ""Ike""."
"george"," Hey, wanna get some lunch?"
"jerry"," Just had a big bowl of Kix."
"george"," Ah, well, that's very mature. What about you?"
"elaine"," Ah, no."
"elaine"," No, no. How about if you bring me back something?"
"george"," Sure, all right, what do you want?"
"elaine"," Um, hum, I don't know.. . . A big salad? "
"george"," What big salad? I'm going to the coffee shop."
"elaine"," They have big salads."
"george"," I've never seen a big salad."
"elaine"," They have a big salad."
"george"," Is that what I ask for? The BIG salad?"
"elaine"," It's okay, you don't"
"george"," No, no, Hey I'll get it. What's in the BIG salad?"
"jerry"," Big lettuce, big carrots, tomatoes like volleyballs."
"george"," , we'll see you in a little while."
"elaine"," Maybe I should just get married."
"jerry"," Dating is really starting to get embarrassing isn't it?"
"elaine"," I know. You know, whenever I'm on a date I feel people can tell."
"jerry"," People on dates shouldn't even be allowed out in public."
"elaine"," You can say that again."
"jerry"," It's embarrassing for them. It's painful for us to watch. I'm 
        going out with someone later, I'm not even taking her out of the house."
"elaine"," Good for you."
"jerry"," I don't need a bunch of people staring at us."
"elaine"," Right on baby. "
"jerry"," What was that?"
"kramer"," That Gendason, what a jerk. I'm never playing golf with him again."
"elaine"," Who Gendason?"
"kramer"," Steve Gendason."
"elaine"," Oh, how did you end up playing golf with him?"
"kramer"," Well, I met him on the course a couple of years ago. Yeah. Played 
        with him a lot. But today was it! We're on the fifteenth hole, ya, he's 
        beating me by a couple of strokes. Then, he's about to hit his second 
        shot, when, he picks up the ball and CLEANS it."
"elaine"," So what?"
"kramer"," Umph, sorry! But the rules clearly state that you cannot clean 
        the ball unless it's on the green. The rules are very clear about that. 
      "
"jerry"," Certainly are. "
"kramer"," Ya, so I penalized him a stroke. "
"kramer"," He LOST IT! We almost came to blows. We were face to face like 
        a manager and an umpire like this . . kara a pukka ba ya ka ba . . . "
"jerry"," All right. You're in MY face."
"elaine"," I still don't see what the big deal is. "
"kramer"," A rule is a rule. And let's face it. Without rules there's chaos. 
      "
"george"," Oh, Sapphire. Uh ha "
"george"," He can be pedantic. He can be pedantic."
"george"," Yes. Yes. You know what's interesting. The quarterback for the 
        Atlanta Falcons is Bobby Hebert. No ""r"" which I find fascinating. 
        You know it's Herbert h-e-r-b-e-r-t, Hebert h-e-b-e-r-t. ""Hebert"" 
        it's a fun name to pronounce. Try and say it Hebert. Take a shot. All 
        right.  All right. I "
"george"," No, Julie, Julie, don't insult me. You know, what difference 
        does it make who pays for lunch. It's totally meaningless. "
"jerry","  Hello. No she's not here. Okay, fine, whatever. I'll 
        tell her. Okay. Goodbye. The stationery store guy called to say he ORDERED 
        your pencil. "
"elaine"," I told ya'. He has ideas."
"jerry"," He doesn't even care if a man answers."
"elaine"," Or you."
"george"," Hey, hey."
"elaine"," Hey."
"elaine"," No problem."
"elaine"," Thank you, Julie."
"george"," No, you go Guggenheim. I'm not much of a Guggenheim."
"george"," Ya, you go. "
"jerry"," Bye bye"
"george"," Did you see what just happened?"
"jerry"," Well, that all depends. . . "
"george"," Did you happen to notice that Julie handed the big salad to Elaine?"
"jerry"," Yeah, so?"
"george"," Well, she didn't BUY the big salad. I bought the big salad. "
"jerry"," Is that a fact?"
"george"," Yes it is. She just took credit for my salad. That's not right."
"jerry"," No it isn't. "
"george"," I mean I'm the one who bought it. "
"jerry"," Yes you did."
"george"," You think she should have said something?"
"jerry"," She could have."
"george"," Oh, I know."
"jerry"," Imagine, her taking credit for your big salad. "
"george"," You know you buy a big salad for somebody it would be nice if 
<!-- BeginAd01 --><!-- EndAd -->
        they knew it. "
"jerry"," Obviously."
"kramer"," Turn on the TV."
"jerry"," What?"
"kramer"," I'm puttin it on"
"kramer"," Jerry . . . <br/>
        Jerry Well, it has nothing to do with you."
"kramer"," Yeah, but maybe he was so mad from the penalty stroke that he 
        murdered the dry cleaner."
"jerry"," Well, generally speaking you don't need any extra incentive to 
        murder a dry cleaner. I wouldn't worry about that. "
"elaine"," I like Julie. She's very personable."
"george"," Yeah, she's very lovely."
"elaine"," That's great George. "
"george"," So did you enjoy your lunch?"
"elaine"," Yeah, A big salad. Very good. Actually it was too big. Ha ha 
        ha Wht?"
"george"," oh, . . .because she handed you the bag. I could have handed 
        you the bag. She happened to pick it up at the restaurant even though, 
        . . . "
"elaine"," Even though what?"
"george"," . . . naw, it's just you thanked HER, and and oh, . . . what's 
        the difference?"
"elaine"," What? What are you trying to say, George?"
"george"," It's just that I was the one who actually paid for the big salad. 
        She just happened to hand it to you. But it's no big deal. "
"elaine"," You want the money for the big salad, George?"
"george"," No, no,"
"elaine"," What is the problem?"
"george"," There is no problem. . . just a small miscommunication. Whereby 
        you thanked her instead of the person actually responsible for purchasing 
        the big salad."
"jerry"," And Kramer thinks a penalty stroke may have driven him to it."
"jerry"," Ah, no , I don't think so."
"jerry"," We don't need a bunch of people staring at us."
"jerry"," Hello. No she's not here. Yes I will tell her. No I don't know 
        what time she might be coming back. Look I gotta' go. Goodbye. . . . That, 
        that's a long story. "
"jerry"," Hello Newman."
"jerry"," No, no I don't. Why?"
"jerry"," I suppose."
"jerry"," I don't know. Nothing.? "
"jerry"," You two know each other?"
"newman"," You might say that."
"newman"," Well, tootle loo. And nice seeing you again Margaret, goodbye 
        Jerry. Have fun. Hehe "
"jerry"," . . . YOU went out with . . . Newman?"
"jerry"," Why?"
"jerry"," You liked, Newman?"
"jerry"," No, I'm sorry. I'm just a little curious. I mean why did you stop 
        seeing him. "
"jerry"," . . . HE ended it? "
"jerry"," No, no of course not. "
"kramer"," Jerry, Jerry they found a tee. "
"jerry"," What tee?"
"kramer"," A golf tee. In the dry cleaner."
"jerry"," Newman! She went out with Newman!"
"elaine"," It must be a mistake."
"jerry"," No. It isn't and the most distressing part of it is, not that 
        she went out with him but that HE stopped seeing her. Do you understand? 
        He, Newman; Newman stopped seeing her. Newman never stopped seeing anybody. 
        Newman will see whoever is willing to see him. Not so much why she did 
        see him as disturbing as that is. But why, did HE, Newman, stop seeing 
        her? "
"elaine"," Perhaps there's more to him than meets the eye. "
"jerry"," No, there's less. "
"elaine"," It's possible."
"jerry"," No it isn't. I've looked into his eyes. He's pure evil. "
"elaine"," He's an enigma, a mystery wrapped in a riddle. "
"jerry"," Yeah, he's a mystery wrapped in a Twinkie."
"jerry"," No,, but thank you. "
"jerry"," Oh, by the way, your stationery store guy called and he's got 
        your pencil. "
"elaine"," Ugh! You are kidding me. "
"jerry"," No, he left the store early, made a special trip to the distributor 
        and got it. "
"elaine"," I bought mine yesterday on 14th Street. "
"jerry"," Well, what did you do that for? You ordered it."
"elaine"," To please Mr. Pitt. "
"jerry"," Well, you better go down there and tell this guy. He's very excited. 
      "
"elaine"," Uh, great!"
"jerry"," Hi Julie."
"jerry"," Hi. "
"elaine"," Hi Julie."
"jerry"," Hi, how are you, Elaine? I'm meeting George here. "
"elaine"," Oh, well then I better get going otherwise George will make me 
        buy him lunch to make up for that big salad he bought me yesterday. "
"jerry"," How do you know THAT?"
"newman"," Who is it."
"jerry"," It's Jerry."
"newman"," You've come at a bad time now. Could you come back later?"
"jerry"," Come on Newman. OPEN THE DOOR!"
"newman"," Hellooo Jerry. What a rare treat. What brings you down to the 
        east wing?"
"jerry"," Okay, pudgy, lets stop playing games. What happened with margaret?"
"newman"," There's no need to get excited. Can't we discuss this like gentlemen?"
"jerry"," No, we can't. My skin is crawling just being inside your little 
        rat's nest. Now, what happened?"
"newman"," Do you really want to know what happened? I'll tell you what 
        Happened. She wasn't my type. "
"jerry"," Noit your type? "
"newman"," Not really. "
"jerry"," Well, how come? "
"newman"," Ah, she just didn't do it for me. "
"jerry"," What, what is wrong with her? "
"newman"," Well, h ha ha- if you're happy with her, that's all that matters."
"jerry"," You don't think she's attractive?"
"newman"," No. I need a really pretty face. But, Hey, that's me. "
"jerry"," Okay, Newman, thanks a lot. "
"newman"," Care for some lemonade? "
"jerry"," No, thank you. "
"newman"," Drop bye anytime, jerry. Hah, ha ha "
"kramer"," Listen to this, ""If a player cleans his ball during the 
        play of a hole accept on the putting green he shall incur a penalty of 
        one stroke. "" That's a rule, Jerry."
"jerry"," But it's just a friendly game. Why do you have to be such a stickler?"
"kramer"," Because that's the way I weas raised. You know when I was growing 
        up I had to be in bed every night by nine o'clock. And if I wasn't, well 
        I don't have to tell you what happened. "
"jerry"," What are you so worried about this for?"
"kramer"," You know he talked about Pinkus on the course? "
"jerry"," He did?"
"kramer"," Oh yeah, he said he brought a pair of pants into Pinkus' and 
        they came back stained with some kind of dry cleaning fluid. And Pinkus 
        denied responsibility. You see he was very upset with Pinkus. "
"jerry"," So it had nothing to do with you. "
"kramer"," Yeah, but maybe I pushed him over the edge. "
"jerry"," No, I don't think so. "
"kramer"," Poor Pinkus, poor little Pinkus."
"jerry"," Hey, let me ask you a question. You met margaret. Doo you think 
        Margaret's good looking? Um, she's a natural beauty. Oh, no makeup. I 
        like that. "
"jerry"," Yeah, and the curls. You like the curls?"
"kramer"," Oh, I love curls."
"jerry"," Yeah,, me too. "
"kramer"," All right, I'll see you later."
"jerry"," Where you going?"
"kramer"," Genderson's."
"jerry"," You're going to see Genderson?"
"kramer"," It's weighing on my conscience. "
"george"," You know, I think I could have played with dolls if their were 
        dolls in the house. It seems like fun to me. It doesn't seem like a gender 
        thing. I think I would like to play with dolls. What's so terrible?"
"george"," A ha! We're just friends. "
"george"," Oh, share."
"george"," Ha, ha ha uh, I'm not following that. "
"george"," Well, she probably just assumed. "
"george"," . . .uh, . . . wait a second. Are you suggesting that I went 
        out of my way to tell Elaine that even though you handed her the big salad, 
        that it came from me? "
"george"," . . . WELL IT WAS A BIG SALAD. AND WHAT I WOULD LIKE TO KNOW 
        IS, HOW DOES A PERSON WHO HAS NOTHING TO DO WITH THE BIG SALAD CLAIM RESPONSIBILITY 
        FOR THAT SALAD AND ACCEPT THE THANK YOU UNDER FALSE PRETENSES - AH - AH?"
"elaine"," It's just that my boss is very demanding and he needed the pencil 
        right away."
"elaine"," No, no no I didn't know. I, I'm sorry. "
"elaine"," Really? A fight with the foreman? "
"elaine"," Well, again, I'm just awfully sorry. "
"elaine"," Okay. "
"jerry"," You had how many dates with him? Three? "
"jerry"," And . . "
"jerry"," What? I'm not looking. Nothing. "
"jerry"," Why are you looking at my face? "
"jerry"," Where am I going to look? "
"jerry"," . . . I can't. "
"jerry"," Newman!"
"jerry"," All I could think of was when I was looking at her face was; Newman 
        found this unacceptable. "
"elaine"," Well, ,I'm going out with the stationery store guy. "
"jerry"," You're going out with the stationery store guy?"
"elaine"," I felt so guilty about the pencil I couldn't say no. "
"elaine"," Well, well, well, I'm not treating you to lunch ANYMORE! You 
        had to tell Julie that I made a special point of telling you that I bought 
        you the big salad. Didn't ya'. "
"elaine"," Uh, uh."
"george"," You know, if it was a regular salad I wouldn't have said anything. 
        But you had to have the BIG SALAD. "
"jerry"," Hello, what? You're kidding. I'm turning it on. Oh, my god. Get 
        out of here.  Hey listen to this. They issued a warrant for 
        Genderson's arrest. He escaped and the police spotted him on the New Jersey 
        Turnpike. "
"kramer"," Yeah, this is Kramer. I got Genderson in the car. He wants to 
        see his fish. I'm taking him to see his fish. So tell the police to back 
        off. "
"kramer"," My name is Kramer. You know who I am dammit! "
"kramer"," I thought we would blend in."
"kramer"," we would have had all that bridge traffic. "
"jerry"," how come you didn't say hello to me the other day, huh?!"
"jerry"," I've never been able to figure out why they make these bizarre 
        toilet seats that they have. You know, like those clear Lucite ones, with 
        all the, the coins in it? It's a lovely tribute to our past president, 
        by the way. It's not bad enough Lincoln got shot in the head, we gotta 
        pull down our pants and sit on him, too. It's just incomprehensible that 
        you would buy a thing like this, you install it on your toilet seat, and 
        this says what about you? ""Well, I can't afford to just throw money 
        down the toilet, but look how close I am!"""
"jerry"," I cannot believe Lindsay's still seeing you after that ""Breakfast 
        at Tiffany's"" thing."
"george"," I think she finds my stupidity charming."
"jerry"," As we all do."
"george"," Yeah, anyway, she's uh, having some kind of a family lunch, I'll 
        swing by after."
"jerry"," Oh, so you're gonna meet the mother?"
"george"," Yeah, I'll zip in, ""How do you do?"", zip out. She'll 
        love me."
"jerry"," You're good with the mothers."
"george"," Y'know, I'm better with the mothers than I am with the daughters."
"jerry"," Maybe you should date the mothers."
"george"," Well, if I could talk to the mothers and have sex with the daughters, 
        then I'd really have something goin'."
"jerry"," Oh, you got something goin'."
"george"," Yeah."
"kramer","  Hey."
"george"," Hey! "
"kramer"," Hey, you got a hammer?"
"jerry"," What do you need a hammer for?"
"kramer"," Well, I got this new poster. 3-D art? Computers generate 'em."
"jerry"," Oh, yeah! I wanna see that. Bring it over."
"kramer"," No, no, I don't have it now. I gotta pick it up at Mr. Pitt's. 
        Elaine was framing a bunch of stuff for him, so she did me a favor. What, 
        you wanna take a ride?"
"jerry"," Nah, I don't think so."
"kramer","  George, you wanna go for a ride?"
"george","  Nah."
"kramer"," Oh, COME ON!"
"jerry"," Hey, could you wait until the man finishes?"
"kramer"," All right, I've had it with you two. "
"jerry"," Hey, guess what? Remember that woman you saw me with the other 
        day? You know, she used to be an Olympic gymnast?"
"kramer"," A gymnast!"
"jerry"," Yeah, she's Romanian, she won a silver at the '84 Olympics."
"kramer"," A gymnast, Jerry. Think of the flexibility. Mmm, that sex'll 
        melt your face."
"jerry"," Yeah, well, I think I'm bailing."
"kramer","  ""Bailing""?"
"jerry"," Yeah, you know, Kramer, there's always a price to pay for just 
        a sexual dalliance."
"kramer"," Jerry, you should pay that price."
"jerry"," She's Romanian. What am I gonna talk to her about, Ceausescu?"
"kramer"," Ch- oo-... what?"
"george","  A gymnast! I can't 
        believe it, you didn't tell me she was a gymnast."
"jerry","  What is this?"
"george"," What, I'm puttin' my shirt back on."
"jerry","  ""Back on""? What was 
        it doing off?"
"george"," I take it off when I go to the, uh, y'know, to the ""office""."
"jerry","  What for?"
"george"," Well, it frees me up. No encumbrances."
"jerry"," Unbuttoned, or all the way off?"
"george"," ALL the way, baby!"
"jerry"," Of course."
"kramer","  Yeow! Whoa."
"jerry"," What, again? Kramer, if you keep getting these attacks, you should 
        see the doctor and have it checked out."
"kramer","  Yeah, yeah, yeah..."
"jerry","  You always take the shirt 
        off?"
"george"," Always."
"jerry"," Boy, I tell ya', knowing you is like going out in the jungle. 
        I never know what I'm going to find next, and I'm real scared."
"elaine"," What meeting?"
"elaine"," Oh! "
"elaine"," Yes?"
"elaine"," All right! I'll use a pencil, Mr. Pitt."
"kramer"," Elaine?"
"elaine"," Come in, come in!"
"kramer"," Yeah.  Yah, huh?"
"elaine"," Ah, right there, yeah."
"kramer","  Yeah, that's..."
"elaine"," Kramer, it's..."
"kramer","  There she blows! "
"elaine"," Kramer, Kramer, can you do this at home? I've got, I've got work 
        to do, okay?"
"kramer"," Oh, these are nice corners, huh?"
"kramer","  Yeah, it's 3-D art. Computers generate 'em. 
        BIG computers."
"kramer"," Well, you blur your eyes like you're starin' straight through 
        the picture. And you keep your eyes unfocused. And then...  Oh, oh, oh, YEAH!"
"kramer"," Yeah, it's a spaceship, surrounded by planets, asteroids..."
"elaine"," Okay, Kramer, that's enough. Mr. Pitt has got work to do."
"kramer"," Ya' ever dream in 3-D? It's like the boogeyman is comin' right 
        at you."
"kramer","  Right in here. Just keep your eyes unfocused.  Waahh! Oh, mama!"
"elaine"," Kramer, what's wrong?"
"kramer"," Mama!"
"elaine"," Kramer, Kramer, are you okay?"
"kramer"," I think I gotta go to the doctor!  Oh, mama!"
"george"," Oh, no, no, not at all. No, I have always felt that the most 
        important thing in the world is spending time with family."
"george","  Very close, yes. Almost painfully close."
"george"," Mind? Why would I mind? I would love to wait!  Nana, nice to see you. Ni-ni-ni-ni-NANA!  Aunt Phyllis, always a pleasure. What a pleasure! Hey, let's 
        do this again real soon. I had fun, huh?"
"george"," Oh, no no no, I'm fine. Let me help you with these dishes, huh?"
"george"," No, I know I don't have to, I want to."
"george"," I'd argue if I could, Mrs. Enright.  Here we go, all right."
"george","  Mrs. Enright! Mrs. Enright!"
"elaine","  Look, there's a spaceship! That is 
        so cool!"
"elaine","  Right here."
"elaine"," No, no, unfocus."
"elaine","  Hello? Oh, yeah, okay fine. Uh, he'll be right 
        down.  Car's here to pick you up and take you to the meeting."
"elaine"," Yeah, the Poland Creek merger?"
"elaine"," How can I go?"
"elaine"," Mr. Pitt, I do not think that is such a good idea."
"jerry","  So, Ceausescu. He must've 
        been some dictator."
"jerry"," He, uh, he must've been dictating first thing in the morning. 
        ""I want a cup of coffee and a muffin!"""
"jerry"," No, you'd have to be crazy."
"jerry"," Yes. Very bad. Very, very bad."
"jerry"," So lemme get this straight you find yourself in the kitchen. 
        You see an clair, in the receptacle. And you think to yourself, ""What 
        the hell, I'll just eat some trash."""
"george"," No, no. No, no, no. It was not trash!"
"jerry"," Was it in the trash?"
"george"," Yes."
"jerry"," Then it was trash."
"george"," It wasn't down in, it was sort of on top."
"jerry"," But it was in the cylinder!"
"george"," Above the rim."
"jerry"," Adjacent to refuse, is refuse."
"george"," It was on a magazine! And it still had the doily on."
"jerry"," Was it eaten?"
"george"," One little bite."
"jerry"," Well, that's garbage."
"george"," But I know who took the bite. It was her aunt!"
"jerry"," Well, you, my friend, have crossed the line that divides Man and 
        Bum. You are now a Bum."
"jerry"," Hey!"
"kramer"," Hey."
"jerry"," What's with you?"
"kramer"," I got a stone."
"jerry"," What stone?"
"kramer"," A kidney stone."
"jerry"," What is that, anyway?"
"kramer"," It's a, it's a stony mineral concretion, formed abnormally in 
        the kidney. And this jagged shard of calcium pushes its way through the 
        ureter into the bladder. It's forced out through the urine!"
"jerry"," Oh, that's gotta hurt."
"elaine"," Ah. The ""stock swap"". Let's swap some stock. "
"elaine"," All right.  Hey, you guys--what's the name of the 
        new company gonna be?"
"elaine","  ""Moland""?"
"elaine"," Yeah, I know, but... ""Moland""? I wouldn't drink anything 
        called ""Moland""."
"elaine"," Oh! Well, ah, what's in a name? I mean, water's water. Right?"
"george","  No, Lindsay, it was 
        not IN the garbage. It was above the garbage. Hovering. Like an angel. 
        Of course I know your aunt bit it. I kissed her goodbye. Listen, can I 
        tell you something else? In my family, we used to eat out of the garbage 
        all the time.  It was no big thing. That's right. 
        Oh, okay. Buh-bye.  I'm back in, she gave me a second 
        chance."
"jerry"," Good for you."
"george"," Yes, good for me!"
"jerry"," Y'know what you should do now? Get her some flowers, smooth it 
        out."
"george"," Yes, flowers. I will get her flowers, I will go to the florist!"
"kramer","  Behold! The Games of 
        the '84 Olympiad! Katya's silver medal performance! "
"jerry"," Kramer, are you still on this? I've seen gymnasts. I know what 
        they do. It's not going to make any difference."
"kramer"," Jerry, what is your problem?"
"jerry"," Kramer, y'know, guys like you, with no conscience, don't know 
        what it's like for guys like me. I'm in the unfortunate position of having 
        to consider people's feelings."
"kramer"," All right, Jerry--are you familiar with the Kama Sutra?"
"jerry"," No."
"kramer"," Tantric yoga?"
"jerry"," No."
"kramer"," Jerry, you stand on the threshold to the magical world of sensual 
        delights that most men dare not dream of!"
"jerry"," Boy, you can really talk some trash.  I guess that's 
        better than eating it."
"kramer"," All right, all right, why don't we just watch the tape? "
"jerry"," All right."
"george"," Did you pass your stone yet?"
"kramer"," Not yet. But the suspense is killing me."
"jerry","  Hey, that's her!"
"kramer"," Oh yeah. Oh yeah, that's her.  Look at the height, Jerry, the extension! 
        Now watch the tuck. Handstand, half-turn, giant into a straddle, back 
        into another handstand. Nice kip. Reverse hecht. Oh, nice leg extension, 
        good form! Now, here comes the big dismount. Look at the rotation, full 
        in, double back, and she sticks the landing!  Perhaps you'd like to keep 
        the tape?  Well, I'll take that as a yes."
"jerry","  Well, here we are."
"jerry"," How did you stay on that beam like that?  I mean, 
        it's only this wide!"
"jerry"," Oh boy..."
"jerry"," I couldn't believe it. Uh, I mean I thought I was entering a ""magical 
        world"" of sensual delights, but it was just so ordinary. I mean, 
        there was nothing gymnastic about it."
"elaine"," Well, what did you think she was gonna do?"
"jerry"," Well, you know. I mean... I dunno."
"elaine"," No, what?"
"jerry"," Well, obviously I prefer not to mention any, you know..."
"elaine"," What did you think, she was going to take some of that chalk 
        and..."
"jerry"," You see, now I really don't want to get into this, any kind of 
        specifics..."
"elaine"," Oh, come on. One thing? One thing! What?"
"jerry"," Well... Frankly, I thought, you know, I was gonna kinda' be like 
        the apparatus."
"kramer"," You mean like the uneven parallel bars?"
"jerry"," See, again, I really don't feel that..."
"elaine"," The balance beam?"
"jerry"," Could we stop?"
"elaine","  Not the pommel horse?"
"jerry"," All right. Let's just drop it."
"jerry"," So lemme ask you this how long would you say I have to put in 
        now because of, you know, last night."
"elaine"," I dunno, at least three weeks."
"jerry","  Oh, great."
"elaine"," Jerry, that is such small potatoes. I think that I may have single-handedly 
        put the kibosh on the big water merger."
"jerry"," Between Poland and Morgan?"
"elaine"," Yeah. Started a big name controversy."
"jerry"," Kramer! The stone!"
"jerry"," What happened, did you pass the stone?"
"kramer","  No, I tried to do a reverse hecht off my couch and 
        I didn't make it."
"george","  
        ""...tootsie, good-bye. Too-too, tootsie...""  You call this coffee? "
"george"," I'm sorry! I'm terribly sorry! I- I-"
"george"," Oh, sure. Of course.  Um, 
        uh, could you hold these? For just a second, just a second.  Here you go, now don't worry 
        about a thing. It's gonna be fine. Here we go. Look at this shine."
"george"," Look at this sparkle.  Mrs. 
        Enright!  Mrs. Enright! Mrs. Enright!"
"george","  No, Lindsay, I had accidentally 
        spilled coffee on the gentleman's windshield. Why would I do that? I have 
        a job! Well, did she see a squeegee? Well, you're not going to make a 
        dime without a squeegee. That's right, that's right, just tell your mother 
        it was all a big misunderstanding. You won't regret it. Okay, I'll see 
        you later. Buh-bye. "
"jerry"," Strike two!"
"george"," You think I'm going down?"
"jerry"," You're behind in the count."
"george"," I know."
"kramer","  Hey, what are you doing later?"
"jerry"," I'm going out with Katya, thanks to you."
"kramer"," Well, maybe you should try again. You know what happens the first 
        time people are a little shy, a little reticent."
"jerry"," If I do it again, that extends my payment book another two weeks."
"kramer"," All right, where you going?"
"jerry"," We're going to the circus. One of her old Olympic teammates is 
        an acrobat. I don't even feel like going out."
"kramer"," Well, Jerry, it's your obligation. C'mon."
"jerry"," Yeah, well, y'know what? If I gotta go, and spend time with this 
        girl, then you're coming with me, Dr. Cyclops!"
"kramer"," No, no, no, I don't wanna go to the circus, Jerry."
"jerry"," Yeah, well you're going."
"kramer"," Yeah, but I'm afraid of clowns!"
"elaine"," Well, I couldn't help it. ""Moland Spring""?"
"elaine"," Well, I'm so sorry! I-"
"elaine"," Oh, sorry.  Hello?"
"jerry"," ""Greatest Show on Earth""!"
"jerry"," Well, they certainly take up a lot of space."
"elaine","  Oh, yes, yes I'll tell him. Yes, thank you. Um, um 
        hold on.  Mr. Pitt!"
"elaine"," Mr. Pitt! The board of directors is on the phone. They've called 
        an emergency meeting. They want you to be there to discuss the merger!"
"elaine","  Yes, hi. Okay, fine, yeah, hold on just a second. 
        Lemme just...  Yeah, I've got it...  Oh! Oh! Yeah, yeah, he'll be there. 
         Mr. Pitt, you have GOT to stop staring at 
        that poster!"
"elaine","  No, you don't see it, and you're never 
        going to see it!  
        Mr. Pitt, you have to meet with the shareholders, you have to leave now. 
        Do you hear me? Do you hear me?!"
"elaine"," In about twenty minutes."
"elaine"," Um, no."
"elaine"," Uh, Mr. Pitt..."
"elaine"," Um, there's a just... "
"elaine"," No?"
"george"," Well, here we are."
"george"," Maybe I could just use the bathroom."
"jerry"," Well, break a leg."
"jerry"," Eh, show biz..."
"jerry"," Boy, those capes are really coming back."
"jerry"," What is that sound?"
"george"," Whew! Anybody see that poster in there? That is weird, wild stuff, 
        huh? Whew!"
"jerry"," Oh, why not?"
"jerry"," Really?"
"jerry"," Come on. Lets go"
"elaine"," No wait, I gotta go in here and pick up Mr. Pitt's tennis 
              recquet."
"jerry"," What's it doin here?"
"elaine"," He wanted to have it restrung.  Here I need to 
              pick that up"
"elaine"," Oh, Hi."
"elaine"," Yes, yes, the one I didn't get. "
"elaine"," Oh, I'm not very good."
"elaine"," Really? Grace?"
"elaine"," Uh, no. Not really."
"jerry"," Oh, Bruline. Newman's got the same one."
"elaine"," Newman plays tennis?"
"jerry"," He's fantastic."
"elaine"," Uh, no ... take it."
