"X","X.1"
"SpongeBob"," ...Last night, silly!"
"Patrick"," Oh... Thanks, buddy!  Hey, Wanna share it?"
"SpongeBob"," Sure, pal! "
"Patrick"," Yeah, Pretty good, huh?"
"Mr. Krabs"," Well, good night, folks. Come again.  Thought those deadbeats would never leave. Closin' time, SpongeBob."
"SpongeBob","  There ya go, little buddy. Now everybody's all clean and ready for beddy-bye."
"Mr. Krabs","  Time to pack it in, Sponge- Bah! Wha?! "
"SpongeBob"," All ready, Mr. Krabs.  Just gotta clock out and..."
"Mr. Krabs"," SpongeBob, what's the meaning of this? "
"SpongeBob","  Spot, spot, spot!"
"Mr. Krabs"," That's right, a spot. You know the rule. Nobody leaves work till..."
"SpongeBob"," ...till everything's ship-shape, sir. Don't worry, Mr. Krabs, I'll get this plate cleaned up in a jiffy."
"Mr. Krabs"," Oh, and, uh, lock up when you're done."
"SpongeBob"," Lock up? Wait, Mr. Krabs. Don't you remember what happened last time you left me here alone? "
"Mr. Krabs"," Should've never left you alone with a lit blow torch and me roller skates. But, since I've removed all the welding equipment from the premises, there's no-ho-ho chance of that happenin' again, right? Now, get to work."
"SpongeBob"," Aye-aye, sir. La-la-la-la-la-la-la.  You're a tough little guy, aren't ya?  This means war.  Wait here, please.  Say good-night, dried on filth. Ready. Aim. Fire!  That is the last straw! I want you to remember...  you made me do this.  Yaahhhh!  I got to finish this.  I'm afraid this is the last time we'll be meeting like this, my friend. Allow me to introduce you to... the Spot-Master 6000.  Notice, the microwave-powered laser particle beam. Notice, the laser-guided high pressure water cannon. And notice, the little surprise I installed just for you. A specially woven metal alloy ingeniously combined with state of the art cleaning materials.  I call it...  ...steel wool! And it comes with...  a laser! Any last words?  Mmm... I thought not. Power up.  Water cannon... on.  No effect. Steel wool laser... on! "
"Mr. Krabs"," Hmmm... strange vortex in the west. Well, it's probably got nothing to do with SpongeBob. "
"SpongeBob"," OK, you asked for it. It may end life as we know it, but I am crossing the beams!  More power! "
"Mr. Krabs"," Spontaneous molecular distortion, hmm? I guess I better go see what the lad's up to."
"SpongeBob"," More power!"
"Mr. Krabs","  Oh, boy, that can't be good."
"SpongeBob"," More power!"
"Mr. Krabs"," Let's see what he's done this time. "
"SpongeBob"," Maximum power! Ahhhhh! "
"Mr. Krabs"," Oh, this time you've done it, boy. What've you got to say for yourself?"
"SpongeBob","  The platter's all clean, Mr. Krabs."
"Mr. Krabs"," Oh, I'll clean your platter!  Come here, you! "
"Plankton"," Ha! "
"Mr. Krabs"," Hold it right there, Plankton."
"Plankton"," Krabs!"
"Mr. Krabs"," I'll take that. "
"Plankton"," How'd you know it was me?"
"Mr. Krabs"," Next time, wear a disguise without your initial on it."
"Plankton"," Hmmm... perhaps a peppershaker was a bit obvious."
"Mr. Krabs"," You think! SpongeBob! "
"SpongeBob"," Wooo-ooo! "
"Plankton"," AAHH!"
"Plankton"," Never! Never! I'll never get Krabs' formula! Mr. Krabs is too powerful. If only there were a way to render him helpless!"
"Plankton"," Hey, I resent that!"
"Plankton"," Something about that woman reminds me of my mother. That's it! Finally, victory will be mine! I'll turn Eugene Krabs into a powerless…baby."
"Mr. Krabs","  Ooh, a penny.  A trail of pennies! "
"Plankton","  I've done it! Nothing can stop me now! My goo goo gas will transform Krabs into a tiny helpless infant!  The key to the Krusty Krab. This is easier than I hoped.  He's a little bigger than I imagined.  Whoa! No, no! Ow, ow, ow! Oof! Whoa! "
"SpongeBob"," Hey, a baby! What are you doing out here all alone, baby? I'll take charge of you until your mommy shows up!  Oh, aren't you just too cute. Coochie coochie coo! "
"Plankton"," Hello! If you're done making a total fool out of yourself, I could use some help with this lock."
"SpongeBob"," Oh, sure thing, Plankton.  Here you go, little guy. "
"Plankton"," Yes, my plan is working perfectly! Now that I've turned Krabs into a helpless baby, the Krabby Patty formula will be mine! Hello."
"SpongeBob","  Police! Police!"
"Plankton","  Fools, you'll never hold me! Your primitive shackles are no match for my genius.  That was easy. I'm free! Free!"
"SpongeBob"," Oh, Squidward. Thank Neptune you're here. I found this baby all alone. But he wasn't really alone, he was with Plankton! And he's not a baby! It's Mr. Krabs! Plankton turned him into an infant so he could steal the Krabby Patty formula!  What do we do, Squidward?"
"Squidward"," I don't know about you, but I'm going on my coffee break. A very long coffee break. "
"Plankton","  …and then that blasted sponge called the cops! That's just not cricket.  Now I'll never be a tyrannical overlord."
"Plankton"," Not sure I follow you."
"Plankton"," Yes."
"Plankton"," Uh-huh."
"Plankton"," Right."
"Plankton"," Now you're just talking gibberish. What I really need is to spray Mr. Krabs and SpongeBob."
"Plankton"," I don't wanna hear anymore of your loony schemes, Karen. I've got work to do!"
"SpongeBob"," Aw, what's wrong, Mr. Baby Krabs? Are you thirsty?  That's it, drink up!  OK, maybe you're hungry? How about a nice soft Krabby Patty?  Yikes. Not even a Krabby Patty helps. How about a stack of 20s? "
"Plankton"," Hands in the air!"
"SpongeBob"," Plankton!"
"Plankton"," That's right, SpongeBob, I'm back! And you won't stop me this time.  What? SpongeBob's a baby but Krabs is back to normal?  It seems the second dose acts as an antidote!  One squirt equals baby, two squirts equals adult!  Or is it three squirts for baby and four squirts for adult.  Barnacles, I've run out of gas!"
"Mr. Krabs"," Ahem!"
"Plankton"," Krabs! Nice diaper.  Hold on, hold on! I think I...  Yes, I've got it!"
"Mr. Krabs","  Better be something other than bills this time.  Plankton!"
"Plankton"," Peek-a-boo!"
"Mr. Krabs","  I can't tolerate your stinky gas!"
"Mr. Krabs"," You'll never catch me, Plankton! Never! Ooh…another penny! Come to papa! Now were we doing?"
"Plankton"," This!  What's the matter, baby? Are you gonna cry?  What the heck happened to you? This isn't baby gas! It's senior citizen spray!"
"Mr. Krabs"," Eh? What was that, sonny?"
"Plankton"," Out of my way, Methuselah! You're old and useless. "
"SpongeBob"," Hold it right there! Old people are out greatest natural resource! I salute you, elder citizenry!"
"Plankton"," I'm getting old listening to this. Let's try this again! "
"SpongeBob"," I remember when a quarter used to cost a nickel."
"Plankton"," This baby gas is worthless!  At least you're way too old to stop me from stealing a Krabby Patty!"
"SpongeBob"," What was that, sonny?"
"Plankton"," It'll take more time to explain than you have left. "
"SpongeBob"," What?"
"Mr. Krabs"," He's got the Krabby Patty! Catch him!"
"SpongeBob"," Catch who?"
"Mr. Krabs"," Oh, Gesundheit."
"Plankton"," Victory is mine! "
"SpongeBob"," Come back here, you little whippersnapper!"
"Mr. Krabs"," You kids get off my lawn! I'll catch up with you, boy!"
"SpongeBob"," I'm catching up with my knitting."
"Mr. Krabs","  That's it! Knit, little nitwit!"
"Plankton"," That was almost too easy.  What? No! I demand you geezers release me!"
"Mr. Krabs"," Right after the party. The piñata party. "
"Plankton"," What?"
"Plankton"," Hey, quit it!"
"Plankton"," No!"
"Plankton"," 1 squirt equals baby, carry over the 2 plus the square root of SpongeBob. Of course! The final ingredient that I've been lacking! It's so simple yet so evil! And I know just the place to get it."
"Plankton"," Excuse me, what aisle did you get that from?"
"Plankton"," No, that thing! The ugly drippy smelly thing."
"Plankton"," Ow ow ow!  Baby powder? This could be just what I need! Hey buddy, is this made of real or artificial babies?  Ow ow ow ow!  That powdered baby did the trick! Now my baby gas can't possibly fail!"
"Plankton"," What is it now, Karen?"
"Plankton"," That's an excellent idea. And I know just the guinea pig! "
"Plankton"," Karen! Speak to me!  It worked!"
"Plankton"," Everyone say your ABCs!  Now when you turn into babies,  you stay babies! Hey, Krabs, catch! "
"SpongeBob"," What's wrong, little feller?  "
"Plankton"," My moment of triumph!  What the...?  Oh, gross! I command you to stop drooling on me!"
"Plankton","  Put me down!  Ow!  Stop it! I'm an adult! "
"Plankton"," Yeow!  Huh? I don't believe it! The Krabby Patty formula! He's teething on it!  Give it here, you big stupid baby!  Ow.  I've got it! Just like taking candy from a baby! Get it, Krabs? I'm taking candy from you!  Hey! What are you doing?  Uh-oh.  Ahem!  Mama's evil little genius needs a diaper!"
"SpongeBob","  Order up! Go now, and bless the taste buds of your lucky connoisseur. "
"Squidward"," It went in my mouth! Choking on sentiment! I think I'm poisoned!"
"SpongeBob"," Well okay you sit this one out Squidward, this will be a special delivery from the chef.  For your dining pleasure, 2 double Krabby Patties cooked to perfection complimented by a side of coral bits and a jumbo diet soda, topped off with a little extra love.  Enjoy your meal!  It's the little details that they really appreciate, isn't it Squidward?"
"Squidward","  Oh yeah, you really touched his life. "
"SpongeBob"," Nothing beats making quality food for good people with discriminating tastes."
"Squidward"," Quality food?"
"SpongeBob"," Yeah!"
"Squidward"," Good people?"
"SpongeBob"," Uh-huh. "
"Squidward"," Discriminating tastes?"
"SpongeBob"," Testify!"
"Squidward"," D'oh!  Only pathetic losers with horrible taste would eat this garbage! "
"SpongeBob"," Squidward! The Krusty clientèle needs to be cuddled and treated with respect.  There there.  Mr. Krabs will be ashamed! "
"Mr. Krabs"," All right you filthy bilge rats!"
"SpongeBob"," Mr. Krabs?"
"Mr. Krabs"," You got three seconds to get out of me restaurant before I kick you out! Fine, have it your way! "
"SpongeBob"," What's happening, Mr. Krabs?"
"Mr. Krabs"," Ah, we don't need those losers anymore! I'm turning the restaurant in to one of those fancy froufrou places, where they charge big bucks for itsy-bitsy portions!"
"Squidward"," Fancy? Froufrou?"
"Mr. Krabs"," We're getting a gourmet chef from the chef exchange program and I'm going to raise me prices to the roof! "
"SpongeBob"," Chef exchange program?"
"Mr. Krabs","  Oh. Uh, yeah. Well, you'll be shipped off to some other restaurant somewhere far away from here! Uh details are kinda hazy, but I packed your bags and your bus leaves in five minutes!  Heh, looks like it's early. "
"Squidward"," It was that easy? All these years?  I've underestimated the power of public transportation! "
"Mr. Krabs"," Welcome to the Krusty Krab."
"Squidward"," Does your middle name happen to be ""No SpongeBob within a thousand kilometers of here""? "
"Mr. Krabs"," Well, he's just as affectionate as the boy."
"Squidward"," But the surly attitude he has is a step in the right direction! "
"SpongeBob"," Um, right here, sir."
"SpongeBob","  I'm sure with all my years in the kitchen, I can make something other than...  Just warming up.  Come on, SpongeBob!  Just one egg then...  No, that's not it, no..."
"SpongeBob"," A Krabby Patty."
"Mr. Krabs"," Hey, Squidward, look at this!  We're charging 52 smackeroos for this little guy. "
"Squidward"," Oh! What is that?!"
"Mr. Krabs"," I don't know! Some kind of bean paste or something."
"Mr. Krabs"," So it's supposed to smell like a rotten gym socks?"
"Mr. Krabs"," Shredded...  gold?  Couldn't we use less expensive ingredients?"
"Mr. Krabs"," Yeah, well you see those were out of stock."
"SpongeBob"," Well, my time here is up. I am officially a Krusty Krab employee once again! "
"SpongeBob","  The Krabby Patties, I almost forgot! These babies also belong to the Krusty Krab!  So long! "
"SpongeBob"," I'm sorry but I've got to go. "
"Mr. Krabs"," I'm ruined! Busted!  Hello?"
"Mr. Krabs"," No, those aren't burglars, Pearl. Those are just friendly repo men. "
"Squidward"," Mr. Krabs, tell these guys to let go of me!"
"Mr. Krabs"," Uh, well, you know, until I come up with the money I owe, I'm afraid you'll be staying with these nice gents."
"Squidward"," You sold me?!?"
"Mr. Krabs"," No! Bartered is more like it. They keep you, I keep my kneecaps."
"Squidward"," You're pathetic! "
"Mr. Krabs"," Oh, Mr. Le Schnook... I lost everything! I'm bankrupt! You and your fancy eats are all I got left now."
"Mr. Krabs"," Is it money?"
"Mr. Krabs"," Oh, I've been such a fool! I turned away SpongeBob, the best fry cook I ever had, and it cost me everything!"
"SpongeBob"," Mr. Krabs?"
"Mr. Krabs"," Oh, I can still hear his sweet little voice."
"SpongeBob","  Mr. Kra-a-abs?!"
"Mr. Krabs"," Okay, now I'm scared."
"SpongeBob"," Mr. Krabs!"
"Mr. Krabs"," Darn his cursed mocking voice! I...  SpongeBob?"
"SpongeBob"," Ahoy, Mr. Krabs!"
"Mr. Krabs"," SpongeBob me boy. You came back! And you brought customers!"
"Mr. Krabs","  Well Mr. Squidward, all's well that end's well. I got me poor disgusting old clientèle back, and rich disgusting new clientèle to boot!  I'm back in business!"
"Squidward"," Couldn't you at least give them tables to eat on?"
"Mr. Krabs"," Oh no way. See, I've learned that you can't buy customer loyalty with fancy tables, froufrou food, or even sanitary conditions. Hey get back you, eat your own.  Nope, just good food prepared with love. Ain't that right SpongeBob?"
"SpongeBob"," You got it, Mr. Krabs. "
"Patrick"," A beautiful specimen, SpongeBob."
"SpongeBob"," Hurry Patrick, hurry!  How's it look, buddy? Ready for the old scrapbook?"
"Patrick"," More like the scrap-heap.  They never come out right! Oh well, let's try again."
"SpongeBob"," OK, Patrick, this one's gonna be a masterpiece."
"Patrick"," I'm ready. "
"Patrick","  Oh, I missed it again! This darn camera isn't fast enough. "
"SpongeBob"," Hold on a second, Patrick! It's not the poor camera's fault you can't get a photo."
"Patrick"," It's not?"
"SpongeBob"," No, it is the very nature of the fragile bubble."
"Patrick"," It Is?"
"SpongeBob"," Yes, it is, my friend. Allow me to demonstrate.  ♪The sun must set at the end of every day.♪  ♪And the curtain must fall at the end of every play.♪  ♪And every little bubble ever blown must someday pop.♪ "
"Patrick"," ♪Like presents on Christmas Day, it doesn't seem to stay. Or a cheese soufflé, it doesn't last all day.♪"
"SpongeBob"," ♪I will try again...♪"
"SpongeBob"," ♪...To blow a bubble...♪"
"SpongeBob"," ♪...That will last all day.♪"
"Patrick"," ♪...All day.♪  Um, SpongeBob?"
"SpongeBob"," Not now, Patrick. This bubble's gonna break all records!"
"Patrick"," I hope it doesn't break until we get a little closer to the ground."
"SpongeBob"," Huh?  What have I done!?  We're never gonna get out of here!"
"Patrick"," No!  What happened?"
"SpongeBob","  That's what happened, Patrick."
"Patrick"," Whoa, what is it? It looks really old."
"Patrick"," Antis, Antis...SquarePantis! Probably belonged to your ancient ancestors.  SpongeBob SquarePantis, you must wear the ancient crest of your ancestors for it is your birthright! "
"SpongeBob","  My birthright?! Ow, ooh, ow, ooh, ow! Let's take this to the Bikini Bottom museum, they'll know what it is!"
"Mr. Krabs","  Oo...uh...beautiful day for standing outside a museum doin' nothin'."
"Mr. Krabs","  Hello there. Welcome to the museum! That'll be three dollars."
"Mr. Krabs"," No, no, no. Today's Monday. Otherwise I wouldn't be wearing this ""I hate Mondays"" shirt."
"Mr. Krabs"," Enjoy the artifacts!  Don't stand in one place too long, people might mistake you for one.  SpongeBob!  Hew, that was a close one. "
"Squidward"," Neptune's ascension. The only surviving painting from the great lost city of Atlantis. This is just what the doctor ordered, Squiddy. Spending your day studying the Atlantean masters. And best of all, no Sponge...  Oh, would you two watch were you're  What is that? What are you doing with the amulet of Atlantis?"
"SpongeBob"," We were just..."
"Squidward"," You're going to steal it!?"
"SpongeBob"," No. Squidward, we'd never..."
"Squidward"," This is a new low, even for YOU TWO. Lucky for you, I was here today. Stealing artifacts could land you in the stony loneso... ...ooooome?! You boobs found the missing half to the Atlantean amulet?"
"SpongeBob"," What's an Atlantean omelet?"
"Squidward"," Amulet, not omelet! It's the key to untold riches!"
"Mr. Krabs"," Did somebody say untold riches!?"
"Squidward"," Yes Eugene. The streets are lined with gold, and the street lamps are made with diamonds."
"Mr. Krabs"," Diamond light bulbs! I wonder what they make the money out of."
"Squidward"," For reasons unknown, this great city disappeared one day, but no ruins were ever found. All the inventions that you take for granted, were given to us by the Atlanteans. Their advances in art, financial wealth and weaponry were eons ahead of their time!"
"SpongeBob"," Why is this bubble painted on the mural?"
"Squidward"," That's just the oldest living bubble."
"SpongeBob"," The oldest living bubble, alive!  Behold, Patrick-the oldest living bubble!"
"Patrick"," This is the most beautiful bubble I've ever seen."
"Squidward"," That's just a painting, you quarter-wit!  Quarter-wit. Ha, it's less than half. The real bubble lives in Atlantis, some dumb old bubble pales in comparison to the arts..."
"Mr. Krabs"," Money!"
"Sandy","  And science, don't forget science. What's all the hubbub, boys?"
"Squidward"," These two chowderbrains found the missing half to the amulet of Atlantis."
"Sandy"," The Amulet of Atlantis?! Legend says, that when the two halves are joined, the path to Atlantis is opened! What are y'all waitin' for? Let's hitch them two dogies up! Go on Squidward!"
"Mr. Krabs"," Hurry up Squidward, that money ain't gettin' any younger. "
"Patrick"," "
"SpongeBob"," Hoo hoo yeah, hoo hoo hoo!"
"Squidward"," The magical path to Atlantis is a van?"
"Mr. Krabs"," Nice hot rod flames!"
"Patrick","  What's it doing? "
"Sandy"," Well, holly-wally ding-dang-doo. Would ya look at that!? Take a gander, y'all!"
"Squidward"," Fabulous decor!"
"Mr. Krabs"," Quite a vessel, but who's manning it?"
"Mr. Krabs"," Bet there's some loose change in here!"
"SpongeBob"," Ah, so this is what luxury feels like."
"Squidward"," Ah, what I wouldn't give for a foot-rub."
"Mr. Krabs"," Is this some kind of joke? Where's the gas tank?"
"Mr. Krabs"," Huh?"
"Squidward"," Does that make any sense?"
"SpongeBob"," No, but I'm game for singing any day! ♪Sing? Sing a song? A song of wanting to move along!♪  ♪To a land where all our dre-e.♪   Whoops, sorry. ♪To a land where all our dreeeeeams, can finally come true.♪  ♪A bubble I long for, that so eludes me, but soon enough I will seeeeeeeeeeeeeee...♪"
"Mr. Krabs"," ♪Well that's just splendid boy! A land where it rains money! More than you can spend. With fives and tens and fifties and I'll want to be your friend.♪"
"Plankton"," ♪Ha, ha ha. Such a valiant desire - hehehe. The lost weapons of Atlantis - the most advanced of all time. As soon as this dopey song is done I plan to make them miiiiine!♪"
"Sandy"," ♪Did you all hear something? I can hardly believe that there's a lost city where having smarts is more important-than being pretty!♪  ♪With all their advanced science, and my painfully large mind!♪"
"Squidward"," ♪As a connoisseur of fine art, I'm proud to say! I've always seen things in my own special way! 'Art'-lantis, with their glorious aesthetics, I'll copy their style in a while- my art will be prophetic!♪"
"Patrick"," ♪I'm Patrick, I'm Patrick, Patrick-Patrick-Patrick! And I like um, uuuuh,♪  I don't know what I like."
"Squidward"," Hey look, it's Atlantis."
"SpongeBob"," Pretty!"
"Squidward"," You dimwits haven't even been here two minutes and you've already messed up someone's topiary garden."
"Mr. Krabs"," Go on, SpongeBob. Ring the bell."
"SpongeBob"," Ring for the king, huh? "
"SpongeBob"," My friends call me SpongeBob. I'm here to see the oldest living bubble."
"Mr. Krabs"," What a ripoff! This street ain't gold!"
"Mr. Krabs"," I'm Eugene. I like money."
"Plankton"," They're gone. Now to get to those weapons...  Trapped! Ok, what do I have to work with here? What's this? Owners manual!? Looks like I found my escape route!  Ow!"
"Mr. Krabs","  Eh, harmony shmarmony. When do we get to see the treasure?!"
"Mr. Krabs"," Comin' through, boys!"
"Plankton"," These Atlanteans leave a room full of the most advanced weaponry unguarded? No wonder they got lost.  Oh, my! There will be no one to stop me this time! "
"Mr. Krabs"," Squidward! You told me the streets were paved with gold. Now that street light better be a 600 karat diamond or else.  Ah hold still, Squidward."
"Squidward"," You're standing on my neck!"
"Mr. Krabs"," Yeah, but I feel odd."
"SpongeBob"," Mr. Krabs?"
"Mr. Krabs"," I'd know that smell anywhere.  Me pockets! They be smelling loot! Whoa, whoa, whoa!"
"Mr. Krabs"," These are me houndstooth pants."
"Mr. Krabs"," As much as me pockets can carry?! ♪Oh, if I'd only known when I woke up today, I'd have stopped at me tailors along the way, and had ten more pockets put on me pants, 'cause I think I hear a money avalanche!♪  ♪Look at all this cash, hey, look at all this money! I hope me heart can take it!♪ "
"Mr. Krabs"," ♪I'm alright, sonny! Industrial accidents can make quite a mess. Unless you fall into a money press. Oh, make me into money, Mr. wonderful machine, I always knew that me true color was green! Oh, ever since I was a little kid, I dreamed of such a place, yes I did! With mountains of money, and rivers of cash. And a pool of coins to make a splash! Oh, I'll open up a Krusty Krab with patties made of money. They'd be delicious, and expensive, and taste like golden honey! Money and gold and treasure untold! And all of it for me!♪"
"Mr. Krabs"," Are you kidding?! I've just got here!"
"Patrick"," SpongeBob, when are we gonna see the bubble?"
"SpongeBob"," Patrick, shhh!"
"SpongeBob"," No, sir."
"Sandy"," You know, LRH, I was born with a scientific curiosity and I was wonderin' if I could have a look at some of your scientific achievements?"
"Sandy"," Hoppin' acorns. Look at all this high tech gear!  What does this gizmo do?"
"SpongeBob"," Comb flavored."
"Sandy"," What else can it turn things into?"
"Sandy"," How's it work?"
"SpongeBob"," Hey cool."
"Patrick"," Where'd SpongeBob go?"
"SpongeBob"," Someone help me!"
"Patrick"," Don't worry, SpongeBob. I'm coming to rescue you!"
"Squidward"," Okay, I've seen enough. Let me out of this thing!  What's going on here? I... Oh no. "
"SpongeBob"," Squidward, don't make any sudden movements!"
"Squidward"," Help! "
"Sandy"," Sounds like them critters is in trouble!  Hold on, fellas! I'll be there soon, as soon as I send these critters to their doom!  ♪Look out, germs. The end is here, Your days are numbered, 'cause Sandy's here! I'll get these germs, and make 'em pay, with some good old fashioned ka-rah-tay.♪ Hi-yah! ♪If I borrow some elements from the periodic table I can mix up a brew that is sure to disable any virus, bug, or sniffle that steps into my path. And make them feel my mi-cro-sco-pic wrath!♪ Hi-yah! "
"Sandy"," Y'all head out without me."
"SpongeBob"," Quite."
"Squidward"," Somehow I knew I'd get stuck with you yahoo's the longest."
"Squidward"," This stuff is wonderful and all but when are we going to see some real Atlantean culture?"
"SpongeBob"," Oh, oh, I know, I know!"
"Squidward"," I thought you'd never ask! Art is the conscious arrangement of elements in a manner that affects a sense of beauty."
"SpongeBob"," It looks like my front door!"
"Squidward"," Incredible!  The creativity! The artistry!  This painting is so realistic! It looks like you could step straight into it."
"SpongeBob"," Whoa!"
"Squidward"," This place is amazing!  ♪Isn't this great, isn't this neat, I'm a living work of art from my head to my feet! From the very first drawings on walls in caves, art has been what the heart and soul craves! So pick up a brush, a pencil or pen. If you don't like this one, paint it again! From now on please call me Sir Real. I can wait for your impression to congeal. Take it from an undersea renaissance man. I'd even look great on the side of your van! Any way you carve it, I am art and art is me. Ask your mama or your dada to tell you about the uh, schism. Between minimalism and cubism. My personality may be of the cynical type. But I've finally found something that lives up to the hype. I can say honestly and with great certainty, that Atlantis is where I want to spend eternity!♪ "
"Squidward"," Looks like I'll be here inspiring these Atlantean art makers with my beauty. You guys go on ahead!"
"SpongeBob"," Okay. Bye Squidward!"
"SpongeBob"," Excuse me, sir this tour has been great and all but uh, can we see the bubble now?"
"SpongeBob"," There it is Patrick!"
"SpongeBob"," Look at it Patrick! So ancient, so floaty. It is the most beautiful, wrinkled up, dusty old bubble I've ever seen!"
"Patrick"," Like a delicate air raisin!"
"SpongeBob"," Thank you Mr. Lord Royal Highness sir.  Just look at it Patrick. Ah the stories this bubble could tell. I just wish we could get a closer look.  Patrick! Get the--"
"Patrick"," Oh golly! Oh, I don't know how much longer I can hold this!"
"SpongeBob"," Whoo, that was a close one buddy!"
"Patrick"," Yeah! We almost popped the most prized possession of all Atlantis-eans! "
"SpongeBob"," Boy, that would have been out greatest blunder without a doubt! But we should go before something bad does happen."
"Patrick"," Ooh! Let's get a picture for our scrapbooks before we leave."
"SpongeBob"," Great idea Patrick!"
"SpongeBob","  Patrick did you hear something?"
"Patrick","  A sort of a popping sound?"
"SpongeBob"," Mmm-hmm."
"Squidward"," I'm never leaving this place. I've learned more about painting in a few hours here than I did in four years of community college."
"Sandy"," They are just amazing! I used your invention room to make this!"
"Sandy"," I'll show you.  Now I can eat underwater without removing my helmet! This is just the beginning! I should have a cure for the common cold up and running by tomorrow afternoon with your high-tech lab!"
"SpongeBob","  We have to go back to Bikini Bottom now!"
"Squidward"," What is wrong with you two morons?"
"SpongeBob"," We have to go home now!"
"Squidward"," Why would you want to leave a paradise like Atlantis?"
"SpongeBob"," Because, uh, Gary misses me?"
"Patrick"," We destroyed your most prized possession! "
"SpongeBob"," It's not a joke, we burst the bubble!"
"Sandy"," Don't just stand there! Move!"
"Mr. Krabs"," Can't you go any faster Sandy?"
"Sandy"," Maybe, if y'all use your feet!"
"Mr. Krabs"," Never mind! Just keep doing what you're doing!"
"Sandy"," Come on Patrick!"
"SpongeBob","  That tickles!"
"Sandy"," Hang in there, little buddy! "
"SpongeBob","  Patchy, it's me. SpongeBob SquarePants.  Don't lose hope. Everything will be all right when you get to Encino."
"SpongeBob"," It's not gone, if you believe."
"Plankton","  Cower to me fools! I have commandeered the most powerful weapon in the Atlantean arsenal! Now bow before the new king of Atlantis and prepare to taste my wrath!  Yeah! Huh? Uh, uh I mean, uh, prepare to taste my wrath!  Oh, you!  Prepare to taste my wrath! "
"Patrick"," Plankton's wrath tastes like ice cream."
"Plankton"," Ice cream? It shoots ice cream?!?  Oversized ice cream maker!  Yah! Ouch! Ow!"
"Plankton"," I'll destroy all of you--"
"Plankton"," You haven't seen the last of me! When I get out of here I'll hunt you all down like a pack of--  Hey! Can't you read?  No flash photography!"
"SpongeBob"," So long. And thanks for the tour."
"SpongeBob"," ♪Goodbye, Atlantis. But we really have to go. Back to a little town, that is the greatest place I know-oh-oh-oh-oh! Back to Bikini Bottom! I can hardly wait!♪"
"Mr. Krabs"," ♪But what about the treasure? It was really great!♪"
"SpongeBob"," ♪I love Bikini Bottom! It's where my Gary is!♪"
"Sandy"," ♪But Atlantis had that science stuff at which I was a whiz!♪"
"SpongeBob"," ♪Soon I'll see the Krusty Krab. Where I'm happily employed!♪"
"Patrick"," ♪But Atlantis had the oldest bubble which I cruelly destroyed!♪"
"SpongeBob"," ♪You can't beat Bikini Bottom! No place is so nice!♪"
"Squidward"," ♪But Atlantis was a fabulous, artistic paradise!♪"
"SpongeBob"," ♪Sorry, Squidward. But it's the end of our Atlantean vacation!♪"
"Squidward"," ♪And back to my depressing life of quiet desperation.♪"
"SpongeBob"," ♪Good-bye, Atlantis. We're Bikini Bottom bound!♪"
"Squidward"," ♪Please turn this bus around!♪"
"SpongeBob"," ♪We had our fun!♪"
"Patrick"," ♪We sure did!♪"
"SpongeBob"," ♪But now we're done.♪"
"Sandy"," ♪And I'm bummed.♪"
"SpongeBob"," ♪We're on our way!♪"
"Sandy"," ♪Can't we stay?♪"
"SpongeBob"," ♪So now we say good-bye!♪"
"Mr. Krabs"," I think I'm gonna cry!"
"Patrick"," Me too!"
"Mr. Krabs"," There's no place like Atlantis!"
"SpongeBob"," ♪I can't wait to get home.♪"
"Mr. Krabs"," I don't wanna go back!"
"SpongeBob"," ♪We're Bikini Bottom bound!♪"
"Sandy"," Please don't make us leave!"
"SpongeBob"," ♪We're Bikini Bottom bound!♪"
"Squidward"," Stop saying that!"
"SpongeBob"," ♪I even love the sound!♪"
"SpongeBob"," ♪Bikini Bottom is the greatest place to be! I can--♪"
"SpongeBob","  Nice try, ""alarmy,"" but you've got to get up pretty early to wake me up on ""picture day!"""
"SpongeBob"," Now, if you'll excuse me, Gary, I must go make myself picturesque.  Perfect! I'm ready. Whoo-hoo!"
"SpongeBob","  Fine, not to worry, no problem. "
"SpongeBob"," Still looking good Spongy, and Boating School is just around the corner. "
"SpongeBob"," Ketchup?"
"SpongeBob"," Wait, wait, don't squirt! Please, you've got to spare me. I've got picture day today."
"SpongeBob"," Well, I'm not sure how I did it, but I... "
"SpongeBob"," And now, as an extra precaution to keep me looking shiny and new...  No grime can penetrate the glossy sheen  of Sponge Gloss.  There it is. So close, and still so shiny.  Hey, it's just water.  Stamps? all over me!  Oatmeal?  Glue. "
"Patrick"," Hey, buddy."
"SpongeBob"," Patrick, a little privacy here."
"Patrick"," Oh, sorry, SpongeBob. I just came over to borrow some jelly."
"SpongeBob"," Well, go ahead, but I don't have time to play right now. I am late for picture day, and I just can't seem to get to school without being covered by unsightly debris. If only I had a sealed barrier to protect me from the filth of the outside world."
"Patrick"," I have a solution. "
"SpongeBob"," Ew!"
"Patrick"," Ah. I have solved my hunger problem."
"SpongeBob"," That's it!  This jelly jar will insulate me from the dirty dregs of Bikini Bottom. If you don't mind, Patrick, we don't have much time. "
"Patrick"," We're here. Hey, what did I bring jelly for?"
"SpongeBob"," Uh, Patrick..."
"Patrick"," Oh, yeah. I was gonna put it on this peanut butter taco."
"SpongeBob"," No, no, no, no, no, Patrick! I'm not jelly, I'm not jelly! "
